,cafe_id,cafe,address,addrbunho,image_url
21,24351128,하이앤바이,제주특별자치도 제주시 구좌읍 월정리,537-1,http://t1.daumcdn.net/place/6C629795C3044DF7A15A6043468E785B
22,857327681,로타리다방,제주특별자치도 서귀포시 서귀동,335,
23,953331000,스테이굿무드,제주특별자치도 제주시 용담1동,252-13,http://t1.daumcdn.net/place/A7839718A83C44E3A43D0F27A50DB4D6
24,25068645,하나카페,제주특별자치도 서귀포시 동홍동,1485-25,
25,950182529,커피에반하다,제주특별자치도 서귀포시 강정동,208-2,
26,158772406,세피베이글,제주특별자치도 제주시 조천읍 함덕리,272-25,http://t1.daumcdn.net/place/7A403F8ABA484C999620B158757F3C94
27,8558014,커피쟁이,제주특별자치도 제주시 애월읍 하귀1리,213-8,
28,1568994799,호이안로스터리제주,제주특별자치도 제주시 이도이동,2006-2,http://t1.daumcdn.net/localfiy/searchregister_1613866102
29,1203203290,가가멜,제주특별자치도 서귀포시 동홍동,430-2,http://t1.daumcdn.net/place/941E3B918C3644E4B03B0497332E925E
30,20245499,월정리로와,제주특별자치도 제주시 구좌읍 월정리,6,http://t1.daumcdn.net/place/A2FD95A6ADC048C3A7EC3AB6CAE3F7A4
31,1932954547,혼디마카롱,제주특별자치도 제주시 일도이동,163-25,http://t1.daumcdn.net/place/06F63D07A93D4E35983EB7AC2C71AA72
32,2130671964,수웨기,제주특별자치도 제주시 애월읍 하귀2리,2837-7,http://t1.daumcdn.net/localfiy/D0EF219D569C4E858DD9BECFEA9AB61F
33,16026907,카카듀,제주특별자치도 제주시 이도2동,1978-1,http://t1.daumcdn.net/place/7DE6BA800A5B41CFA8008950850914DD
34,232408147,바다건너종달리,제주특별자치도 제주시 구좌읍 종달리,724-1,
35,25047504,앳홈,제주특별자치도 제주시 연동,291-66,http://t1.daumcdn.net/place/12C4956FBF8B4BAD86D9886CAF45B458
36,21480967,용궁다방,제주특별자치도 제주시 한림읍 한림리,1314-79,
37,341314774,사람꽃마을카페,제주특별자치도 제주시 일도2동,48,http://t1.daumcdn.net/localfiy/searchregister_392159317
38,26613647,커핀그루나루 제주협재해변점,제주특별자치도 제주시 한림읍 협재리,1731,http://t1.daumcdn.net/place/6D504914F5DF4FD6AE76E9E1AE84AD9B
39,269153185,아쏘디쏭,제주특별자치도 제주시 이호일동,663-1,
40,1763490902,원카페,제주특별자치도 제주시 영평동,2169-2,http://t1.daumcdn.net/localfiy/FA051C334A134C1988AB2805CAD517DA
41,20410962,버블,제주특별자치도 제주시 노형동,1295-11,http://t1.daumcdn.net/place/48F9B6710C594FEC801DA9CA27814040
42,26526322,홍요깃거리까페,제주특별자치도 제주시 애월읍 고내리,390,http://t1.daumcdn.net/localfiy/2EA681DEC0C142D6BCBB73E8A2230EFA
43,21510252,더시애틀커피,제주특별자치도 제주시 일도1동,1431,
44,1601783533,메가커피 제주혁신도시점,제주특별자치도 서귀포시 강정동,200,
45,1452036521,카페뮤로,제주특별자치도 제주시 연동,252-2,http://t1.daumcdn.net/localfiy/searchregister_1107888949
46,19387196,머물다,제주특별자치도 제주시 한경면 고산리,2249-6,http://t1.daumcdn.net/place/DC1392AA5FF24B9E8E5D129E4611D2B2
47,952727735,퀸즈브라운월정리점,제주특별자치도 제주시 구좌읍 행원리,1537-5,
48,578125788,카페비,제주특별자치도 제주시 연동,306-14,
49,11925364,제주문학의집,제주특별자치도 제주시 건입동,1038-5,
50,794929779,우도부엉이,제주특별자치도 제주시 우도면 연평리,1194-3,
51,691894331,다랑쉬,제주특별자치도 제주시 용담이동,626-10,http://t1.daumcdn.net/localfiy/69C1DA3C1ED24A2CA002E89E1D2F1A44
52,1800067564,에이바우트커피 신라신성점,제주특별자치도 제주시 연동,253-5,http://t1.daumcdn.net/localfiy/searchregister_18206334
53,20098634,토리카페,제주특별자치도 서귀포시 법환동,163,
54,1995771772,이솔라,제주특별자치도 제주시 삼양이동,1965-3,http://t1.daumcdn.net/localfiy/searchregister_1503588823
55,9841400,별,제주특별자치도 제주시 삼도1동,539-7,
56,74016760,카페블롱,제주특별자치도 제주시 노형동,3810-9,http://t1.daumcdn.net/localfiy/1FB8E1A98C08423F8D8FD3F6684FA5D2
57,431955303,카페신촌리,제주특별자치도 제주시 조천읍 신촌리,2717-4,
58,26799825,별빛옥상,제주특별자치도 서귀포시 서홍동,644-9,http://t1.daumcdn.net/place/3F346837C922493FB12E5836A5EEA411
59,767876049,비브레이브 혁신도시점,제주특별자치도 서귀포시 서호동,1525-2,http://t1.daumcdn.net/place/8C44E3971E2746CF99B9C46C18166ADB
60,993636114,벤츠카페,제주특별자치도 서귀포시 서귀동,432-4,
61,27610067,비어라운드,제주특별자치도 제주시 구좌읍 하도리,907,http://t1.daumcdn.net/place/DF30360E21B74E0B9CFE9A1E1D842776
62,22843140,맘,제주특별자치도 제주시 이도2동,1181-4,
63,2103068863,동류암카페,제주특별자치도 서귀포시 성산읍 고성리,327-10,
64,23254894,머리카페,제주특별자치도 제주시 삼도2동,7,
65,2095612103,카페바나나 중문점,제주특별자치도 서귀포시 색달동,2353,http://t1.daumcdn.net/place/BD83F908C455474CA00F670B653C5EE4
66,529809389,GOM,제주특별자치도 제주시 조천읍 대흘리,1235-40,http://t1.daumcdn.net/place/55E5FB10F18B4DA78A3C4E4995EE970D
67,951495041,썬라이즈135,제주특별자치도 서귀포시 성산읍 시흥리,1211-3,http://t1.daumcdn.net/localfiy/A9E0AC5CA054473B9B67C06F83E21108
68,22133685,마이티커피,제주특별자치도 제주시 이도2동,2016-15,http://t1.daumcdn.net/place/8F43F2DB96B94998857AF9753B8F9D08
69,24766689,제주&여기쯤,제주특별자치도 제주시 구좌읍 송당리,1383-3,http://t1.daumcdn.net/place/82DACD18C6084888AE7807790CD05F73
70,12768992,플로리안,제주특별자치도 서귀포시 남원읍 남원리,105-6,
71,1539398810,카페담아,제주특별자치도 서귀포시 서귀동,759-9,
72,20436630,더쇼어호텔제주 테라스카페,제주특별자치도 서귀포시 색달동,3039-1,http://t1.daumcdn.net/place/2CDBCF2453864C22AA1F0F110C79024B
73,2013539846,카인드,제주특별자치도 제주시 구좌읍 월정리,63,
74,1965101136,플랫172,제주특별자치도 제주시 도평동,740-1,
75,12414889,장미다방,제주특별자치도 제주시 이도1동,1414-4,
76,1923485041,망고스타카페,제주특별자치도 제주시 조천읍 와흘리,2160-3,http://t1.daumcdn.net/place/8F2C9E9B8C7E4A8C85ADA7BAF2A8D3D3
77,491948690,공차 제주삼화점,제주특별자치도 제주시 도련일동,1937-6,http://t1.daumcdn.net/place/488BFC986BB44D129D8FA6C4E498F724
78,691711301,애월쌀롱,제주특별자치도 제주시 애월읍 금성리,567,
79,109815908,천사카페,제주특별자치도 서귀포시 성산읍 고성리,1113-3,
80,21484309,제일다방,제주특별자치도 서귀포시 대정읍 하모리,931-6,
81,2113185266,새빌,제주특별자치도 제주시 애월읍 봉성리,4554,http://t1.daumcdn.net/place/FC8F731ED68745129B27E2761D7DF66C
82,1641449064,이스터카페,제주특별자치도 제주시 한경면 고산리,266,
83,1605214000,걸어가는늑대들 전이수갤러리,제주특별자치도 제주시 아라일동,2743-2,http://t1.daumcdn.net/localfiy/searchregister_1458497381
84,10462941,부록카페,제주특별자치도 제주시 용담1동,82-1,
85,161216814,썬샤인코스트,제주특별자치도 서귀포시 서홍동,753-2,
86,13577527,루머팡 인화점,제주특별자치도 제주시 이도2동,314,
87,23396553,티제이힐링티하우스,제주특별자치도 제주시 애월읍 광령리,97,
88,2063344276,싱그러우니,제주특별자치도 서귀포시 상예동,4751-1,http://t1.daumcdn.net/place/DEA365038ED941D3ADB05843CAEDBCB7
89,1504034621,스터디카페247 제주연동본부,제주특별자치도 제주시 연동,1398-2,
90,660923942,로로417,제주특별자치도 서귀포시 서귀동,551-4,
91,1464507406,미레이나,제주특별자치도 제주시 한경면 두모리,2781-1,http://t1.daumcdn.net/localfiy/65BC3AE98FB54C7F847CBE9A650D6769
92,1270261743,당근점빵,제주특별자치도 제주시 구좌읍 평대리,1945-2,
93,2115307100,아르크애월,제주특별자치도 제주시 애월읍 어음리,산 131-3,http://t1.daumcdn.net/place/2435B06C0E8046F79E514BEDA9238918
94,646627049,반하크라,제주특별자치도 제주시 한림읍 금능리,2060-2,http://t1.daumcdn.net/place/EC795DFF5E274E91AE2E5E3B30411815
95,1382308139,오달콤제주 협재점,제주특별자치도 제주시 한림읍 협재리,1750-5,http://t1.daumcdn.net/localfiy/6788249DE9554362B66F6E308B65FFAD
96,771627510,아이덴,제주특별자치도 제주시 애월읍 애월리,875-1,
97,1266869677,카펜터,제주특별자치도 제주시 조천읍 신촌리,2759-1,
98,851584544,토끼썸,제주특별자치도 제주시 구좌읍 하도리,1,http://t1.daumcdn.net/place/AC369246E7BD42C2A530A770F5221798
99,16260070,카페띠아모 제주노형점,제주특별자치도 제주시 노형동,2586-4,http://t1.daumcdn.net/place/9D4F53EC29EC40049E2EF08992726E16
