,cafe_id,cafe,address,addrbunho,image_url
0,1488087380,톡톡,제주특별자치도 서귀포시 대정읍 보성리,463,
1,2135146074,제주보름달,제주특별자치도 제주시 애월읍 하귀1리,137-5,http://t1.daumcdn.net/place/C5D2F535635442D78DF82B4DC3F79D7F
2,1709501321,플로베 롯데점,제주특별자치도 제주시 연동,2324-6,
3,24955378,커피별바다잔,제주특별자치도 제주시 한경면 고산리,3864,
4,460384368,보래드베이커스,제주특별자치도 서귀포시 보목동,1453,http://t1.daumcdn.net/place/AF524C0313644608AA8E61D27308E56A
5,2083166873,바다위에코끼리,제주특별자치도 제주시 한림읍 협재리,1695,http://t1.daumcdn.net/place/A081A3E9AC794F85B3F6CFA271E210F4
6,1447821842,커피나무,제주특별자치도 제주시 삼도2동,921,http://t1.daumcdn.net/localfiy/6E12B8306EFC416C8066C5E85538ED87
7,1901894779,더터틀,제주특별자치도 서귀포시 강정동,172-5,
8,743701653,풍류,제주특별자치도 제주시 이도일동,1493-1,
9,970199448,카페헬로,제주특별자치도 서귀포시 하원동,1697,http://t1.daumcdn.net/localfiy/searchregister_1178939470
10,877966090,구씨커피로스터스,제주특별자치도 제주시 구좌읍 세화리,1524-3,http://t1.daumcdn.net/localfiy/F3322C8C14B742A09689D7070AC5771C
11,15534972,커피예가,제주특별자치도 제주시 일도2동,83-7,
12,1587892291,산타크로쓰,제주특별자치도 제주시 외도일동,533-8,http://t1.daumcdn.net/localfiy/388DE41EB9B04D40B7745CFF797E0F29
13,1357049944,잇다,제주특별자치도 제주시 애월읍 신엄리,1607,
14,27598023,코드46610,제주특별자치도 제주시 한림읍 협재리,1751-6,
15,1944057938,cafe꿀곰 제주시청점,제주특별자치도 제주시 이도2동,1030-9,http://t1.daumcdn.net/localfiy/E0F2352DF3814A1A9C7DEE57C7C1A1A8
16,1879356852,다프네,제주특별자치도 제주시 용담삼동,2293-5,http://t1.daumcdn.net/localfiy/B8B45C3F521A42EC8D8C6900EBA01428
17,22400644,먹쿠슬낭여행자카페,제주특별자치도 제주시 오라삼동,2319-8,http://t1.daumcdn.net/place/FAAC0464F7664F3EAE2C89EFE1C6D20F
18,27059551,카페드랑,제주특별자치도 제주시 연동,263-15,
19,1006322797,카페쿠이,제주특별자치도 제주시 조천읍 함덕리,269-3,http://t1.daumcdn.net/place/F6E239FA3A9B42B6AE429BEFC6B99B36
20,161886635,오심커피,제주특별자치도 제주시 삼도일동,500-16,
21,440194716,순아,제주특별자치도 제주시 삼도2동,72-3,http://t1.daumcdn.net/place/894949C1E23D4E3E8BE39A03277317A9
22,21466326,숲속다방,제주특별자치도 서귀포시 성산읍 고성리,1116-10,
23,835228958,보나바시움 애월점,제주특별자치도 제주시 애월읍 광령리,2471,
24,69054137,제주설심당 삼해인점,제주특별자치도 제주시 연동,260-9,http://t1.daumcdn.net/place/EEB91970E4D74645AEBC41A33B0DCF4A
25,614271019,파스쿠찌 제주유수암점,제주특별자치도 제주시 애월읍 유수암리,1014,http://t1.daumcdn.net/place/7D50C3F824094831AF6B703588832AFF
26,1665334776,바바,제주특별자치도 제주시 애월읍 애월리,2533-2,http://t1.daumcdn.net/localfiy/7529A9F0CB874054A192F07A2E036B81
27,1459123472,아그네스카페,제주특별자치도 서귀포시 서귀동,321-11,
28,100283755,카페미라클,제주특별자치도 제주시 화북일동,1141,
29,24812556,해즈빈 우도점,제주특별자치도 제주시 우도면 연평리,2427-1,http://t1.daumcdn.net/place/21C3608C34A64C96901A675B668A7786
30,38519118,카페 엘로힘,제주특별자치도 제주시 구좌읍 행원리,1537-3,
31,547771585,봄봄,제주특별자치도 제주시 아라이동,35-19,
32,1363583223,오케이다방,제주특별자치도 서귀포시 대정읍 하모리,1089-44,
33,21469296,코아빈,제주특별자치도 제주시 일도2동,83-11,
34,409597351,아이갓에브리씽,제주특별자치도 제주시 연동,312-1,
35,386345472,제주설심당 도남점,제주특별자치도 제주시 도남동,663-9,http://t1.daumcdn.net/localfiy/74FF36E26CE74FB28C63B2887A8D2406
36,1701559897,이디아장,제주특별자치도 서귀포시 안덕면 사계리,176-1,
37,14083953,올리브카페,제주특별자치도 서귀포시 안덕면 상천리,423-1,http://t1.daumcdn.net/place/C779AE306854412B9CBD02E1DF416B9F
38,25403976,BBQ 제주삼화점,제주특별자치도 제주시 삼양이동,2332-7,
39,1328808785,동복미니,제주특별자치도 제주시 구좌읍 동복리,58,
40,22960776,카페 제주동네,제주특별자치도 제주시 구좌읍 종달리,841-1,http://t1.daumcdn.net/place/024A5F37BDD1412FAB5AE94A4999F7B9
41,209885443,피치카토,제주특별자치도 서귀포시 안덕면 상천리,717-15,
42,947810595,A바우트커피 베라체점,제주특별자치도 제주시 아라이동,3012-13,http://t1.daumcdn.net/place/9F51B8AD7B1A4B68BADF5B672DAAF987
43,1545999578,쉬리니케이크,제주특별자치도 제주시 애월읍 납읍리,2282-7,http://t1.daumcdn.net/place/B7AC929F5AEA4C50AF078F299D99923A
44,24265475,신도로시커피,제주특별자치도 제주시 봉개동,1883,
45,21496690,아이엔지커피,제주특별자치도 제주시 일도2동,992-11,
46,99092488,커피템플,제주특별자치도 제주시 월평동,1346,http://t1.daumcdn.net/place/152024D69FB04B8AB5F8DB777FFA55D3
47,1752392764,리치망고함덕점,제주특별자치도 제주시 조천읍 함덕리,1004-30,http://t1.daumcdn.net/place/48FF8D0A7C0A4530BD09B53C6249C6D2
48,54092928,벨로인커피,제주특별자치도 제주시 조천읍 신촌리,2717-4,
49,26102947,스타벅스 제주용담DT점,제주특별자치도 제주시 용담삼동,2572-4,http://t1.daumcdn.net/place/14B464EBC40A41F0AA475A01463058EA
50,1297338139,나르샤,제주특별자치도 서귀포시 서귀동,290-15,
51,1952554226,올드레코드,제주특별자치도 제주시 이도2동,1181-4,
52,1444670514,대학나무,제주특별자치도 제주시 용담삼동,1145-2,http://t1.daumcdn.net/place/843B71B03BAF41B096A4F1A68608DDC5
53,193625605,어제보다오늘,제주특별자치도 제주시 이호일동,367-1,
54,18143017,스타벅스 성산일출봉점,제주특별자치도 서귀포시 성산읍 성산리,109-11,http://t1.daumcdn.net/place/2683DDB29283491B9BC9524922A3F577
55,1565528511,공차 제주아라점,제주특별자치도 제주시 아라일동,6091-4,
56,1215049154,정봉자커피,제주특별자치도 제주시 외도일동,637-12,
57,21493417,터미널,제주특별자치도 제주시 오라일동,2441-1,
