,0
688,27447046
689,1365500111
690,23025179
691,812451551
692,315505226
693,1247747156
694,1150352609
695,1645145228
696,1802810168
697,10785507
698,905387561
699,338325866
700,2089041330
701,526568146
702,12546827
703,1392519675
704,480010152
705,9781097
706,27483377
707,21469423
708,1915394502
709,1706278496
710,26591021
711,21524936
712,1475505222
713,27491844
714,1779867565
715,8359940
716,27237634
717,389424248
718,447419247
719,1892181316
720,849201874
721,1903840341
722,27517565
723,1546033095
724,481425144
725,1932644689
726,928680139
727,1890308440
728,1775803460
729,26950133
730,131787039
731,18406830
732,1490425231
733,490695595
734,940055123
735,113890301
736,17086100
737,27128687
738,26906049
739,9496555
740,22676403
741,4241227
742,1115019463
743,2144722432
744,27413848
745,16977836
746,27127929
747,72822449
748,1436757802
749,121125177
750,8749783
751,13582475
752,1620756271
753,1372265134
754,604757802
755,730657517
756,429668433
757,20064837
758,2005952850
759,2081719694
760,24709681
761,681007689
762,1039947224
763,21687549
764,551162440
765,2074427441
766,17766795
767,15452116
768,620864833
769,27508442
770,1365000504
771,1216705871
772,13608624
773,9538169
774,1778286667
775,760301938
776,27578710
777,1879913674
778,1337328227
779,1458477147
780,701108705
781,11053335
782,26849911
783,1009227539
784,645692816
785,21543202
786,702688492
787,862316721
788,26593247
789,408753122
790,26098534
791,24662330
792,204842289
793,27199017
794,450395323
795,454474337
796,875047975
797,1797528035
798,1351245165
799,973503549
800,27225933
801,775734317
802,27222177
803,26784906
804,26512178
805,2074003249
806,497123240
807,27058025
808,652742008
809,1983315941
810,573133854
811,1630441900
812,11003199
813,1809400616
814,162122149
815,17698044
816,27464469
817,1338197965
818,1812243909
819,778794593
820,19637598
821,1828484014
822,166846769
823,614072112
824,897536273
825,474067457
826,638371572
827,22673337
828,203853018
829,1791921485
830,624719590
831,27411422
832,1566841942
833,1382558769
834,1182742651
835,300712547
836,924538990
837,20635890
838,198008115
839,1771624099
840,1458559946
841,20303654
842,608722673
843,483731623
844,1839104258
845,23309877
846,526663833
847,378587552
848,100179467
849,1916613055
850,1848820644
851,1632912716
852,1938789532
853,474734030
854,1202641851
855,863864368
856,8913622
857,293987431
858,26900356
859,1717813496
860,218148094
861,1032727268
862,21025723
863,1478142962
864,1926333996
865,645154188
866,384390280
867,27264016
868,501338844
869,258584774
870,787781146
871,18752674
872,22377388
873,17414223
874,914471105
875,842997984
876,924582450
877,1852818326
878,317398947
879,26948116
880,2117009564
881,1746264127
882,1765370336
883,821965849
884,661112233
885,1148988883
886,1609679154
887,1093583021
888,1766276489
889,14507777
890,182270139
891,26787548
892,8922176
893,112645244
894,9901772
895,26618465
896,1130988432
897,518058733
898,872497091
899,1230584692
900,1715429899
901,15864461
902,9649100
903,27459317
904,709238394
905,21473483
906,422560248
907,1469540771
908,27590133
909,24879322
910,24561272
911,693016371
912,21473781
913,10556350
914,24907533
915,21511066
916,2057401857
917,1571948116
918,1196799335
919,10370769
920,1655451199
921,1961583981
922,974630164
923,671421361
924,17749788
925,22581047
926,11051406
927,835239739
928,1435156167
929,25665611
930,26635265
931,2108983746
932,1766579218
933,649431482
934,822705610
935,440151517
936,21483779
937,821064310
938,20399392
939,13305584
940,1527163571
941,8124559
942,2144604088
943,24977889
944,1368445762
945,20013713
946,26810675
947,1828289100
948,11227640
949,24925007
950,615740956
951,1382675450
952,18550490
953,9227908
954,799505447
955,609715748
956,366257367
957,27510157
958,1694795313
959,20620491
960,19237965
961,25161792
962,617793541
963,1278387873
964,21572324
965,104832990
966,2017506919
967,172316363
968,458775645
969,1931412508
970,25922832
971,1637545673
972,723636395
973,647397940
974,26805894
975,11096340
976,16699906
977,1266121660
978,1888951831
979,986756578
980,1800146322
981,58891985
982,21491919
983,884276488
984,1511151880
985,397550442
986,25888529
987,562609054
988,22892933
989,901554745
990,783412126
991,1401542278
992,363250260
993,1235739767
994,61083430
995,27393506
996,2066988354
997,11082627
998,400641476
999,1064130599
1000,345266313
1001,1770500852
1002,1299531543
1003,1562616227
1004,11389214
1005,1120305404
1006,1369010276
1007,1603626480
1008,21477321
1009,26413942
1010,1207320787
1011,124449765
1012,849791124
1013,14532930
1014,917328798
1015,859244724
1016,328782649
1017,1531257879
1018,1525465944
1019,861439854
1020,26783660
1021,43273257
1022,19814621
1023,27390788
1024,1957800805
1025,896264128
1026,1351952768
1027,26919759
1028,483364635
1029,859869387
1030,12893116
1031,1169938804
1032,1966575765
1033,1649148676
1034,1702038880
1035,679764708
1036,954583433
1037,27167180
1038,9282158
1039,112520029
1040,970358788
1041,25646910
1042,1396414230
1043,2117293311
1044,1609166877
1045,834428289
1046,16266379
1047,500837796
1048,1796711727
1049,1614189965
1050,276957303
1051,27127352
1052,1304505019
1053,616350321
1054,11327203
1055,1077012209
1056,1970448148
1057,26530095
1058,483523399
1059,153768001
1060,1247991740
1061,1570250119
1062,1572291358
1063,26867476
1064,1735739279
1065,25548687
1066,1870077858
1067,1453676427
1068,970092472
1069,1535905073
1070,1144598364
1071,9062785
1072,10395144
1073,1170785054
1074,11186789
1075,1723598209
1076,981451981
1077,26596609
1078,24266478
1079,1444298172
1080,1667909845
1081,1545530268
1082,555396252
1083,20457359
1084,456977594
1085,1091874655
1086,609663252
1087,21464869
1088,1244234773
1089,692595658
1090,1206631846
1091,46385338
1092,21455816
1093,8335689
1094,25147552
1095,1216416117
1096,25114893
1097,847261961
1098,175437176
1099,27094256
1100,1874799654
1101,25971741
1102,258547215
1103,1233788850
1104,292772848
1105,2106887048
1106,2035112788
1107,1076824196
1108,19331827
1109,26303937
1110,1461897927
1111,1571910152
1112,1693045837
1113,1891544316
1114,1915903142
1115,676716331
1116,26336425
1117,1867906481
1118,21522585
1119,24873832
1120,1455842682
1121,25458704
1122,22459788
1123,27528954
1124,380586209
1125,2027455892
1126,20648195
1127,1916449850
1128,166623372
1129,15788593
1130,1356521728
1131,915606273
1132,26392726
1133,1003258874
1134,378533601
1135,1549929774
1136,1884615180
1137,176233189
1138,1788938617
1139,622410128
1140,224781021
1141,1954151604
1142,1955021614
1143,27335460
1144,761104985
1145,1561006804
1146,1307831887
1147,650335330
1148,1146640630
1149,1191128222
1150,1772131994
1151,881686777
1152,1982450009
1153,26320023
1154,955911892
1155,534835771
1156,25130846
1157,562394462
1158,26885582
1159,140584160
1160,15584742
1161,9564207
1162,1501515694
1163,2050296905
1164,26834722
1165,27125450
1166,903911822
1167,1244354127
1168,587086951
1169,697235821
1170,613506337
1171,15689205
1172,1797467444
1173,1610713371
1174,26872633
1175,1191127342
1176,1980286350
1177,1131993961
1178,24973813
1179,727768810
1180,26890243
1181,17653387
1182,1054808227
1183,1247098851
1184,1016652171
1185,23372722
1186,8797849
1187,10267331
1188,1456765484
1189,1849446475
1190,27608319
1191,1499283160
1192,1685946722
1193,282485932
1194,578523567
1195,150410758
1196,746191857
1197,1721154114
1198,1315710148
1199,484719553
1200,11266063
1201,322555256
1202,21524009
1203,18722453
1204,1146670427
1205,1488182287
1206,15918352
1207,15894512
1208,554478375
1209,772855204
1210,170643412
1211,27581004
1212,21305070
1213,20621576
1214,1883569834
1215,1737738948
1216,520929796
1217,1875081207
1218,1543761583
1219,1675972774
1220,131220485
1221,24529553
1222,1628505523
1223,1712625832
1224,21527083
1225,23347100
1226,898585862
1227,1912871290
1228,1945525281
1229,1071240534
1230,725259605
1231,292695574
1232,582214423
1233,418652493
1234,24962250
1235,9392074
1236,539630510
1237,1704706310
1238,20467548
1239,39080316
1240,14819318
1241,1404318388
1242,26942351
1243,1222986397
1244,21604056
1245,1109621404
1246,27369024
1247,1044241358
1248,25782035
1249,1271201305
1250,2072114149
1251,8535503
1252,1649274768
1253,10308612
1254,9024564
1255,239978643
1256,263044374
1257,2054852388
1258,26926093
1259,27327675
1260,251191929
1261,2062083931
1262,19637817
1263,1360363074
1264,552481804
1265,191520632
1266,1066023028
1267,1489290700
1268,21354131
1269,1223163581
1270,2145589981
1271,11214924
1272,1918075858
1273,1006540981
1274,795878887
1275,517527024
1276,387005914
1277,155761835
1278,17449648
1279,15779952
1280,1673353275
1281,16729584
1282,21463645
1283,19831358
1284,396403026
1285,722011726
1286,2009040177
1287,826924991
1288,1547960522
1289,9510988
1290,1878148134
1291,266260346
1292,23382997
1293,1891548585
1294,1705505338
1295,956734211
1296,1807578595
1297,21455106
1298,2109727843
1299,26885574
1300,26626980
1301,1365247194
1302,1238343741
1303,1133585949
1304,837567380
1305,26942242
1306,1601162920
1307,17060162
1308,984381320
1309,26307252
1310,22513555
1311,26910041
1312,352665904
1313,21492756
1314,9323646
1315,9762406
1316,17884787
1317,1221602642
1318,27075901
1319,24926480
1320,169198683
1321,27089875
1322,11253014
1323,1992606191
1324,1728172855
1325,300318160
1326,1691673222
1327,27423032
1328,1570047722
1329,2039785579
1330,1377309150
1331,1935870446
1332,21482640
1333,25665541
1334,26971517
1335,1486047880
1336,25019123
1337,1099481075
1338,12471329
1339,630048082
1340,10438735
1341,1289031678
1342,1604209667
1343,24628316
1344,45532004
1345,166400963
1346,1877134847
1347,1530239554
1348,1865209776
1349,22658550
1350,1103074850
1351,26785455
1352,526584167
1353,825851613
1354,16495294
1355,1106707328
1356,27391585
1357,124229950
1358,8899585
1359,625609046
1360,593789734
1361,1061357752
1362,271069239
1363,1308571099
1364,11877497
1365,1263620627
1366,368243275
1367,1571310600
1368,13571332
1369,1343252834
1370,18756214
1371,1082954673
1372,23933670
1373,15521226
1374,969286213
1375,27495099
1376,25127127
1377,26423460
1378,1411458986
1379,1776764094
1380,1569358885
1381,29367180
1382,523593877
1383,1734125423
1384,14794664
1385,2146177384
1386,423785095
1387,1763917939
1388,899167314
1389,77169837
1390,21500110
1391,10529356
1392,2019227130
1393,243570162
1394,1566296022
1395,450635424
1396,221879692
1397,23680552
1398,2048608010
1399,15609127
1400,572095611
1401,1863718416
1402,1041387920
1403,1249506544
1404,1574963073
1405,484703392
1406,1874740851
1407,1157034383
1408,21521006
1409,392583573
1410,565082614
1411,1094176770
1412,27417809
1413,27543508
1414,890539012
1415,175627742
1416,24858466
1417,669309474
1418,310541140
1419,128900657
1420,27446225
1421,900010274
1422,1464121620
1423,1417482849
1424,1787101427
1425,695425663
1426,183413796
1427,437994854
1428,1372705165
1429,24122047
1430,25081546
1431,24995428
1432,17358222
1433,1317904920
1434,2063104773
1435,1453089281
1436,425490754
1437,646235382
1438,1836523652
1439,24545861
1440,9060022
1441,27184109
1442,27237081
1443,784765466
1444,11053803
1445,537355719
1446,990327115
1447,237123710
1448,1895306176
1449,291795118
1450,26974861
1451,863489588
1452,603124678
1453,10925287
1454,1505002027
1455,1191527008
1456,12768122
1457,26943770
1458,23674179
1459,1233330231
1460,592590141
1461,24450561
1462,1184824906
1463,27048565
1464,2008653310
1465,1624310743
1466,1940356147
1467,2002632309
1468,25575534
1469,966859018
1470,1087979655
1471,21928334
1472,56646187
1473,139556873
1474,24766902
1475,1805030433
1476,1359144936
1477,2097901839
1478,27549454
1479,773605588
1480,1081428596
1481,21480873
1482,499698149
1483,1351854455
1484,18775659
1485,1890673842
1486,1294301255
1487,544218596
1488,26987151
1489,14608191
1490,2127711601
1491,24211864
1492,1679229749
1493,26503933
1494,1701458616
1495,1820359262
1496,21748381
1497,1073145800
1498,1768726452
1499,18629995
1500,26854693
1501,1450044291
1502,24120254
1503,1166708713
1504,1683690976
1505,2106909178
1506,2025723267
1507,1611754279
1508,1363724318
1509,713222734
1510,184819082
1511,819891458
1512,10726823
1513,553133678
1514,1928995179
1515,14737236
1516,1485843941
1517,1434854624
1518,15097158
1519,14828356
1520,1556209480
1521,1630713791
1522,23066705
1523,10328679
1524,18619103
1525,556270938
1526,953763366
1527,43428286
1528,192759249
1529,1838291163
1530,12624890
1531,890412207
1532,32245485
1533,148780844
1534,860516838
1535,501601035
1536,1148534678
1537,769399654
1538,652229727
1539,1050221982
1540,648061721
1541,320724600
1542,1832729921
1543,14490553
1544,27563856
1545,27577933
1546,746168512
1547,1598348098
1548,187594665
1549,950853175
1550,586961257
1551,24974178
1552,26885624
1553,1165753785
1554,79350750
1555,19975311
1556,284718590
1557,598824664
1558,1609450431
1559,261523320
1560,27164221
1561,454445122
1562,17272985
1563,20330057
1564,1220270738
1565,17624223
1566,17360017
1567,1540027970
1568,1985176121
1569,18392685
1570,20966951
1571,1566433967
1572,27167127
1573,27167283
1574,10056433
1575,407565533
1576,2065881844
1577,51590542
1578,2064021817
1579,345842015
1580,19499624
1581,9008202
1582,14522964
1583,867356495
1584,756799226
1585,31532171
1586,371491242
1587,1406958574
1588,434148127
1589,27167225
1590,127048653
1591,23440244
1592,1396941120
1593,535097779
1594,499863986
1595,1632499645
1596,1314653330
1597,15995114
1598,25117847
1599,14515907
1600,1642124500
1601,552093138
1602,220356796
1603,1394100322
1604,1419063288
1605,1524395459
1606,806052506
1607,1190668208
1608,634457668
1609,1086180376
1610,1931938764
1611,791617298
1612,1515077439
1613,17016247
1614,2118086325
1615,1417581558
1616,1191437352
1617,27401717
1618,21456492
1619,9465162
1620,20032876
1621,2117685418
1622,1362462523
1623,9963177
1624,12757724
1625,2007964275
1626,2040765880
1627,24876533
1628,27445546
1629,22407333
1630,19737274
1631,1893805090
1632,1460475575
1633,1229685652
1634,1658038483
1635,27609926
1636,623343843
1637,973636144
1638,1945810138
1639,1834770525
1640,8961009
1641,1337042932
1642,21654712
1643,18394154
1644,1091922425
1645,23688005
1646,547444722
1647,1350133038
1648,16266441
1649,999989618
1650,941345504
1651,17574018
1652,11277880
1653,1006508481
1654,1166334921
1655,703484233
1656,21510014
1657,708892179
1658,738749385
1659,17672153
1660,1307726606
1661,15639202
1662,1785500578
1663,2104442505
1664,1271261114
1665,38151755
1666,8730778
1667,9467890
1668,419551632
1669,1685710455
1670,27608618
1671,1056724363
1672,26950131
1673,9777310
1674,27464029
1675,875974284
1676,1987232437
1677,20196364
1678,2067140104
1679,1032776721
1680,1003992664
1681,871607839
1682,145451396
1683,335320170
1684,1926302348
1685,21546157
1686,733510519
1687,732972914
1688,1006007716
1689,10593342
1690,1543843449
1691,814388114
1692,9159454
1693,14744377
1694,27080594
1695,25118051
1696,271841473
1697,1108568093
1698,474867094
1699,251816842
1700,21545833
1701,755265923
1702,1059256425
1703,59334207
1704,27598073
1705,391060169
1706,1011859675
1707,1799037921
1708,9076865
1709,27545188
1710,2021835685
1711,775745381
1712,413368800
1713,1044133186
1714,1347414054
1715,27094314
1716,639029672
1717,611667902
1718,113696011
1719,1077807233
1720,21501817
1721,1680422322
1722,22284064
1723,1497607830
1724,159833969
1725,21513011
1726,1586281697
1727,26532312
1728,21513135
1729,734958063
1730,1909855412
1731,9131916
1732,10081492
1733,190369119
1734,1648639350
1735,1055250555
1736,1103357890
1737,1843991420
1738,1587636406
1739,554718434
1740,646967712
1741,17101568
1742,818988612
1743,25865205
1744,1362051346
1745,27537304
1746,1537748035
1747,1604142577
1748,23737547
1749,24506425
1750,1649787455
1751,13006148
1752,1710030150
1753,1337451103
1754,841049510
1755,27398681
1756,37915239
1757,2032789771
1758,172397542
1759,1542447692
1760,21497912
1761,25644570
1762,830081272
1763,1570389741
1764,1414456906
1765,1989308227
1766,1234666141
1767,10213366
1768,11788711
1769,1172906738
1770,1308664252
1771,11643824
1772,27391688
1773,1795725103
1774,780042001
1775,22512755
1776,116654608
1777,788239844
1778,9561505
1779,19048342
1780,26940766
1781,132566301
1782,2080549056
1783,879217912
1784,83691382
1785,2055749024
1786,2065132848
1787,2083642598
1788,27447806
1789,860479742
1790,14974263
1791,866481320
1792,1778985786
1793,1790483202
1794,25507301
1795,24987313
1796,307240389
1797,10297126
1798,1884308278
1799,1317988879
1800,539274828
1801,26826910
1802,26041232
1803,1679756496
1804,26309045
1805,2110820294
1806,1507788040
1807,657055154
1808,1937894800
1809,418407294
1810,9944858
1811,762783399
1812,19622998
1813,263132825
1814,935880608
1815,1715239271
1816,1021606300
1817,295099561
1818,18206749
1819,280371245
1820,26306984
1821,13566035
1822,400946709
1823,2077442456
1824,26236036
1825,26792268
1826,1916858642
1827,738625487
1828,1062435894
1829,10229448
1830,9444065
1831,627048284
1832,417118251
1833,1813048818
1834,167921675
1835,19392070
1836,730563598
1837,1305206409
1838,1812567283
1839,1282696428
1840,1711116308
1841,2137039503
1842,1536403197
1843,1242750756
1844,1303257427
1845,23386394
1846,25819115
1847,2066122038
1848,7857277
1849,807371912
1850,15891603
1851,18765095
1852,1806440605
1853,1609989496
1854,1975015812
1855,9406746
1856,8225315
1857,310705633
1858,1943501358
1859,1079119268
1860,12135268
1861,1133257853
1862,17818172
1863,1672946383
1864,1622846474
1865,677411887
1866,1844506916
1867,421825440
1868,15913199
1869,1791532355
1870,16322301
1871,749278855
1872,1744283951
1873,26353548
1874,26835700
1875,1585655885
1876,1039795272
1877,162486547
1878,26590518
1879,27446173
1880,26639829
1881,27149644
1882,529445079
1883,1224432904
1884,1613854186
1885,445133179
1886,24351128
1887,857327681
1888,953331000
1889,25068645
1890,950182529
1891,158772406
1892,8558014
1893,1568994799
1894,1203203290
1895,20245499
1896,1932954547
1897,2130671964
1898,16026907
1899,232408147
1900,25047504
1901,21480967
1902,341314774
1903,26613647
1904,269153185
1905,1763490902
1906,20410962
1907,26526322
1908,21510252
1909,1601783533
1910,1452036521
1911,19387196
1912,952727735
1913,578125788
1914,11925364
1915,794929779
1916,691894331
1917,1800067564
1918,20098634
1919,1995771772
1920,9841400
1921,74016760
1922,431955303
1923,26799825
1924,767876049
1925,993636114
1926,27610067
1927,22843140
1928,2103068863
1929,23254894
1930,2095612103
1931,529809389
1932,951495041
1933,22133685
1934,24766689
1935,12768992
1936,1539398810
1937,20436630
1938,2013539846
1939,1965101136
1940,12414889
1941,1923485041
1942,491948690
1943,691711301
1944,109815908
1945,21484309
1946,2113185266
1947,1641449064
1948,1605214000
1949,10462941
1950,161216814
1951,13577527
1952,23396553
1953,2063344276
1954,1504034621
1955,660923942
1956,1464507406
1957,1270261743
1958,2115307100
1959,646627049
1960,1382308139
1961,771627510
1962,1266869677
1963,851584544
1964,16260070
1965,1488087380
1966,2135146074
1967,1709501321
1968,24955378
1969,460384368
1970,2083166873
1971,1447821842
1972,1901894779
1973,743701653
1974,970199448
1975,877966090
1976,15534972
1977,1587892291
1978,1357049944
1979,27598023
1980,1944057938
1981,1879356852
1982,22400644
1983,27059551
1984,1006322797
1985,161886635
1986,440194716
1987,21466326
1988,835228958
1989,69054137
1990,614271019
1991,1665334776
1992,1459123472
1993,100283755
1994,24812556
1995,38519118
1996,547771585
1997,1363583223
1998,21469296
1999,409597351
2000,386345472
2001,1701559897
2002,14083953
2003,25403976
2004,1328808785
2005,22960776
2006,209885443
2007,947810595
2008,1545999578
2009,24265475
2010,21496690
2011,99092488
2012,1752392764
2013,54092928
2014,26102947
2015,1297338139
2016,1952554226
2017,1444670514
2018,193625605
2019,18143017
2020,1565528511
2021,1215049154
2022,21493417
2023,727257029
2024,987496509
2025,12248708
2026,895381140
2027,1368243224
2028,21477661
2029,27398675
2030,621950027
2031,615988591
2032,298687443
2033,9275439
2034,21554915
2035,699643426
2036,26417254
2037,1940225743
2038,1660120281
2039,14500376
