,final_address,addrbunho,address,cafe,cafe_id,image_url,franchise,si,town,ri,dong,address1,lat,lng
454,제주특별자치도 제주시 이도2동 1180-3,1180-3,제주특별자치도 제주시 이도2동,타로스토리,18206749,,0.0,제주시,제주시,제주시,이도2동,"['제주특별자치도', '제주시', '이도2동']",33.4985380398711,126.53094831707376
2542,제주특별자치도 제주시 연동 251-81,251-81,제주특별자치도 제주시 연동,까미노,675004134,,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.48881237400575,126.48655288856743
1744,제주특별자치도 제주시 연동 303-2,303-2,제주특별자치도 제주시 연동,마루카페,27196531,,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.487588781039776,126.49596430428006
2001,제주특별자치도 제주시 오라일동 1012-8,1012-8,제주특별자치도 제주시 오라일동,2월22일,311468079,,0.0,제주시,제주시,제주시,오라일동,"['제주특별자치도', '제주시', '오라일동']",33.4940927359846,126.51721571482574
2594,제주특별자치도 제주시 노형동 128,128,제주특별자치도 제주시 노형동,그러므로 파트2,1569763514,http://t1.daumcdn.net/place/2569F9DFA73B44439874A38154E4CC31,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.46841619424955,126.48603634461602
3335,제주특별자치도 제주시 이도2동 1953-8,1953-8,제주특별자치도 제주시 이도2동,나인커피하우스,15682000,,0.0,제주시,제주시,제주시,이도2동,"['제주특별자치도', '제주시', '이도2동']",33.49474521993314,126.54674419617596
152,제주특별자치도 제주시 이호이동 22,22,제주특별자치도 제주시 이호이동,디저트39 제주S중앙병원점,1485843941,http://t1.daumcdn.net/localfiy/346E88627CFF49CBAD65050386CA3E0D,0.0,제주시,제주시,제주시,이호이동,"['제주특별자치도', '제주시', '이호이동']",33.49190232927221,126.47010986547438
1972,제주특별자치도 제주시 삼도2동 803-23,803-23,제주특별자치도 제주시 삼도2동,산다방,8395411,,0.0,제주시,제주시,제주시,삼도2동,"['제주특별자치도', '제주시', '삼도2동']",33.50929179128174,126.52047205488996
1387,제주특별자치도 제주시 노형동 711-2,711-2,제주특별자치도 제주시 노형동,스타벅스 제주노형공원점,164638813,http://t1.daumcdn.net/place/90EC775D073C411C9597C20475BC0388,1.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.481705314272254,126.48248049810492
1557,제주특별자치도 제주시 아라일동 6117-6,6117-6,제주특별자치도 제주시 아라일동,샤르망브런치카페,717335097,,0.0,제주시,제주시,제주시,아라일동,"['제주특별자치도', '제주시', '아라일동']",33.4754909276118,126.54976217857511
2145,제주특별자치도 제주시 연동 275-6,275-6,제주특별자치도 제주시 연동,감성커피 연동점,1446018003,,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.48391388268281,126.49154837466659
923,제주특별자치도 제주시 이호이동 109-15,109-15,제주특별자치도 제주시 이호이동,톨쌀롱,671421361,,0.0,제주시,제주시,제주시,이호이동,"['제주특별자치도', '제주시', '이호이동']",33.493007786769574,126.46301404710259
311,제주특별자치도 제주시 도련일동 1938,1938,제주특별자치도 제주시 도련일동,카페하이큐,875974284,,0.0,제주시,제주시,제주시,도련일동,"['제주특별자치도', '제주시', '도련일동']",,
3075,제주특별자치도 제주시 연동 292-32,292-32,제주특별자치도 제주시 연동,엘린카페,23104656,,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.48932489079688,126.49543345466205
617,제주특별자치도 제주시 용담삼동 2293-5,2293-5,제주특별자치도 제주시 용담삼동,다프네,1879356852,http://t1.daumcdn.net/localfiy/B8B45C3F521A42EC8D8C6900EBA01428,0.0,제주시,제주시,제주시,용담삼동,"['제주특별자치도', '제주시', '용담삼동']",33.51962647198586,126.49389703267471
2926,제주특별자치도 제주시 아라일동 2612-13,2612-13,제주특별자치도 제주시 아라일동,무인카페치올라,1189691187,,0.0,제주시,제주시,제주시,아라일동,"['제주특별자치도', '제주시', '아라일동']",33.48359403520324,126.53885317669565
2244,제주특별자치도 제주시 이도2동 1178-3,1178-3,제주특별자치도 제주시 이도2동,오캄커피,1708813145,http://t1.daumcdn.net/place/DC0001BA499B4FB0BB91B04BC7981E31,0.0,제주시,제주시,제주시,이도2동,"['제주특별자치도', '제주시', '이도2동']",33.499551042799865,126.53179946546139
737,제주특별자치도 제주시 노형동 3434-3,3434-3,제주특별자치도 제주시 노형동,시마에스프레소,113890301,,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.46843979583518,126.46686190978902
475,제주특별자치도 제주시 연동 1495-1,1495-1,제주특별자치도 제주시 연동,메가커피 연동점,1282696428,http://t1.daumcdn.net/place/F645DF975C5940D9BA70EF67280E1824,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.478726111057334,126.48760651415179
1536,제주특별자치도 제주시 화북일동 1965-11,1965-11,제주특별자치도 제주시 화북일동,일공오이,27522521,http://t1.daumcdn.net/place/EA634131FFB0476AA171C6C250221760,0.0,제주시,제주시,제주시,화북일동,"['제주특별자치도', '제주시', '화북일동']",33.52084358291454,126.56560891511543
1185,제주특별자치도 제주시 오라일동 995-15,995-15,제주특별자치도 제주시 오라일동,다소니,10267331,http://t1.daumcdn.net/place/88A2BB0A829144CEA0924EBE41EA80E5,0.0,제주시,제주시,제주시,오라일동,"['제주특별자치도', '제주시', '오라일동']",33.49066133768147,126.51769530036968
82,제주특별자치도 제주시 일도2동 416-16,416-16,제주특별자치도 제주시 일도2동,마리웨일237 제주일도점,990327115,http://t1.daumcdn.net/cfile/222C164C574BC59911,0.0,제주시,제주시,제주시,일도2동,"['제주특별자치도', '제주시', '일도2동']",33.50428079431192,126.54192906314162
2541,제주특별자치도 제주시 아라일동 2830-4,2830-4,제주특별자치도 제주시 아라일동,우스커피,557376936,http://t1.daumcdn.net/localfiy/86FE524759294AFDB956BB924CD606CA,0.0,제주시,제주시,제주시,아라일동,"['제주특별자치도', '제주시', '아라일동']",33.472601870148985,126.53501696906957
2935,제주특별자치도 제주시 연동 273-24,273-24,제주특별자치도 제주시 연동,렉스오리엔탈,14094857,http://t1.daumcdn.net/place/45FF6B6A1F19436EBABAE57F33C77474,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.48753195849302,126.49088594036097
141,제주특별자치도 제주시 삼도1동 526-3,526-3,제주특별자치도 제주시 삼도1동,카페소해피,2106909178,http://t1.daumcdn.net/place/26C2D77884C241F99C082AE60C6F310B,0.0,제주시,제주시,제주시,삼도1동,"['제주특별자치도', '제주시', '삼도1동']",33.50293488729205,126.51797161726684
2115,제주특별자치도 제주시 이도2동 1990-12,1990-12,제주특별자치도 제주시 이도2동,카페일오공에프,1997469812,http://t1.daumcdn.net/localfiy/2B38780D883B42BD805CF9F453590F52,0.0,제주시,제주시,제주시,이도2동,"['제주특별자치도', '제주시', '이도2동']",33.491111167547935,126.53827100989353
849,제주특별자치도 제주시 삼양일동 1620,1620,제주특별자치도 제주시 삼양일동,더츠커피,100179467,,0.0,제주시,제주시,제주시,삼양일동,"['제주특별자치도', '제주시', '삼양일동']",33.526338324884,126.5873607811637
107,제주특별자치도 제주시 도남동 918-2,918-2,제주특별자치도 제주시 도남동,미르,21928334,,0.0,제주시,제주시,제주시,도남동,"['제주특별자치도', '제주시', '도남동']",33.4966647078491,126.52672715702543
2683,제주특별자치도 제주시 용담1동 231-5,231-5,제주특별자치도 제주시 용담1동,화신다방,25015467,,0.0,제주시,제주시,제주시,용담1동,"['제주특별자치도', '제주시', '용담1동']",33.50988861366049,126.51444594209529
2584,제주특별자치도 제주시 건입동 1043-8,1043-8,제주특별자치도 제주시 건입동,유정다방,9958751,,0.0,제주시,제주시,제주시,건입동,"['제주특별자치도', '제주시', '건입동']",33.51401848001759,126.53624642097428
1882,제주특별자치도 제주시 연동 283-4,283-4,제주특별자치도 제주시 연동,토방속에장독대,10895086,http://t1.daumcdn.net/place/9EF670767075469EAC0BD80421A02B1E,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.48767007831775,126.49290800448483
164,제주특별자치도 제주시 이호일동 313-2,313-2,제주특별자치도 제주시 이호일동,STOP샷 사진카페,192759249,,0.0,제주시,제주시,제주시,이호일동,"['제주특별자치도', '제주시', '이호일동']",33.501194213333704,126.46384595503974
758,제주특별자치도 제주시 도련일동 2009,2009,제주특별자치도 제주시 도련일동,봄봄삼양점,429668433,,0.0,제주시,제주시,제주시,도련일동,"['제주특별자치도', '제주시', '도련일동']",33.51695821448641,126.57986646863378
699,제주특별자치도 제주시 삼도1동 538-3,538-3,제주특별자치도 제주시 삼도1동,진주다방,10785507,,0.0,제주시,제주시,제주시,삼도1동,"['제주특별자치도', '제주시', '삼도1동']",33.50310550856186,126.52011874394228
108,제주특별자치도 제주시 건입동 1322,1322,제주특별자치도 제주시 건입동,로스크,56646187,http://t1.daumcdn.net/place/5B697394204B43FA87DB59865A7F3B11,0.0,제주시,제주시,제주시,건입동,"['제주특별자치도', '제주시', '건입동']",33.51626798642994,126.5293242360289
667,제주특별자치도 제주시 용담이동 2752-9,2752-9,제주특별자치도 제주시 용담이동,식빵가게,615988591,http://t1.daumcdn.net/place/F72F15B0363B4C7095AE85C8CF78A728,0.0,제주시,제주시,제주시,용담이동,"['제주특별자치도', '제주시', '용담이동']",33.50117524841664,126.50523097678595
3271,제주특별자치도 제주시 아라일동 6082-4,6082-4,제주특별자치도 제주시 아라일동,빈센트커피 아라점,1124224207,,0.0,제주시,제주시,제주시,아라일동,"['제주특별자치도', '제주시', '아라일동']",33.471612111738004,126.54527678474916
715,제주특별자치도 제주시 일도2동 48-2,48-2,제주특별자치도 제주시 일도2동,이웃집마나까페,27491844,http://t1.daumcdn.net/cfile/2154234C5767857202,0.0,제주시,제주시,제주시,일도2동,"['제주특별자치도', '제주시', '일도2동']",33.503428121258686,126.5424802614511
542,제주특별자치도 제주시 노형동 1295-11,1295-11,제주특별자치도 제주시 노형동,버블,20410962,http://t1.daumcdn.net/place/48F9B6710C594FEC801DA9CA27814040,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.48754257373537,126.48127079636077
3007,제주특별자치도 제주시 삼도1동 579-2,579-2,제주특별자치도 제주시 삼도1동,메종드카페 제주점,1718507544,http://t1.daumcdn.net/place/CF35C204740640F589A43C6DF9BD26F6,0.0,제주시,제주시,제주시,삼도1동,"['제주특별자치도', '제주시', '삼도1동']",33.499543266085816,126.52220459836842
2454,제주특별자치도 제주시 건입동 1319-122,1319-122,제주특별자치도 제주시 건입동,제일다방,21500475,,0.0,제주시,제주시,제주시,건입동,"['제주특별자치도', '제주시', '건입동']",33.51625095838514,126.52863976838647
2447,제주특별자치도 제주시 노형동 742-2,742-2,제주특별자치도 제주시 노형동,킹콩쥬스&커피 노형한라대점,441463054,,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.47846262142716,126.47804563091994
865,제주특별자치도 제주시 노형동 3804-15,3804-15,제주특별자치도 제주시 노형동,건강한차이야기,1926333996,,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.48149508772292,126.47451564649599
1008,제주특별자치도 제주시 아라일동 2333-2,2333-2,제주특별자치도 제주시 아라일동,카페더메드 제주아라점,26413942,http://t1.daumcdn.net/place/322E3AEA2FF24F5FBA10CB6F1F56E241,0.0,제주시,제주시,제주시,아라일동,"['제주특별자치도', '제주시', '아라일동']",33.478237185091665,126.54335292680729
867,제주특별자치도 제주시 노형동 1054-6,1054-6,제주특별자치도 제주시 노형동,제이2019,384390280,,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.48879227500632,126.47657625080869
1,제주특별자치도 제주시 외도일동 475-8,475-8,제주특별자치도 제주시 외도일동,아장아장 베이비카페,1263620627,http://t1.daumcdn.net/place/83909D95B967478D8024DC12AB200F22,0.0,제주시,제주시,제주시,외도일동,"['제주특별자치도', '제주시', '외도일동']",33.489895458778236,126.43068808643953
3053,제주특별자치도 제주시 연동 272-9,272-9,제주특별자치도 제주시 연동,공차 제주연동점,2007571872,,1.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.48895783460454,126.49033959100025
161,제주특별자치도 제주시 아라일동 6093-7,6093-7,제주특별자치도 제주시 아라일동,미녀들의수다 아라스위첸점,556270938,,0.0,제주시,제주시,제주시,아라일동,"['제주특별자치도', '제주시', '아라일동']",33.47358804569125,126.54419494221104
2229,제주특별자치도 제주시 삼도일동 508-1,508-1,제주특별자치도 제주시 삼도일동,정농다방,11256999,,0.0,제주시,제주시,제주시,삼도일동,"['제주특별자치도', '제주시', '삼도일동']",33.50429415759647,126.51696106088916
79,제주특별자치도 제주시 오라삼동 2912-5,2912-5,제주특별자치도 제주시 오라삼동,카페조아,784765466,,0.0,제주시,제주시,제주시,오라삼동,"['제주특별자치도', '제주시', '오라삼동']",33.489809664451954,126.50205033559031
1941,제주특별자치도 제주시 일도2동 994-17,994-17,제주특별자치도 제주시 일도2동,뜨렌숲,18767669,,0.0,제주시,제주시,제주시,일도2동,"['제주특별자치도', '제주시', '일도2동']",33.51319347382569,126.53263440601121
2607,제주특별자치도 제주시 연동 320-42,320-42,제주특별자치도 제주시 연동,쿠루미,1871405688,,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.49270943576276,126.50121593295927
69,제주특별자치도 제주시 일도이동 416-15,416-15,제주특별자치도 제주시 일도이동,지니어스방탈출키즈카페,1317904920,,0.0,제주시,제주시,제주시,일도이동,"['제주특별자치도', '제주시', '일도이동']",33.50415211304878,126.54223968748039
704,제주특별자치도 제주시 연동 283-46,283-46,제주특별자치도 제주시 연동,몽드,12546827,http://t1.daumcdn.net/place/E2362A37467744FB85853C0E578D021B,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.48672640669329,126.49231956081061
2796,제주특별자치도 제주시 연동 292-27,292-27,제주특별자치도 제주시 연동,길용당,1423743525,http://t1.daumcdn.net/place/A858FD912D8A4C62B5A52CB7E81DF462,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.489570883476546,126.49473476732638
277,제주특별자치도 제주시 외도이동 235-2,235-2,제주특별자치도 제주시 외도이동,작은토끼,1337042932,,0.0,제주시,제주시,제주시,외도이동,"['제주특별자치도', '제주시', '외도이동']",33.49253894427221,126.43384298821381
603,제주특별자치도 제주시 연동 2324-6,2324-6,제주특별자치도 제주시 연동,플로베 롯데점,1709501321,,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.4906410067903,126.48660235445963
980,제주특별자치도 제주시 아라이동 3003-1,3003-1,제주특별자치도 제주시 아라이동,브루어스,1800146322,http://t1.daumcdn.net/place/4575B76A36A149E6AFE4A394CC6EEBD5,0.0,제주시,제주시,제주시,아라이동,"['제주특별자치도', '제주시', '아라이동']",33.49279631322317,126.54437840450714
1804,제주특별자치도 제주시 이도2동 1064-21,1064-21,제주특별자치도 제주시 이도2동,블라썸,26877508,,0.0,제주시,제주시,제주시,이도2동,"['제주특별자치도', '제주시', '이도2동']",33.495744426062835,126.53608991499765
396,제주특별자치도 제주시 외도이동 334-5,334-5,제주특별자치도 제주시 외도이동,헤이데이,21497912,http://t1.daumcdn.net/cfile/184F96044CB13D1B00,0.0,제주시,제주시,제주시,외도이동,"['제주특별자치도', '제주시', '외도이동']",33.494069219277485,126.43252452625867
1608,제주특별자치도 제주시 건입동 1105-1,1105-1,제주특별자치도 제주시 건입동,몽티죠,986713592,,0.0,제주시,제주시,제주시,건입동,"['제주특별자치도', '제주시', '건입동']",33.51457159599746,126.53276476645755
972,제주특별자치도 제주시 아라일동 6108-10,6108-10,제주특별자치도 제주시 아라일동,모앙,723636395,http://t1.daumcdn.net/place/9319B4DA078447C094556556B29C32DA,0.0,제주시,제주시,제주시,아라일동,"['제주특별자치도', '제주시', '아라일동']",33.47595092484288,126.54733697495261
2646,제주특별자치도 제주시 도남동 663-10,663-10,제주특별자치도 제주시 도남동,에이바우트커피 종합청사점,1233024350,http://t1.daumcdn.net/place/2CE5DBF351A9495FABD3563AA5845193,0.0,제주시,제주시,제주시,도남동,"['제주특별자치도', '제주시', '도남동']",33.49016501619344,126.52740813497729
88,제주특별자치도 제주시 이호일동 1709,1709,제주특별자치도 제주시 이호일동,요기나와,603124678,http://t1.daumcdn.net/place/0EC53D599A7F4E4A83EA654ACF242BD8,0.0,제주시,제주시,제주시,이호일동,"['제주특별자치도', '제주시', '이호일동']",33.49653894434605,126.45079354135468
2207,제주특별자치도 제주시 연동 256,256,제주특별자치도 제주시 연동,인생과삶,9348252,,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.483785985666515,126.4867676103983
3159,제주특별자치도 제주시 이도이동 1999-2,1999-2,제주특별자치도 제주시 이도이동,9커피,27529259,http://t1.daumcdn.net/localfiy/E187685966D841D1806ABD338C731D59,0.0,제주시,제주시,제주시,이도이동,"['제주특별자치도', '제주시', '이도이동']",33.490155525933446,126.53635214098041
3,제주특별자치도 제주시 건입동 1325,1325,제주특별자치도 제주시 건입동,항구다방,1571310600,,0.0,제주시,제주시,제주시,건입동,"['제주특별자치도', '제주시', '건입동']",33.516313395270245,126.52893650312927
609,제주특별자치도 제주시 이도일동 1493-1,1493-1,제주특별자치도 제주시 이도일동,풍류,743701653,,0.0,제주시,제주시,제주시,이도일동,"['제주특별자치도', '제주시', '이도일동']",33.510518340019786,126.52337555192369
3122,제주특별자치도 제주시 노형동 2578-1,2578-1,제주특별자치도 제주시 노형동,아모카커피,9860668,http://t1.daumcdn.net/place/AC4B3A484FA24F13B61A714923BF5CF0,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.48979922269413,126.47420294632269
1578,제주특별자치도 제주시 노형동 2420,2420,제주특별자치도 제주시 노형동,인바이트유,108198315,http://t1.daumcdn.net/localfiy/searchregister_1566178205,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.483165008146166,126.46863524075401
3279,제주특별자치도 제주시 이도2동 1768-28,1768-28,제주특별자치도 제주시 이도2동,더준다,909611300,,0.0,제주시,제주시,제주시,이도2동,"['제주특별자치도', '제주시', '이도2동']",33.49925850048268,126.52978219847704
2522,제주특별자치도 제주시 삼도이동 1192-17,1192-17,제주특별자치도 제주시 삼도이동,ABC베이커리,2086134863,http://t1.daumcdn.net/localfiy/B879C6DBEBC24EA08CC352E0E42FF287,0.0,제주시,제주시,제주시,삼도이동,"['제주특별자치도', '제주시', '삼도이동']",33.51695216683922,126.52339624267101
3114,제주특별자치도 제주시 노형동 86,86,제주특별자치도 제주시 노형동,인트,20691648,http://t1.daumcdn.net/place/6683F40AB07B4B3C8DD15364DC8C4EF7,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.47212842291942,126.48547222546209
226,제주특별자치도 제주시 노형동 3779-3,3779-3,제주특별자치도 제주시 노형동,마리웨일237 제주노형점,127048653,,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.48487783724035,126.47963831024813
914,제주특별자치도 제주시 화북일동 1152-5,1152-5,제주특별자치도 제주시 화북일동,카페잇브레드 삼화점,24907533,,0.0,제주시,제주시,제주시,화북일동,"['제주특별자치도', '제주시', '화북일동']",33.517820697333825,126.5726505925508
279,제주특별자치도 제주시 연동 287-14,287-14,제주특별자치도 제주시 연동,춤추는염소들,18394154,http://t1.daumcdn.net/place/E036E4CD6A53474D81ADD6C10C965365,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.483144314564264,126.49296450428878
2632,제주특별자치도 제주시 삼도2동 6,6,제주특별자치도 제주시 삼도2동,민트,17968437,,0.0,제주시,제주시,제주시,삼도2동,"['제주특별자치도', '제주시', '삼도2동']",33.516827962319184,126.52298360200832
621,제주특별자치도 제주시 삼도일동 500-16,500-16,제주특별자치도 제주시 삼도일동,오심커피,161886635,,0.0,제주시,제주시,제주시,삼도일동,"['제주특별자치도', '제주시', '삼도일동']",33.50430517271659,126.51608712261665
1010,제주특별자치도 제주시 삼도1동 529-9,529-9,제주특별자치도 제주시 삼도1동,깐니네,124449765,http://t1.daumcdn.net/localfiy/EF8D453E9DB0424EB56F628FDD37A4F9,0.0,제주시,제주시,제주시,삼도1동,"['제주특별자치도', '제주시', '삼도1동']",33.5042730952074,126.51896291546524
1405,제주특별자치도 제주시 용담1동 2826,2826,제주특별자치도 제주시 용담1동,무상찻집,1575289135,http://t1.daumcdn.net/place/496564FB2C1E456CA485405AF12D4AB1,0.0,제주시,제주시,제주시,용담1동,"['제주특별자치도', '제주시', '용담1동']",33.50100234048691,126.51439655613214
438,제주특별자치도 제주시 용담1동 232-8,232-8,제주특별자치도 제주시 용담1동,해그린까페,26041232,,0.0,제주시,제주시,제주시,용담1동,"['제주특별자치도', '제주시', '용담1동']",33.50878232774079,126.51558864990386
2038,제주특별자치도 제주시 봉개동 1915-2,1915-2,제주특별자치도 제주시 봉개동,노네임드봉개,1155855870,http://t1.daumcdn.net/localfiy/searchregister_116483333,0.0,제주시,제주시,제주시,봉개동,"['제주특별자치도', '제주시', '봉개동']",33.48874840740351,126.59371116887299
925,제주특별자치도 제주시 노형동 720-1,720-1,제주특별자치도 제주시 노형동,스윗하우스,22581047,,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.4813837262344,126.48233178197809
324,제주특별자치도 제주시 용담2동 603-122,603-122,제주특별자치도 제주시 용담2동,더브릿지,1006007716,,0.0,제주시,제주시,제주시,용담2동,"['제주특별자치도', '제주시', '용담2동']",33.5127839918853,126.51064547056934
2428,제주특별자치도 제주시 화북일동 1005-6,1005-6,제주특별자치도 제주시 화북일동,셀렉토커피 제주삼화점,59954839,http://t1.daumcdn.net/localfiy/2F9C5A8D045243D3BE5CBA0D7DB4B49F,0.0,제주시,제주시,제주시,화북일동,"['제주특별자치도', '제주시', '화북일동']",33.51617573537976,126.57671868688176
3185,제주특별자치도 제주시 연동 262-26,262-26,제주특별자치도 제주시 연동,에이트,26371405,http://t1.daumcdn.net/place/CF7E5DF862D04826B5B48ECE3618F47A,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.48664130151123,126.48828727278891
1363,제주특별자치도 제주시 이도이동 1768-13,1768-13,제주특별자치도 제주시 이도이동,탐앤탐스 제주시청점,11266063,http://t1.daumcdn.net/place/7F64D6AA7AF0453781D6417201A8646D,1.0,제주시,제주시,제주시,이도이동,"['제주특별자치도', '제주시', '이도이동']",33.498610918270806,126.53019463044748
693,제주특별자치도 제주시 연동 1535,1535,제주특별자치도 제주시 연동,제3공간,812451551,http://t1.daumcdn.net/localfiy/32453D02D8704871B7C52BB06971DC67,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.47691721324574,126.48884364613882
607,제주특별자치도 제주시 삼도2동 921,921,제주특별자치도 제주시 삼도2동,커피나무,1447821842,http://t1.daumcdn.net/localfiy/6E12B8306EFC416C8066C5E85538ED87,0.0,제주시,제주시,제주시,삼도2동,"['제주특별자치도', '제주시', '삼도2동']",33.511038187334655,126.52164203221085
2009,제주특별자치도 제주시 이도2동 1068-11,1068-11,제주특별자치도 제주시 이도2동,호끌락한카페,238181389,,0.0,제주시,제주시,제주시,이도2동,"['제주특별자치도', '제주시', '이도2동']",33.49564857004087,126.53649503885099
1821,제주특별자치도 제주시 노형동 2592-8,2592-8,제주특별자치도 제주시 노형동,브릭커피,949925820,http://t1.daumcdn.net/place/B4B144CF8F284E26A3C6EC394A109F22,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.48255623224725,126.47132878587904
1317,제주특별자치도 제주시 일도1동 1479-1,1479-1,제주특별자치도 제주시 일도1동,제주스,27089875,http://t1.daumcdn.net/place/F42F79CE5E9F4D9297A541E49E356637,0.0,제주시,제주시,제주시,일도1동,"['제주특별자치도', '제주시', '일도1동']",33.5128615987157,126.52691022092057
217,제주특별자치도 제주시 용담1동 33,33,제주특별자치도 제주시 용담1동,미소다방,9008202,,0.0,제주시,제주시,제주시,용담1동,"['제주특별자치도', '제주시', '용담1동']",33.51280375937102,126.518450747761
474,제주특별자치도 제주시 노형동 3779-5,3779-5,제주특별자치도 제주시 노형동,시작독서실앤스터디카페제주노형본점,1812567283,,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.48491905155603,126.47914742554806
2162,제주특별자치도 제주시 이도2동 1951-3,1951-3,제주특별자치도 제주시 이도2동,루머팡 이도점,13604394,,0.0,제주시,제주시,제주시,이도2동,"['제주특별자치도', '제주시', '이도2동']",33.495170429518964,126.54763728915717
3345,제주특별자치도 제주시 연동 282-21,282-21,제주특별자치도 제주시 연동,여,24119025,,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.48864443774402,126.49218355237538
2462,제주특별자치도 제주시 일도2동 110-13,110-13,제주특별자치도 제주시 일도2동,모시란,8996140,http://t1.daumcdn.net/localfiy/017C8F673B5B47C0B41B930AC746197D,0.0,제주시,제주시,제주시,일도2동,"['제주특별자치도', '제주시', '일도2동']",33.498117651815996,126.54687297548553
1021,제주특별자치도 제주시 연동 2331-5,2331-5,제주특별자치도 제주시 연동,플로베,19814621,http://t1.daumcdn.net/place/04D6787756394BDB9A09F3CE899C40EE,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.49227127046446,126.48926564810037
2166,제주특별자치도 제주시 영평동 893-3,893-3,제주특별자치도 제주시 영평동,하동다방,1745916823,,0.0,제주시,제주시,제주시,영평동,"['제주특별자치도', '제주시', '영평동']",33.486326809413285,126.57387270899554
3035,제주특별자치도 제주시 이도이동 2029-16,2029-16,제주특별자치도 제주시 이도이동,카페일르,295580160,,0.0,제주시,제주시,제주시,이도이동,"['제주특별자치도', '제주시', '이도이동']",33.48765931574147,126.53426939796826
1544,제주특별자치도 제주시 화북일동 15-8,15-8,제주특별자치도 제주시 화북일동,커피초아,19523996,,0.0,제주시,제주시,제주시,화북일동,"['제주특별자치도', '제주시', '화북일동']",33.51750269528811,126.57666486401045
2472,제주특별자치도 제주시 이도1동 1696-13,1696-13,제주특별자치도 제주시 이도1동,타오스페이스,1298037718,http://t1.daumcdn.net/localfiy/298B2109C95D41CD97A0341B1A5BF97B,0.0,제주시,제주시,제주시,이도1동,"['제주특별자치도', '제주시', '이도1동']",33.50834298829179,126.52600923219472
368,제주특별자치도 제주시 연동 274-35,274-35,제주특별자치도 제주시 연동,지인,10081492,,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.4846625061152,126.49118247837087
297,제주특별자치도 제주시 연동 272-19,272-19,제주특별자치도 제주시 연동,빠빠라기 신제주점,15639202,http://t1.daumcdn.net/place/C79C450F795244958B80F428ECFCB335,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.488005581649254,126.49029782504608
2603,제주특별자치도 제주시 삼도1동 701-5,701-5,제주특별자치도 제주시 삼도1동,하빌리스,27541357,http://t1.daumcdn.net/place/B6DEA97A795E417EAA81375D5603ADC2,0.0,제주시,제주시,제주시,삼도1동,"['제주특별자치도', '제주시', '삼도1동']",33.504648412643284,126.51717433446083
3266,제주특별자치도 제주시 일도1동 1350-1,1350-1,제주특별자치도 제주시 일도1동,부부,15254968,http://t1.daumcdn.net/place/90BFDC44B5C041D0B08CD012D1DCCCC9,0.0,제주시,제주시,제주시,일도1동,"['제주특별자치도', '제주시', '일도1동']",33.513904344603134,126.52609945623911
