,final_address,addrbunho,address,cafe,cafe_id,image_url,franchise,si,town,ri,dong,address1,lat,lng
996,제주특별자치도 제주시 삼도2동 596-9,596-9,제주특별자치도 제주시 삼도2동,락희다방,11082627,,0.0,제주시,제주시,제주시,삼도2동,"['제주특별자치도', '제주시', '삼도2동']",33.505496611055555,126.52013998672417
1563,제주특별자치도 제주시 노형동 1054-11,1054-11,제주특별자치도 제주시 노형동,노리터 노형점,21527650,,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.48899894120694,126.47683755425582
215,제주특별자치도 제주시 노형동 3796-9,3796-9,제주특별자치도 제주시 노형동,이너피스,345842015,http://t1.daumcdn.net/localfiy/8420F8D172564222BFCE8B5CE1931E15,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.48140151761514,126.47711993138475
2010,제주특별자치도 제주시 외도일동 498-8,498-8,제주특별자치도 제주시 외도일동,카페 달다,25733247,,0.0,제주시,제주시,제주시,외도일동,"['제주특별자치도', '제주시', '외도일동']",33.488258065180716,126.43066436875522
2930,제주특별자치도 제주시 용담2동 2002,2002,제주특별자치도 제주시 용담2동,엔제리너스 제주공항T/O점,20008813,,1.0,제주시,제주시,제주시,용담2동,"['제주특별자치도', '제주시', '용담2동']",33.50778007210298,126.49313083713172
1262,제주특별자치도 제주시 도두이동 707,707,제주특별자치도 제주시 도두이동,오로지커피,191520632,,0.0,제주시,제주시,제주시,도두이동,"['제주특별자치도', '제주시', '도두이동']",33.51046440840845,126.48295081972064
1856,제주특별자치도 제주시 이도이동 2006-10,2006-10,제주특별자치도 제주시 이도이동,도로시,19781784,,0.0,제주시,제주시,제주시,이도이동,"['제주특별자치도', '제주시', '이도이동']",33.490251912719394,126.53705319929617
1772,제주특별자치도 제주시 이도2동 1772-37,1772-37,제주특별자치도 제주시 이도2동,안나의커피이야기,18770527,,0.0,제주시,제주시,제주시,이도2동,"['제주특별자치도', '제주시', '이도2동']",33.4998989503573,126.52939132190153
1658,제주특별자치도 제주시 삼도2동 1151,1151,제주특별자치도 제주시 삼도2동,해당화카페,11200376,,0.0,제주시,제주시,제주시,삼도2동,"['제주특별자치도', '제주시', '삼도2동']",33.5138480823957,126.51898742837503
1923,제주특별자치도 제주시 노형동 1281-10,1281-10,제주특별자치도 제주시 노형동,커먼브릭,20400890,http://t1.daumcdn.net/place/F5F329FD0CE3491EBA4E297807479128,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.486926627461344,126.47801207920703
1729,제주특별자치도 제주시 연동 1523-1,1523-1,제주특별자치도 제주시 연동,커피보그,19374707,http://t1.daumcdn.net/place/CD714DA2624C4A14B32B257CBF6482E5,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.47839769868299,126.49105126697454
2502,제주특별자치도 제주시 용담삼동 1023-2,1023-2,제주특별자치도 제주시 용담삼동,투썸플레이스 제주용두암점,770545912,http://t1.daumcdn.net/place/3BF82E73B9A64A358E6FC383D95173DC,1.0,제주시,제주시,제주시,용담삼동,"['제주특별자치도', '제주시', '용담삼동']",33.5166165617386,126.50404951550532
2586,제주특별자치도 제주시 이도이동 1058-12,1058-12,제주특별자치도 제주시 이도이동,버스맨카페,949796336,,0.0,제주시,제주시,제주시,이도이동,"['제주특별자치도', '제주시', '이도이동']",33.49518757701163,126.53377713571854
2280,제주특별자치도 제주시 이도이동 1768-1,1768-1,제주특별자치도 제주시 이도이동,더벤티 제주시청점,1085410931,,0.0,제주시,제주시,제주시,이도이동,"['제주특별자치도', '제주시', '이도이동']",33.49923994619375,126.52964455269036
1707,제주특별자치도 제주시 연동 261-20,261-20,제주특별자치도 제주시 연동,디저트39 제주연동점,1926802850,,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.48802162951753,126.48981568297582
447,제주특별자치도 제주시 영평동 2169-4,2169-4,제주특별자치도 제주시 영평동,투썸플레이스 제주엠제이벤처오름점,762783399,,1.0,제주시,제주시,제주시,영평동,"['제주특별자치도', '제주시', '영평동']",,
2887,제주특별자치도 제주시 삼양이동 2137-20,2137-20,제주특별자치도 제주시 삼양이동,삼양다방,1309802012,,0.0,제주시,제주시,제주시,삼양이동,"['제주특별자치도', '제주시', '삼양이동']",33.52147738019869,126.5864107814758
1663,제주특별자치도 제주시 도남동 74-2,74-2,제주특별자치도 제주시 도남동,그린힐,1752049247,,0.0,제주시,제주시,제주시,도남동,"['제주특별자치도', '제주시', '도남동']",33.492012025710345,126.52944690433853
1963,제주특별자치도 제주시 일도이동 71,71,제주특별자치도 제주시 일도이동,카페512,115642062,,0.0,제주시,제주시,제주시,일도이동,"['제주특별자치도', '제주시', '일도이동']",33.50075900328375,126.54432808237807
2353,제주특별자치도 제주시 삼도이동 1073,1073,제주특별자치도 제주시 삼도이동,리듬,427669200,http://t1.daumcdn.net/localfiy/0A406FA8EDE6404AB31353349E8D9026,0.0,제주시,제주시,제주시,삼도이동,"['제주특별자치도', '제주시', '삼도이동']",33.51383678068198,126.51979257938993
2879,제주특별자치도 제주시 연동 1490-14,1490-14,제주특별자치도 제주시 연동,아,26992379,,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.48051563150638,126.49129279619193
2639,제주특별자치도 제주시 이도2동 1059-4,1059-4,제주특별자치도 제주시 이도2동,베이커리맘,676770436,,0.0,제주시,제주시,제주시,이도2동,"['제주특별자치도', '제주시', '이도2동']",33.49616812051737,126.53463276296604
301,제주특별자치도 제주시 연동 262-2,262-2,제주특별자치도 제주시 연동,흑화당 제주제원점,38151755,http://t1.daumcdn.net/place/8B7FB83D86764FF3BC07634BCAC21A8E,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.48778606922428,126.48953730494837
2018,제주특별자치도 제주시 이도일동 1774-2,1774-2,제주특별자치도 제주시 이도일동,미스터힐링 제주시청점,1619565582,http://t1.daumcdn.net/place/5C1CC0FC9C344E3586DB4EFFB427259E,0.0,제주시,제주시,제주시,이도일동,"['제주특별자치도', '제주시', '이도일동']",33.50091203015499,126.52836133344304
487,제주특별자치도 제주시 연동 282-2,282-2,제주특별자치도 제주시 연동,데이앤나이트,18765095,,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.48941619971645,126.49218335188824
2309,제주특별자치도 제주시 오라이동 656-9,656-9,제주특별자치도 제주시 오라이동,살레카페,1811264594,,0.0,제주시,제주시,제주시,오라이동,"['제주특별자치도', '제주시', '오라이동']",33.46694319733416,126.5096812001016
117,제주특별자치도 제주시 용담1동 144-8,144-8,제주특별자치도 제주시 용담1동,다인다방,21480873,,0.0,제주시,제주시,제주시,용담1동,"['제주특별자치도', '제주시', '용담1동']",33.511800894802015,126.51837450475585
455,제주특별자치도 제주시 연동 1489-3,1489-3,제주특별자치도 제주시 연동,엘리,280371245,,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.48082645377618,126.49233676517038
2718,제주특별자치도 제주시 이도이동 1773-14,1773-14,제주특별자치도 제주시 이도이동,빽다방 제주대학로점,27095973,,1.0,제주시,제주시,제주시,이도이동,"['제주특별자치도', '제주시', '이도이동']",33.49996654178945,126.52819858154398
930,제주특별자치도 제주시 이도이동 1981-2,1981-2,제주특별자치도 제주시 이도이동,빽다방 제주중앙여고점,26635265,http://t1.daumcdn.net/cfile/2743C450555098B601,1.0,제주시,제주시,제주시,이도이동,"['제주특별자치도', '제주시', '이도이동']",33.48995681848171,126.54110063159904
3375,제주특별자치도 제주시 일도이동 1042-6,1042-6,제주특별자치도 제주시 일도이동,누옥,2052698459,http://t1.daumcdn.net/place/412E2F9ACC844E389F81C30CF99F5F63,0.0,제주시,제주시,제주시,일도이동,"['제주특별자치도', '제주시', '일도이동']",33.50828124187153,126.52873033689774
2174,제주특별자치도 제주시 노형동 711-5,711-5,제주특별자치도 제주시 노형동,에스프레소펍,421056083,http://t1.daumcdn.net/place/D9F2E97D35284EAC9E2E48274FD6A027,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.481711614418145,126.48312601361414
1799,제주특별자치도 제주시 연동 253-13,253-13,제주특별자치도 제주시 연동,티엔미미,1782296043,http://t1.daumcdn.net/place/6A49D64D8F9D4C278C5668FE904607E6,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.485239219148376,126.48760690009539
671,제주특별자치도 제주시 일도2동 365-12,365-12,제주특별자치도 제주시 일도2동,블럭파티 인제점,699643426,,0.0,제주시,제주시,제주시,일도2동,"['제주특별자치도', '제주시', '일도2동']",33.50555246520605,126.53864204468343
2846,제주특별자치도 제주시 노형동 2527-12,2527-12,제주특별자치도 제주시 노형동,먼트커피,1814950368,http://t1.daumcdn.net/localfiy/searchregister_1178956134,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.484872401890435,126.4723820668393
612,제주특별자치도 제주시 일도2동 83-7,83-7,제주특별자치도 제주시 일도2동,커피예가,15534972,,0.0,제주시,제주시,제주시,일도2동,"['제주특별자치도', '제주시', '일도2동']",33.50075815948953,126.5470486222353
692,제주특별자치도 제주시 연동 680-26,680-26,제주특별자치도 제주시 연동,곰탱이,23025179,,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.45171406709278,126.49017036054646
569,제주특별자치도 제주시 이도2동 2016-15,2016-15,제주특별자치도 제주시 이도2동,마이티커피,22133685,http://t1.daumcdn.net/place/8F43F2DB96B94998857AF9753B8F9D08,0.0,제주시,제주시,제주시,이도2동,"['제주특별자치도', '제주시', '이도2동']",33.48824003461116,126.53814851823209
329,제주특별자치도 제주시 아라이동 3012-12,3012-12,제주특별자치도 제주시 아라이동,다빈치커피 제주이도점,14744377,http://t1.daumcdn.net/place/2D3662B6776D4BCDA6D16F7018F666C4,0.0,제주시,제주시,제주시,아라이동,"['제주특별자치도', '제주시', '아라이동']",33.492191006361914,126.54257380228896
2638,제주특별자치도 제주시 도두일동 1727-5,1727-5,제주특별자치도 제주시 도두일동,제이학센,1743157322,http://t1.daumcdn.net/localfiy/13DB0FDE8F95424B9A7B346AD6E15A65,0.0,제주시,제주시,제주시,도두일동,"['제주특별자치도', '제주시', '도두일동']",33.50854836054673,126.47074028326294
484,제주특별자치도 제주시 삼도1동 516-10,516-10,제주특별자치도 제주시 삼도1동,뜰방다방,7857277,,0.0,제주시,제주시,제주시,삼도1동,"['제주특별자치도', '제주시', '삼도1동']",33.50094671677404,126.51769853084676
2643,제주특별자치도 제주시 용담삼동 2293-5,2293-5,제주특별자치도 제주시 용담삼동,커핀그루나루 제주용담해안도로점,18480600,http://t1.daumcdn.net/place/48C5152E970C47FE8588ED1BC58F1527,0.0,제주시,제주시,제주시,용담삼동,"['제주특별자치도', '제주시', '용담삼동']",33.51962647198586,126.49389703267471
834,제주특별자치도 제주시 연동 314-88,314-88,제주특별자치도 제주시 연동,삐끄니끄,1382558769,http://t1.daumcdn.net/place/0E5761560F6546B1A01AC7C0927B5E06,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.4849653223021,126.49733951771255
1947,제주특별자치도 제주시 이호일동 292-4,292-4,제주특별자치도 제주시 이호일동,카페그라나다,1440596180,http://t1.daumcdn.net/place/1E2B9C83DA3C43E38776913A22D7B7AF,0.0,제주시,제주시,제주시,이호일동,"['제주특별자치도', '제주시', '이호일동']",33.49942108837249,126.46412376891853
194,제주특별자치도 제주시 삼도2동 303-1,303-1,제주특별자치도 제주시 삼도2동,달밤솔숲에바람지나가는소리,1609450431,,0.0,제주시,제주시,제주시,삼도2동,"['제주특별자치도', '제주시', '삼도2동']",33.5047329726377,126.52505601878148
3391,제주특별자치도 제주시 삼도일동 719-30,719-30,제주특별자치도 제주시 삼도일동,카페타이거,1881290367,,0.0,제주시,제주시,제주시,삼도일동,"['제주특별자치도', '제주시', '삼도일동']",33.50463445411143,126.51636940883785
1034,제주특별자치도 제주시 아라일동 6095-14,6095-14,제주특별자치도 제주시 아라일동,과일아삭,679764708,http://t1.daumcdn.net/place/A831244E50904AD0A80A583A78DC4738,0.0,제주시,제주시,제주시,아라일동,"['제주특별자치도', '제주시', '아라일동']",33.474605438831404,126.54430150233968
347,제주특별자치도 제주시 노형동 2579-1,2579-1,제주특별자치도 제주시 노형동,우주라이크앤 제주노형점,775745381,,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.48997695240512,126.47444290141176
787,제주특별자치도 제주시 도련일동 1939-3,1939-3,제주특별자치도 제주시 도련일동,파스쿠찌 제주삼화지구점,702688492,http://t1.daumcdn.net/localfiy/searchregister_77718696,1.0,제주시,제주시,제주시,도련일동,"['제주특별자치도', '제주시', '도련일동']",33.51643900796264,126.57989911643872
1368,제주특별자치도 제주시 해안동 4,4,제주특별자치도 제주시 해안동,담화헌,26976153,http://t1.daumcdn.net/place/17A0625F567C470A8605DB6C463F0B2F,0.0,제주시,제주시,제주시,해안동,"['제주특별자치도', '제주시', '해안동']",33.4493476819645,126.48047009229951
3081,제주특별자치도 제주시 아라일동 6115-6,6115-6,제주특별자치도 제주시 아라일동,헬로방방 아라점,24712209,http://t1.daumcdn.net/place/980B279FDAE64E5584BC5DF673813EDF,0.0,제주시,제주시,제주시,아라일동,"['제주특별자치도', '제주시', '아라일동']",33.47479417853765,126.54857375122853
2482,제주특별자치도 제주시 아라일동 6064-8,6064-8,제주특별자치도 제주시 아라일동,아라벨라,1538034201,http://t1.daumcdn.net/place/EDC7B6C6DC4A4BA9811FB917AACAE4FB,0.0,제주시,제주시,제주시,아라일동,"['제주특별자치도', '제주시', '아라일동']",33.46939249531525,126.54188032764071
1015,제주특별자치도 제주시 용담2동 2678-2,2678-2,제주특별자치도 제주시 용담2동,카페7,328782649,http://t1.daumcdn.net/localfiy/searchregister_1087788211,0.0,제주시,제주시,제주시,용담2동,"['제주특별자치도', '제주시', '용담2동']",33.50893801226459,126.51115358937082
140,제주특별자치도 제주시 오라이동 3178-1,3178-1,제주특별자치도 제주시 오라이동,카페위더스,1683690976,,0.0,제주시,제주시,제주시,오라이동,"['제주특별자치도', '제주시', '오라이동']",33.48078897412336,126.50266142751113
2761,제주특별자치도 제주시 노형동 3800-11,3800-11,제주특별자치도 제주시 노형동,후르츠바스켓 제주점,27600553,,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.480576506638386,126.47646643283112
963,제주특별자치도 제주시 봉개동 1904,1904,제주특별자치도 제주시 봉개동,쏠레일베이커리카페,1278387873,,0.0,제주시,제주시,제주시,봉개동,"['제주특별자치도', '제주시', '봉개동']",33.48973520131921,126.59550137464737
1520,제주특별자치도 제주시 이도2동 1188-24,1188-24,제주특별자치도 제주시 이도2동,수타로앤카페,19118882,,0.0,제주시,제주시,제주시,이도2동,"['제주특별자치도', '제주시', '이도2동']",33.49767671966557,126.5292053398342
1130,제주특별자치도 제주시 노형동 103-5,103-5,제주특별자치도 제주시 노형동,커피99.9,26392726,http://t1.daumcdn.net/place/F1B848B2321745C184C76768CFFBB834,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.469874631056655,126.48465074294361
2897,제주특별자치도 제주시 일도2동 417-2,417-2,제주특별자치도 제주시 일도2동,코코라떼,1834542575,,0.0,제주시,제주시,제주시,일도2동,"['제주특별자치도', '제주시', '일도2동']",33.504965247322765,126.54270033079797
1721,제주특별자치도 제주시 용담1동 394,394,제주특별자치도 제주시 용담1동,왓더플라워,1669901791,,0.0,제주시,제주시,제주시,용담1동,"['제주특별자치도', '제주시', '용담1동']",33.515769377342615,126.51598025044201
541,제주특별자치도 제주시 영평동 2169-2,2169-2,제주특별자치도 제주시 영평동,원카페,1763490902,http://t1.daumcdn.net/localfiy/FA051C334A134C1988AB2805CAD517DA,0.0,제주시,제주시,제주시,영평동,"['제주특별자치도', '제주시', '영평동']",33.454589308631995,126.57247055576299
1169,제주특별자치도 제주시 연동 311-1,311-1,제주특별자치도 제주시 연동,모퉁이옆커피집,15689205,http://t1.daumcdn.net/place/3222E66C9BDF4F948D03DC2BAA755945,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.49175350309248,126.49758437530518
1798,제주특별자치도 제주시 삼도이동 977-2,977-2,제주특별자치도 제주시 삼도이동,카페단단,165691434,http://t1.daumcdn.net/localfiy/9A98F41C5D6C4A7092E807C571EF15C5,0.0,제주시,제주시,제주시,삼도이동,"['제주특별자치도', '제주시', '삼도이동']",33.512596102310184,126.52163345915321
299,제주특별자치도 제주시 용담삼동 1137-1,1137-1,제주특별자치도 제주시 용담삼동,펍 배솔트블루,2104442505,http://t1.daumcdn.net/place/49D1A1D2980D471BAEEBC1AD691C1DDA,0.0,제주시,제주시,제주시,용담삼동,"['제주특별자치도', '제주시', '용담삼동']",33.519648885073934,126.49852108218313
803,제주특별자치도 제주시 노형동 2615-5,2615-5,제주특별자치도 제주시 노형동,빽다방 제주노형뜨란채점,27222177,,1.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.48658596728517,126.47335727527356
1415,제주특별자치도 제주시 아라일동 6091,6091,제주특별자치도 제주시 아라일동,커피러빗,851711886,,0.0,제주시,제주시,제주시,아라일동,"['제주특별자치도', '제주시', '아라일동']",33.4733208599236,126.54509142486003
768,제주특별자치도 제주시 연동 490-7,490-7,제주특별자치도 제주시 연동,코나빈스 제주점,17766795,http://t1.daumcdn.net/place/FEF37F0F3BD3499EAAD07EFF298EA86E,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.477930668290774,126.49946304231729
3353,제주특별자치도 제주시 이도1동 1789-1,1789-1,제주특별자치도 제주시 이도1동,영란다방,9885435,,0.0,제주시,제주시,제주시,이도1동,"['제주특별자치도', '제주시', '이도1동']",33.502366562572014,126.52772065093316
256,제주특별자치도 제주시 노형동 938-4,938-4,제주특별자치도 제주시 노형동,감성팥쥐,20032876,http://t1.daumcdn.net/place/345118C54666473AA70C581E6EC6CBF8,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.48436109424754,126.48456927116258
2306,제주특별자치도 제주시 연동 273-13,273-13,제주특별자치도 제주시 연동,보이타운,1143483385,,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.48680804825214,126.49024458498761
2216,제주특별자치도 제주시 해안동 1724-1,1724-1,제주특별자치도 제주시 해안동,씨힐,1903611516,http://t1.daumcdn.net/place/1301ED93D1304EF9B8E40D941548DA78,0.0,제주시,제주시,제주시,해안동,"['제주특별자치도', '제주시', '해안동']",33.45060168401144,126.45338921828153
1543,제주특별자치도 제주시 일도1동 1479-1,1479-1,제주특별자치도 제주시 일도1동,휘카페 제주1호점,1988114779,,0.0,제주시,제주시,제주시,일도1동,"['제주특별자치도', '제주시', '일도1동']",33.5128615987157,126.52691022092057
1277,제주특별자치도 제주시 이도2동 2026-3,2026-3,제주특별자치도 제주시 이도2동,플로르떼플라워카페,1673353275,,0.0,제주시,제주시,제주시,이도2동,"['제주특별자치도', '제주시', '이도2동']",33.487413767209055,126.53610851254331
717,제주특별자치도 제주시 해안동 22-13,22-13,제주특별자치도 제주시 해안동,새벽이슬,8359940,,0.0,제주시,제주시,제주시,해안동,"['제주특별자치도', '제주시', '해안동']",33.44557989196326,126.47982145851125
2574,제주특별자치도 제주시 삼도2동 1192-14,1192-14,제주특별자치도 제주시 삼도2동,도토루커피숍 제주점,9725457,http://t1.daumcdn.net/cfile/1209B30D4C327CA471,0.0,제주시,제주시,제주시,삼도2동,"['제주특별자치도', '제주시', '삼도2동']",33.517076397856556,126.52287890773414
35,제주특별자치도 제주시 연동 303-8,303-8,제주특별자치도 제주시 연동,술탄왕자,15609127,http://t1.daumcdn.net/place/C8575D115CB24E4F8A3365F29E235699,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.48664375927655,126.49592673924603
3319,제주특별자치도 제주시 일도2동 69-6,69-6,제주특별자치도 제주시 일도2동,엠버라이브,1903420610,,0.0,제주시,제주시,제주시,일도2동,"['제주특별자치도', '제주시', '일도2동']",33.501310355929704,126.54421327197002
178,제주특별자치도 제주시 노형동 3794-4,3794-4,제주특별자치도 제주시 노형동,어컵오브아일랜드,1832729921,http://t1.daumcdn.net/cfile/2774BB3A57AA7D7026,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.48282404034935,126.47579444005356
3339,제주특별자치도 제주시 연동 281-12,281-12,제주특별자치도 제주시 연동,케이팝,27173949,,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.49055647239089,126.49234455711348
2026,제주특별자치도 제주시 일도2동 149-21,149-21,제주특별자치도 제주시 일도2동,마로네 디저트,910976943,http://t1.daumcdn.net/place/C66F4478A75A4937B16540B612D7A581,0.0,제주시,제주시,제주시,일도2동,"['제주특별자치도', '제주시', '일도2동']",33.51218426365033,126.53952816514517
1418,제주특별자치도 제주시 연동 680-26,680-26,제주특별자치도 제주시 연동,메르블루,7860278,,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.45171406709278,126.49017036054646
675,제주특별자치도 제주시 노형동 755-6,755-6,제주특별자치도 제주시 노형동,이츠커피,14500376,http://t1.daumcdn.net/place/1F2D984836F340419E7F8E1FF2B58EB7,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.47692750441091,126.47747387078468
1900,제주특별자치도 제주시 노형동 3813-9,3813-9,제주특별자치도 제주시 노형동,에이바우트커피 한라대점,717587648,http://t1.daumcdn.net/place/A324C75003F64459A58CE7E2BE052E10,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.478199936916994,126.4756200258419
403,제주특별자치도 제주시 내도동 475,475,제주특별자치도 제주시 내도동,금빛다화,10213366,,0.0,제주시,제주시,제주시,내도동,"['제주특별자치도', '제주시', '내도동']",33.49618969174706,126.44123999505264
109,제주특별자치도 제주시 아라일동 1,1,제주특별자치도 제주시 아라일동,한라카페테리아,139556873,,0.0,제주시,제주시,제주시,아라일동,"['제주특별자치도', '제주시', '아라일동']",33.454759230973245,126.562255883071
1462,제주특별자치도 제주시 연동 284-5,284-5,제주특별자치도 제주시 연동,글램바,19532218,,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.4855996663864,126.49282108108531
233,제주특별자치도 제주시 건입동 1045-19,1045-19,제주특별자치도 제주시 건입동,대지,15995114,,0.0,제주시,제주시,제주시,건입동,"['제주특별자치도', '제주시', '건입동']",33.51413423531533,126.53730490839506
917,제주특별자치도 제주시 노형동 2615-1,2615-1,제주특별자치도 제주시 노형동,삼도,1571948116,,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.48691933499347,126.47372970045755
1671,제주특별자치도 제주시 노형동 906-1,906-1,제주특별자치도 제주시 노형동,블랙&화이트,9058619,http://t1.daumcdn.net/place/8263389ECA434B48A6EEAC68977CBC1B,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.4884449667758,126.48405442100582
1153,제주특별자치도 제주시 노형동 1288-5,1288-5,제주특별자치도 제주시 노형동,자현사주카페,534835771,http://t1.daumcdn.net/localfiy/51F86D53C6D94640ACF884475FFBA416,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.48584249767241,126.4783413745572
2517,제주특별자치도 제주시 봉개동 237-2,237-2,제주특별자치도 제주시 봉개동,카페퐁낭,1023605932,,0.0,제주시,제주시,제주시,봉개동,"['제주특별자치도', '제주시', '봉개동']",33.451974395043194,126.61883576212108
3270,제주특별자치도 제주시 이도이동 2009-2,2009-2,제주특별자치도 제주시 이도이동,이름커피,1288310527,,0.0,제주시,제주시,제주시,이도이동,"['제주특별자치도', '제주시', '이도이동']",33.48971606788394,126.53745633154372
319,제주특별자치도 제주시 외도일동 505-4,505-4,제주특별자치도 제주시 외도일동,악단,335320170,,0.0,제주시,제주시,제주시,외도일동,"['제주특별자치도', '제주시', '외도일동']",33.4889966895987,126.43208847414338
2152,제주특별자치도 제주시 이도이동 2029-1,2029-1,제주특별자치도 제주시 이도이동,구름위에둥둥,633011012,,0.0,제주시,제주시,제주시,이도이동,"['제주특별자치도', '제주시', '이도이동']",33.48814315583193,126.53346626082832
2173,제주특별자치도 제주시 삼도1동 537-10,537-10,제주특별자치도 제주시 삼도1동,더돌체,1471231255,,0.0,제주시,제주시,제주시,삼도1동,"['제주특별자치도', '제주시', '삼도1동']",33.502265176490845,126.5201061624089
1655,제주특별자치도 제주시 연동 273-69,273-69,제주특별자치도 제주시 연동,카사베라,9456252,http://t1.daumcdn.net/place/FD318DA4519C4BD0A7FEC5F8D33FF828,0.0,제주시,제주시,제주시,연동,"['제주특별자치도', '제주시', '연동']",33.48605766068025,126.4910581149041
516,제주특별자치도 제주시 봉개동 289-2,289-2,제주특별자치도 제주시 봉개동,더블루브리즈,26639829,http://t1.daumcdn.net/cfile/2164403C554CE18C30,0.0,제주시,제주시,제주시,봉개동,"['제주특별자치도', '제주시', '봉개동']",33.46738037202478,126.61051947100809
332,제주특별자치도 제주시 삼양이동 2102-13,2102-13,제주특별자치도 제주시 삼양이동,홀리데이시즌,271841473,http://t1.daumcdn.net/localfiy/0C3B1BCD1A734F1F812F6A33F7A35514,0.0,제주시,제주시,제주시,삼양이동,"['제주특별자치도', '제주시', '삼양이동']",33.52420685752374,126.58302203081423
2459,제주특별자치도 제주시 도남동 916,916,제주특별자치도 제주시 도남동,어린농부수다뜰,14692923,,0.0,제주시,제주시,제주시,도남동,"['제주특별자치도', '제주시', '도남동']",33.49907420932961,126.52590048440557
1260,제주특별자치도 제주시 용담2동 707-2,707-2,제주특별자치도 제주시 용담2동,칼디의선물,1360363074,http://t1.daumcdn.net/localfiy/62A1BE5D238A403F926639BA509E93CD,0.0,제주시,제주시,제주시,용담2동,"['제주특별자치도', '제주시', '용담2동']",33.5001597730367,126.50111294281598
2271,제주특별자치도 제주시 노형동 3783-2,3783-2,제주특별자치도 제주시 노형동,투썸플레이스 제주노형오거리점,1928554578,,1.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.48426567339375,126.47985716149962
3123,제주특별자치도 제주시 노형동 2531-1,2531-1,제주특별자치도 제주시 노형동,홍이,58265453,,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.4853394035471,126.47364887488456
1912,제주특별자치도 제주시 아라일동 6106,6106,제주특별자치도 제주시 아라일동,런던아이,1914529781,http://t1.daumcdn.net/localfiy/0E70FE7480634A6483EB91CCBDD78F70,0.0,제주시,제주시,제주시,아라일동,"['제주특별자치도', '제주시', '아라일동']",33.475340042399225,126.54596737099004
1451,제주특별자치도 제주시 노형동 82-2,82-2,제주특별자치도 제주시 노형동,인더그린,1357298024,http://t1.daumcdn.net/place/80B2407ABBBB46A2AC1F58EED45EB570,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.472959047705494,126.4857513311356
2916,제주특별자치도 제주시 노형동 1281-10,1281-10,제주특별자치도 제주시 노형동,브레이크,443668794,,0.0,제주시,제주시,제주시,노형동,"['제주특별자치도', '제주시', '노형동']",33.486926627461344,126.47801207920703
1236,제주특별자치도 제주시 일도1동 1298-22,1298-22,제주특별자치도 제주시 일도1동,위더스트래블 칠성점,39080316,http://t1.daumcdn.net/place/60E0D3D97DE642B2BAD6A0EC348BFC3F,0.0,제주시,제주시,제주시,일도1동,"['제주특별자치도', '제주시', '일도1동']",33.51526395937122,126.52516208598922
