,cafe_id,cafe,name,price
0,17624223,카페띠아모 제주북노형점,바닐라라떼,
1,17624223,카페띠아모 제주북노형점,모카라떼,
2,17624223,카페띠아모 제주북노형점,아메리카노,
3,17624223,카페띠아모 제주북노형점,카푸치노,
4,17624223,카페띠아모 제주북노형점,카페라떼,
5,17624223,카페띠아모 제주북노형점,에스프레소,
6,1540027970,늘제과점,얼그레이홀릭,"5,000"
7,1540027970,늘제과점,메리라즈베리,"4,800"
8,1985176121,카페그해여름,여름밤차,"6,500"
9,1985176121,카페그해여름,여름밤 에이드 (ICE),"7,000"
10,1985176121,카페그해여름,아메리카노,"5,000"
11,1985176121,카페그해여름,카페라떼,"6,000"
12,1985176121,카페그해여름,애플망고 라떼 (ICE),"7,500"
13,51590542,이정의댁,아메리카노,"4,500"
14,51590542,이정의댁,카페오레 (HOT),"5,000"
15,51590542,이정의댁,콜드브루,"5,500"
16,51590542,이정의댁,콜드브루라떼,"6,000"
17,51590542,이정의댁,페퍼민트,"5,000"
18,867356495,하귀1629,에스프레소 (HOT),"3,000"
19,867356495,하귀1629,샤케라또 (ICE),"4,000"
20,867356495,하귀1629,아메리카노 (HOT),"3,700"
21,867356495,하귀1629,아메리카노 (ICE),"4,000"
22,867356495,하귀1629,카페라떼 (HOT),"4,300"
23,867356495,하귀1629,카페라떼 (ICE),"4,500"
24,867356495,하귀1629,카푸치노 (HOT),"4,300"
25,867356495,하귀1629,카푸치노 (ICE),"4,500"
26,867356495,하귀1629,바닐라라떼 (HOT),"4,300"
27,867356495,하귀1629,바닐라라떼 (ICE),"4,500"
28,867356495,하귀1629,카페모카 (HOT),"4,300"
29,867356495,하귀1629,카페모카 (ICE),"4,500"
30,867356495,하귀1629,더치커피 (ICE),"5,000"
31,867356495,하귀1629,더치라떼 (ICE),"5,500"
32,867356495,하귀1629,리얼초코 (HOT),"4,500"
33,867356495,하귀1629,리얼초코 (ICE),"5,000"
34,867356495,하귀1629,리얼녹차 (HOT),"4,500"
35,867356495,하귀1629,리얼녹차 (ICE),"5,000"
36,867356495,하귀1629,오곡라떼 (ICE),"5,000"
37,867356495,하귀1629,수제딸기우유 (ICE),"5,000"
38,867356495,하귀1629,16라떼 (HOT),"4,500"
39,867356495,하귀1629,16라떼 (ICE),"5,000"
40,867356495,하귀1629,29라떼 (HOT),"4,500"
41,867356495,하귀1629,29라떼 (ICE),"5,000"
42,867356495,하귀1629,16 29반반라떼 (ICE),"6,000"
43,867356495,하귀1629,아무거나반반커피 (ICE),"5,000"
44,867356495,하귀1629,자몽티 (HOT),"5,000"
45,867356495,하귀1629,자몽티 (ICE),"5,500"
46,867356495,하귀1629,레몬티 (HOT),"5,000"
47,867356495,하귀1629,레몬티 (ICE),"5,500"
48,867356495,하귀1629,한라봉티 (HOT),"5,000"
49,867356495,하귀1629,한라봉티 (ICE),"5,500"
50,867356495,하귀1629,매실티 (HOT),"5,000"
51,867356495,하귀1629,매실티 (ICE),"5,500"
52,867356495,하귀1629,댕유자차 (HOT),"5,000"
53,867356495,하귀1629,댕유자차 (ICE),"5,500"
54,867356495,하귀1629,레몬 아이스티 (ICE),"4,000"
55,867356495,하귀1629,복숭아 아이스티 (ICE),"4,000"
56,867356495,하귀1629,페퍼민트 (HOT),"4,000"
57,867356495,하귀1629,페퍼민트 (ICE),"4,500"
58,867356495,하귀1629,봄베이차 (HOT),"4,000"
59,867356495,하귀1629,봄베이차 (ICE),"4,500"
60,867356495,하귀1629,얼그레이 라벤더 (HOT),"4,000"
61,867356495,하귀1629,얼그레이 라벤더 (ICE),"4,500"
62,867356495,하귀1629,국화차 (HOT),"4,000"
63,867356495,하귀1629,국화차 (ICE),"4,500"
64,867356495,하귀1629,인절미치즈브래드,"8,000"
65,867356495,하귀1629,수제와플,"8,000"
66,867356495,하귀1629,1629파니니,"7,000"
