,addrbunho,address,cafe,cafe_id,image_url,franchise
2981,1772-27,제주특별자치도 제주시 이도2동,랩툰,106738699,http://t1.daumcdn.net/place/2FD14C8D727E4716935E4D4824A186D1,0.0
2982,359-64,제주특별자치도 제주시 용담2동,정드르다방,25015448,,0.0
2983,516,제주특별자치도 제주시 삼도일동,레이지,355557993,,0.0
2984,산 23-2,제주특별자치도 제주시 애월읍 봉성리,효월,9534263,,0.0
2985,1647,제주특별자치도 제주시 구좌읍 동복리,바다의별,2129881514,,0.0
2986,385-2,제주특별자치도 제주시 애월읍 장전리,바오밥나무,255776746,http://t1.daumcdn.net/localfiy/ABB311A053EE46E38FE7E492C6F3A9FB,0.0
2987,412,제주특별자치도 제주시 아라일동,비엔제대지점,254401747,,0.0
2988,731-3,제주특별자치도 제주시 도남동,래빗,48694538,http://t1.daumcdn.net/localfiy/searchregister_706079633,0.0
2989,291-93,제주특별자치도 제주시 연동,에이프릴,292295175,,0.0
2990,2322-2,제주특별자치도 제주시 한림읍 월림리,음부리카페 인쌀롱제주,417487283,http://t1.daumcdn.net/localfiy/00320540A34242BF91B60143B012F896,0.0
2991,2120-115,제주특별자치도 제주시 한경면 저지리,아씨갤러리,27453944,,0.0
2992,579,제주특별자치도 제주시 조천읍 교래리,스노우빈,19452193,http://t1.daumcdn.net/place/DBA480055BFF4508B152A53C1C50708B,0.0
2993,256-38,제주특별자치도 서귀포시 중앙동,돌다방,9723492,,0.0
2994,2139,제주특별자치도 제주시 한경면 저지리,디오리오르 아트앤카페,27485828,,0.0
2995,435-1,제주특별자치도 제주시 구좌읍 상도리,모란이피기까지,443765682,,0.0
2996,224-18,제주특별자치도 서귀포시 성산읍 고성리,카페인섭지코지,150508228,,0.0
2997,산 24,제주특별자치도 서귀포시 안덕면 서광리,제주신화월드 더코브,1355002877,http://t1.daumcdn.net/place/743D2B995F4C4EC78B130EB443E6C1A0,0.0
2998,121-2,제주특별자치도 서귀포시 남원읍 태흥리,플레이카페서킷,1804471233,http://t1.daumcdn.net/localfiy/8C716220AF644D77AEFD5744045A1DE2,0.0
2999,196-2,제주특별자치도 서귀포시 성산읍 성산리,꿈의공간,24265474,,0.0
3000,1158-40,제주특별자치도 제주시 삼도이동,고미미,1961444877,http://t1.daumcdn.net/place/AE31A589EC604785B0CAE3D3DD4E11E4,0.0
3001,1169-2,제주특별자치도 제주시 이도이동,더그레이,1606769668,http://t1.daumcdn.net/localfiy/searchregister_841929753,0.0
3002,1407-2,제주특별자치도 제주시 애월읍 하가리,블라썸1407,1553958207,http://t1.daumcdn.net/localfiy/108D64FF12D84A5598CED9F310AE1E5B,0.0
3003,3019-14,제주특별자치도 제주시 한경면 저지리,돌담풍경,166612667,,0.0
3004,1760-4,제주특별자치도 서귀포시 남원읍 위미리,위미항면카페,27169548,http://t1.daumcdn.net/cfile/243F5136561241AD1D,0.0
3005,1502,제주특별자치도 제주시 한림읍 금능리,제주플레이그라운드,490092802,,0.0
3006,416-9,제주특별자치도 제주시 일도2동,마인,8958536,,0.0
3007,2535,제주특별자치도 제주시 애월읍 광령리,제주관광대학교 그라찌에,27190454,,1.0
3009,3810-6,제주특별자치도 제주시 노형동,오늘의마카롱,1540300848,http://t1.daumcdn.net/place/7D0328EF33B14D29A54CE72885981EB3,0.0
3010,4959,제주특별자치도 서귀포시 강정동,안나커피,764455426,,0.0
3011,2881-1,제주특별자치도 제주시 한경면 판포리,인판포,814556793,,0.0
3012,1368,제주특별자치도 제주시 구좌읍 세화리,드리머스카페,1612106388,,0.0
3013,274,제주특별자치도 서귀포시 보목동,투윅스,11621537,,0.0
3014,1979-18,제주특별자치도 제주시 이도2동,젤라또&에스프레소 제주지점,26061965,,0.0
3015,344,제주특별자치도 제주시 우도면 연평리,슈가탱크,1009948858,http://t1.daumcdn.net/place/E4F264718A4D4A228BC919B9B3FD2245,0.0
3016,963,제주특별자치도 제주시 애월읍 신엄리,큐티파이,992379624,,0.0
3017,347-9,제주특별자치도 서귀포시 성산읍 성산리,텀브커피 여객터미널점,316421450,,0.0
3018,1503-6,제주특별자치도 제주시 애월읍 납읍리,푸르메가살고있는곳,1804590593,http://t1.daumcdn.net/localfiy/A6A9FA434AD84D00AB6D09205B7598EB,0.0
3019,1029-1,제주특별자치도 서귀포시 대정읍 하모리,은성,21504310,,0.0
3020,1004-30,제주특별자치도 제주시 조천읍 함덕리,디저트39 함덕점,1223019171,http://t1.daumcdn.net/localfiy/searchregister_1664215562,0.0
3021,409-7,제주특별자치도 제주시 아라일동,팩토리소란,24856805,http://t1.daumcdn.net/cfile/212BE047539D04BF2E,0.0
3022,605-1,제주특별자치도 서귀포시 표선면 표선리,달달카페,26614242,http://t1.daumcdn.net/place/3BE467342F5543999AA6B5ACECDCB4A8,0.0
3023,916-2,제주특별자치도 제주시 노형동,하루에,10868418,,0.0
3024,216-9,제주특별자치도 서귀포시 서귀동,프로방스판티노,179409762,,0.0
3025,1967-8,제주특별자치도 제주시 이도2동,무아,19409621,http://t1.daumcdn.net/cfile/22746F4E52BFD60C01,0.0
3026,1441,제주특별자치도 제주시 건입동,모드락탑동점,966134287,,0.0
3027,80-1,제주특별자치도 서귀포시 대정읍 신평리,바람곶,1924491734,,0.0
3028,412-4,제주특별자치도 제주시 아라일동,꽃밭에서,26144079,http://t1.daumcdn.net/place/4E4C7E5AF636405D9B5AEDD1B5E7FCEA,0.0
3029,261-5,제주특별자치도 제주시 연동,수향다방,24407173,http://t1.daumcdn.net/place/3B5325AD32514F8BAB8BDAAB7AC310BB,0.0
3030,2000-6,제주특별자치도 제주시 이도이동,몸에좋은힐링주스연구소,915489436,http://t1.daumcdn.net/localfiy/42AB14C2C25247EE94E12C16F849AF20,0.0
3031,134,제주특별자치도 서귀포시 법환동,가든오브우아당,469786239,http://t1.daumcdn.net/place/68B73F410E174BFB8B24E30EC05825FE,0.0
3032,1185-4,제주특별자치도 제주시 우도면 연평리,리치망고 우도하고수동해수욕장점,1761234271,http://t1.daumcdn.net/place/8FEA97AE2CCD406D919C07B4A6018E75,0.0
3033,710-3,제주특별자치도 제주시 노형동,파스쿠찌 제주노형점,19659136,http://t1.daumcdn.net/place/0A48FA937E9E401D89CEBCC61A63BB8E,1.0
3034,3253-12,제주특별자치도 제주시 조천읍 조천리,lyrics,1700625289,http://t1.daumcdn.net/place/F819B4093A874A91B7AAFECE14F031AD,0.0
3035,662-2,제주특별자치도 서귀포시 안덕면 덕수리,카페앤드 효은양갱,100535814,http://t1.daumcdn.net/localad_thumb/t/7f93cbbd915ba3bf4fe12d7b28dcbf8dc09465db,0.0
3036,2721-4,제주특별자치도 제주시 애월읍 하귀2리,가호,1443596351,http://t1.daumcdn.net/place/BA796C19E7BD4AD39F730177CCB142F1,0.0
3037,298,제주특별자치도 제주시 우도면 연평리,인어카페,998666015,,0.0
3038,1379,제주특별자치도 제주시 아라이동,제주보드게임,1482869934,,0.0
3039,1291-4,제주특별자치도 제주시 노형동,테스민,10901647,http://t1.daumcdn.net/place/35BA074761AB45B883C158DC0344A8F8,0.0
3040,6092-10,제주특별자치도 제주시 아라일동,노티카우,290988270,,0.0
3041,3-14,제주특별자치도 서귀포시 성산읍 오조리,혼고뜨로,1236495454,,0.0
3042,579-2,제주특별자치도 제주시 삼도1동,메종드카페 제주점,1718507544,http://t1.daumcdn.net/place/CF35C204740640F589A43C6DF9BD26F6,0.0
3043,2990,제주특별자치도 제주시 아라일동,산들카페앤김밥,1520974413,http://t1.daumcdn.net/place/A73C89D541D84D2C929BBE9757F35C5A,0.0
3044,2866-1,제주특별자치도 제주시 한경면 판포리,모퉁이작은집,1885220129,,0.0
3045,795-1,제주특별자치도 서귀포시 서홍동,솔빛바다,8451183,,0.0
3046,1514-5,제주특별자치도 제주시 구좌읍 행원리,깡,27606311,,0.0
3047,829-5,제주특별자치도 서귀포시 서귀동,카페베네 제주엠스테이호텔점,27198960,,1.0
3049,1290-1,제주특별자치도 제주시 우도면 연평리,달콤아재,634550669,http://t1.daumcdn.net/place/E40D9BB623594756A92948C3D86D4677,0.0
3050,330-11,제주특별자치도 제주시 일도2동,하나다방,8652912,,0.0
3051,2534-9,제주특별자치도 제주시 노형동,허브헬스디자인,26841590,http://t1.daumcdn.net/cfile/24471F3C5582993929,0.0
3052,1479-1,제주특별자치도 제주시 구좌읍 세화리,마레1440 펜션&카페,1457384220,,0.0
3053,2814-5,제주특별자치도 제주시 용담1동,문빵9 공항본점,684628891,http://t1.daumcdn.net/localfiy/AA9CC5B669914B889768736357B659B3,0.0
3054,1288-5,제주특별자치도 제주시 노형동,키즈오션월드,20708433,,0.0
3055,3784-13,제주특별자치도 제주시 노형동,슈슈봉봉 제주점,2109942731,http://t1.daumcdn.net/place/88A7F16D7CC94D2C8A01D2D98689EBB9,0.0
3056,1691-9,제주특별자치도 제주시 이도1동,선라이즈 제주 칼 호텔,1335188772,,0.0
3057,1753-3,제주특별자치도 제주시 아라일동,카페잇 제주대학교병원점,1353926708,,0.0
3058,298-1,제주특별자치도 제주시 애월읍 고성리,어클락,742135928,,0.0
3059,1048-4,제주특별자치도 서귀포시 대정읍 하모리,제주설심당 모슬포점,336197952,http://t1.daumcdn.net/place/3BA57C6F87A2423795F457397909E7A8,0.0
3060,2147-1,제주특별자치도 서귀포시 안덕면 사계리,스테이위드커피,15264554,http://t1.daumcdn.net/place/C6D4D07500F24F90AB89F2EE177BC5A4,0.0
3061,382-2,제주특별자치도 제주시 내도동,레이즈업커피,438601509,http://t1.daumcdn.net/place/E961D39833E3447A8327677EC06AA179,0.0
3062,1088-3,제주특별자치도 제주시 오라일동,카페열리,803475517,http://t1.daumcdn.net/place/16172FADFA50433A93D40FC10B14D2A0,0.0
3063,1041-1,제주특별자치도 서귀포시 성산읍 신산리,정든다방,11165003,,0.0
3064,420-5,제주특별자치도 서귀포시 서귀동,공차 서귀포올레시장점,1235447800,http://t1.daumcdn.net/place/AC699B7ABD0248E2B950AB6A7110ECEC,1.0
3065,6115-7,제주특별자치도 제주시 아라일동,커피1104,24400103,,0.0
3066,1046-15,제주특별자치도 제주시 노형동,줄리앙와플앤커피 제주점,1963457925,,0.0
3067,2387-1,제주특별자치도 제주시 조천읍 조천리,어느멋진날,1136711435,http://t1.daumcdn.net/place/E2BC736760624A338D26DA79BE387183,0.0
3068,1185-11,제주특별자치도 제주시 이도2동,비만고양이,19244249,http://t1.daumcdn.net/place/3AA17E3168C944C99B529D2F64782554,0.0
3069,1878-9,제주특별자치도 제주시 영평동,위드모먼트,1929760696,http://t1.daumcdn.net/place/C2E1FF80522D4CB8A5C878C2ED198B18,0.0
3070,65-1,제주특별자치도 서귀포시 동홍동,베니스,2350189,,0.0
3071,2029-16,제주특별자치도 제주시 이도이동,카페일르,295580160,,0.0
3072,732-2,제주특별자치도 제주시 조천읍 교래리,돌카롱 사려니숲길본점,816844811,http://t1.daumcdn.net/place/86569FDC9B3144848993FAF210D9A9AF,0.0
3073,1106-23,제주특별자치도 서귀포시 성산읍 고성리,아주카페,378668962,,0.0
3074,1765-3,제주특별자치도 제주시 이도2동,꿈꾸는흰당나귀,15627608,http://t1.daumcdn.net/place/A7A89FE4BD82459698012B54583D48EB,0.0
3075,1426-4,제주특별자치도 제주시 한림읍 금능리,닻별,1789758057,http://t1.daumcdn.net/place/A99D2342B48E45AB92719D985565C894,0.0
3076,770-2,제주특별자치도 서귀포시 대정읍 하모리,카페멘도롱,26491535,http://t1.daumcdn.net/place/817F6685C75A4F16B113A97E933C492C,0.0
3077,550-2,제주특별자치도 제주시 일도2동,가을다방,21569109,,0.0
3078,1045-9,제주특별자치도 제주시 노형동,커피베이 제주노형점,441219950,,1.0
3079,762-3,제주특별자치도 제주시 노형동,스타만화카페 한라점,25865787,http://t1.daumcdn.net/place/197B2229631046F6931933E1E9159BE8,0.0
3080,789-1,제주특별자치도 서귀포시 보목동,바라크라,1380172256,http://t1.daumcdn.net/place/9974272139E441018867CB818C87EFAA,0.0
3081,923-5,제주특별자치도 서귀포시 대정읍 하모리,둘이네,15954117,,0.0
3082,1269-19,제주특별자치도 제주시 조천읍 함덕리,망고레이 제주함덕점,27418367,http://t1.daumcdn.net/place/0B0BBADB962649ECBBCD5F9ECAD591B3,0.0
3083,1858-1,제주특별자치도 서귀포시 대정읍 안성리,레이블,1576496922,http://t1.daumcdn.net/localfiy/E694B4F41CF74EB7A4D800C875FCC917,0.0
3084,2004,제주특별자치도 서귀포시 호근동,세컨드뮤지오,978510513,http://t1.daumcdn.net/place/7AF0DF7301F84757A13E25A7CAF3C787,0.0
3085,3648-4,제주특별자치도 제주시 구좌읍 세화리,어드래커피집,1304962850,,0.0
3086,1197-4,제주특별자치도 제주시 우도면 연평리,안녕육지사람,18742934,http://t1.daumcdn.net/place/7F307348C3DB4982B42401541ADBD3F1,0.0
3087,1322-2,제주특별자치도 제주시 한림읍 동명리,동명정류장,1315063856,http://t1.daumcdn.net/localfiy/B0A70913F7CB4A4B918AB62972FF4364,0.0
3088,1050,제주특별자치도 제주시 구좌읍 한동리,이랑,1537287969,,0.0
3089,272-9,제주특별자치도 제주시 연동,공차 제주연동점,2007571872,,1.0
3090,468-12,제주특별자치도 제주시 조천읍 선흘리,나무카페,13127508,http://t1.daumcdn.net/place/0C8317FFDE3D48C9BCF3F00010718AF8,0.0
3091,1276-26,제주특별자치도 제주시 일도일동,담그멍족욕카페,115388983,http://t1.daumcdn.net/localfiy/578C329E9937468BAB8B33FF3EFF09EA,0.0
3092,2964-9,제주특별자치도 제주시 애월읍 하귀2리,애월에홀리다,547787267,,0.0
3093,240-3,제주특별자치도 서귀포시 표선면 세화리,헤세드하우스카페,26503795,http://t1.daumcdn.net/localfiy/ED26754A32434CEDA43A788E23E30EA6,0.0
3094,1612,제주특별자치도 제주시 애월읍 하귀1리,씨사이드,798656427,http://t1.daumcdn.net/place/FF0BB3EF1DAD4D40AE72BC3C17C9EA60,0.0
3095,2464-2,제주특별자치도 제주시 애월읍 애월리,지금이순간,2058969392,http://t1.daumcdn.net/place/B97BC27217B54A7D9BCD3F000A56506D,0.0
3096,615,제주특별자치도 제주시 조천읍 교래리,삼다숲체험카페,1603000223,http://t1.daumcdn.net/localfiy/searchregister_1510335136,0.0
3097,295-14,제주특별자치도 서귀포시 서귀동,카페랑,540531467,,0.0
3098,1259-6,제주특별자치도 제주시 이도1동,사주랑타로랑,19771364,,0.0
3099,68,제주특별자치도 제주시 일도2동,럭스PC카페,1586433360,,0.0
3100,650,제주특별자치도 서귀포시 하효동,하효일오브제주티브랜딩,1563601606,,0.0
3101,1493-1,제주특별자치도 제주시 한림읍 금능리,금능반지하,27222222,http://t1.daumcdn.net/place/EFC631C716C141EB9992DBFD84CA96EC,0.0
3102,412,제주특별자치도 서귀포시 동홍동,더벤티 동홍점,884874055,,0.0
3103,904-7,제주특별자치도 제주시 한림읍 귀덕리,민수민수,1950228127,,0.0
3104,1027,제주특별자치도 제주시 구좌읍 종달리,이스트포레스트,30139815,http://t1.daumcdn.net/place/1102BC46AD314272B05E0C8E303F12D1,0.0
3105,1297-3,제주특별자치도 제주시 한림읍 금능리,행자네카페,1265799661,http://t1.daumcdn.net/place/26988C17B10448759F44A70EE120AF52,0.0
3106,2846,제주특별자치도 서귀포시 남원읍 위미리,바람나무,22838105,,0.0
3107,1773-20,제주특별자치도 제주시 이도2동,더커프릿,15542577,,0.0
3108,314-22,제주특별자치도 서귀포시 서홍동,라울,17898295,,0.0
3109,1894,제주특별자치도 제주시 애월읍 유수암리,카페유수공간,1536848112,http://t1.daumcdn.net/localfiy/searchregister_1980699664,0.0
3110,1537-20,제주특별자치도 제주시 구좌읍 행원리,커피별바다잔,18233689,,0.0
3111,292-32,제주특별자치도 제주시 연동,엘린카페,23104656,,0.0
3112,3164,제주특별자치도 제주시 구좌읍 평대리,친절한비자씨,256377512,http://t1.daumcdn.net/localfiy/searchregister_21903659,0.0
3113,2002,제주특별자치도 제주시 용담2동,파스쿠찌 제주공항1호점,20176607,,1.0
3114,2512-1,제주특별자치도 제주시 우도면 연평리,라떼킹 제주우도점,18522440,http://t1.daumcdn.net/place/7564A2225DCA4B14B96D6058669B92B3,0.0
3115,3001-14,제주특별자치도 제주시 아라이동,카페더비어,26786520,,0.0
3116,1501,제주특별자치도 제주시 연동,레몬트리,8580336,,0.0
3117,6115-6,제주특별자치도 제주시 아라일동,헬로방방 아라점,24712209,http://t1.daumcdn.net/place/980B279FDAE64E5584BC5DF673813EDF,0.0
3118,165-21,제주특별자치도 제주시 일도2동,또주랑,1493300746,,0.0
3119,271,제주특별자치도 서귀포시 안덕면 상창리,카멜리아힐온실카페,1361998175,http://t1.daumcdn.net/place/855437C4C9874ACE82993F67EB17E834,0.0
3120,1156,제주특별자치도 제주시 애월읍 고내리,더바당카페,365122787,,0.0
3121,1492-3,제주특별자치도 제주시 일도일동,설빙 칠성통점,26264322,http://t1.daumcdn.net/place/9EC81CBA5AD64CAC80C57A4B92978B5F,0.0
3122,889,제주특별자치도 제주시 애월읍 납읍리,곽스 제주점,85931195,http://t1.daumcdn.net/localfiy/F703AEB7F97F4767AA223F43D29E837C,0.0
3123,1580-21,제주특별자치도 제주시 삼양일동,카페마카리오스,1322258770,,0.0
3124,1049-2,제주특별자치도 제주시 일도1동,그디,1685775994,http://t1.daumcdn.net/localfiy/searchregister_93244126,0.0
3125,6104-1,제주특별자치도 제주시 아라일동,뮤즈카페,19866819,,0.0
3126,1535-3,제주특별자치도 서귀포시 대포동,선,16833436,,0.0
3127,484,제주특별자치도 서귀포시 표선면 표선리,커넥,912342726,,0.0
3128,6090-2,제주특별자치도 제주시 아라일동,스위첸당구카페,1648261969,,0.0
3129,1058-12,제주특별자치도 제주시 이도2동,몽착즙주스,1292966430,http://t1.daumcdn.net/localfiy/D0C8A9597FA7407EBA39C4B0845399AA,0.0
3130,6116-8,제주특별자치도 제주시 아라일동,안녕가루야,541903583,,0.0
3131,2255,제주특별자치도 제주시 조천읍 함덕리,함덕카페H,896315145,,0.0
3132,1957-5,제주특별자치도 제주시 이도2동,더치립,17766800,http://t1.daumcdn.net/place/4C49DB7025514B268BC7CFF7CD64A919,0.0
3133,402-4,제주특별자치도 서귀포시 동홍동,사향고양이,21309162,,0.0
3134,981-1,제주특별자치도 제주시 일도2동,해즈빈 여상점,274060572,http://t1.daumcdn.net/localfiy/F601F01529F74B8ABCE99D24BD1F330C,0.0
3135,1371-1,제주특별자치도 서귀포시 하효동,게우지코지인갤러리 커피하우스,1013835521,http://t1.daumcdn.net/place/4DCC2AC65DAA4E4AB72D5D577D57BF35,0.0
3136,1424-4,제주특별자치도 제주시 구좌읍 세화리,해오름다방,11204547,,0.0
3137,1774-1,제주특별자치도 제주시 이도일동,셜록홈즈 제주시청점,1251723849,,0.0
3138,692,제주특별자치도 서귀포시 표선면 표선리,솔잎다방,10565347,,0.0
3139,991-4,제주특별자치도 서귀포시 안덕면 화순리,카페9914,1420907296,,0.0
3140,1898-1,제주특별자치도 서귀포시 표선면 가시리,우리동네가시리,24983104,http://t1.daumcdn.net/place/CECC1848DAA846CF880AC74F86CDFAF0,0.0
3141,3080-1,제주특별자치도 제주시 조천읍 조천리,꽃카롱,1191469287,,0.0
3142,1186-9,제주특별자치도 제주시 이도이동,설빙 제주시청점,24529456,http://t1.daumcdn.net/place/4150D5C7AA374D91A89E612C237ABFB1,0.0
3143,901-19,제주특별자치도 제주시 도남동,돈테일러익스프레스,1366075110,http://t1.daumcdn.net/localfiy/searchregister_558442847,0.0
3144,157-1,제주특별자치도 서귀포시 대정읍 인성리,대정로스터리카페,565617348,,0.0
3145,368-28,제주특별자치도 제주시 아라일동,올드소울,2060626816,,0.0
3146,1769-1,제주특별자치도 서귀포시 호근동,소통펜션,1918653143,,0.0
3147,2085,제주특별자치도 제주시 조천읍 선흘리,카페2085,1596466852,http://t1.daumcdn.net/place/A7B9DB1A26E0477CA7B7221520AC2769,0.0
3148,788-1,제주특별자치도 제주시 삼도1동,구일커피,1910534579,http://t1.daumcdn.net/localfiy/searchregister_1942469313,0.0
3149,1692-2,제주특별자치도 제주시 이도일동,미리마리몽,1059318772,,0.0
3150,86,제주특별자치도 제주시 노형동,인트,20691648,http://t1.daumcdn.net/place/6683F40AB07B4B3C8DD15364DC8C4EF7,0.0
3151,6084,제주특별자치도 제주시 아라일동,위드커피,72584373,,0.0
3152,280-60,제주특별자치도 제주시 연동,바론,257843462,,0.0
3153,762,제주특별자치도 제주시 우도면 연평리,달봉,473251354,,0.0
3154,109-20,제주특별자치도 제주시 일도2동,미소천,332313480,http://t1.daumcdn.net/place/369B2D5408334163A917BE525E9AFFF9,0.0
3155,6-11,제주특별자치도 제주시 한림읍 금악리,이비자제주,1425955692,,0.0
3156,42,제주특별자치도 서귀포시 서귀동,파우자,20458456,http://t1.daumcdn.net/place/CF018A62BB834BEE826738C7E7731D85,0.0
3157,3039-1,제주특별자치도 서귀포시 색달동,더쇼어호텔제주 그로토바,27391690,,0.0
3158,2578-1,제주특별자치도 제주시 노형동,아모카커피,9860668,http://t1.daumcdn.net/place/AC4B3A484FA24F13B61A714923BF5CF0,0.0
3159,2531-1,제주특별자치도 제주시 노형동,홍이,58265453,,0.0
3160,산 28-2,제주특별자치도 서귀포시 상효동,상효원수목원 카페테리아,27588072,,0.0
3161,2574,제주특별자치도 제주시 아라일동,해즈빈연북로점,2090297608,,0.0
3162,2447-46,제주특별자치도 제주시 한림읍 협재리,라이슬라,739605782,http://t1.daumcdn.net/localfiy/E4D4BCD843324FFFA1C2B2B5C0417EBA,0.0
3163,315-3,제주특별자치도 서귀포시 서귀동,백패커스홈카페 주차장,891497305,,0.0
3164,719-1,제주특별자치도 제주시 도두이동,라붕제주,1764994175,http://t1.daumcdn.net/localfiy/searchregister_1454985009,0.0
3165,244-1,제주특별자치도 제주시 노형동,브릭캠퍼스 카페,1818096037,,0.0
3166,1954-2,제주특별자치도 제주시 이도이동,브런치카페 앨리,1398000881,http://t1.daumcdn.net/place/E6F044FC3C03455DA7A0E64F075E029C,0.0
3167,4007-2,제주특별자치도 제주시 한경면 조수리,하소로커피,2036344906,http://t1.daumcdn.net/place/7169AF259CBC4108B9033E86E48E4CFC,0.0
3168,2678-1,제주특별자치도 제주시 용담2동,커피팩토리,15852294,,0.0
3169,1474-15,제주특별자치도 제주시 오라이동,샤론의꽃카페,439182629,,0.0
3170,66-6,제주특별자치도 서귀포시 안덕면 서광리,느영나영감귤창고,1922855572,http://t1.daumcdn.net/place/5DE19194921B495BBC20595223D09257,0.0
3171,1772-22,제주특별자치도 제주시 이도2동,카페ra,26528224,http://t1.daumcdn.net/place/AFC7C9209C3B4CA2A79A05556D37AE1B,0.0
3172,2484-1,제주특별자치도 제주시 애월읍 애월리,커플,23257049,http://t1.daumcdn.net/place/CF1206E7D9F846D680702C6287D6D87B,0.0
3173,430-4,제주특별자치도 제주시 외도일동,북카페여행,15566586,,0.0
3174,581-1,제주특별자치도 서귀포시 토평동,뜰안에,61000120,,0.0
3175,1027,제주특별자치도 제주시 이도2동,데미타스,27208308,,0.0
3176,4233,제주특별자치도 제주시 한경면 용수리,제주늘보의오후카페,966509222,http://t1.daumcdn.net/localfiy/31BCB42EEDF54ACB84AC16E3B3074C77,0.0
3177,1290-4,제주특별자치도 제주시 봉개동,카페봉개,1603055034,,0.0
3178,1486-3,제주특별자치도 제주시 연동,인스,10756504,,0.0
3179,976,제주특별자치도 제주시 애월읍 수산리,콩쥐살쥐,25497397,http://t1.daumcdn.net/place/52E779A1A5DE43A9B0C83E3BAFBD4AE7,0.0
3180,1723-2,제주특별자치도 제주시 구좌읍 평대리,오늘은와플데이,29208296,,0.0
3181,1987-14,제주특별자치도 제주시 이도이동,플랜비스터디카페,292678268,,0.0
3182,820-3,제주특별자치도 서귀포시 서귀동,프립캠프,660471801,,0.0
3183,1680-1,제주특별자치도 제주시 우도면 연평리,우도다방돼지네땅콩손만두,886040667,http://t1.daumcdn.net/place/FC3404F0CD4E4A37A50C710B711F7C96,0.0
3184,306-10,제주특별자치도 제주시 용담1동,영영카페,9283479,,0.0
3185,1186-27,제주특별자치도 제주시 이도2동,카페봄,22894694,http://t1.daumcdn.net/place/FA49E490F51548B0A408B030D59E62C1,0.0
3186,1498,제주특별자치도 제주시 한림읍 협재리,보울앤스무디,871881759,,0.0
3187,2652,제주특별자치도 제주시 우도면 연평리,뽀요요펜션카페,13283796,,0.0
3188,92,제주특별자치도 제주시 구좌읍 행원리,힐다인제주,1567211065,http://t1.daumcdn.net/localfiy/2C34047EE1154D829748B39A575482B6,0.0
3189,1647,제주특별자치도 제주시 구좌읍 동복리,카페벨라이탈리아,19773549,,0.0
3190,2034-8,제주특별자치도 제주시 이도2동,작은커피집뜨레비,12622020,,0.0
3191,1480,제주특별자치도 제주시 애월읍 하귀2리,카페백퍼,26350894,http://t1.daumcdn.net/cfile/257F4B38548906E50C,0.0
3192,2864-10,제주특별자치도 서귀포시 색달동,옐로우카페,571719196,http://t1.daumcdn.net/place/CBA7D0537C68423E9A506A2F7928C080,0.0
3193,1447,제주특별자치도 서귀포시 하효동,서양차관,1425230111,http://t1.daumcdn.net/place/E651960961024183A3513012596411BC,0.0
3194,102-2,제주특별자치도 서귀포시 남원읍 남원리,남원호박까페,25085808,,0.0
3195,1999-2,제주특별자치도 제주시 이도이동,9커피,27529259,http://t1.daumcdn.net/localfiy/E187685966D841D1806ABD338C731D59,0.0
3196,915,제주특별자치도 제주시 도남동,정든공간,8502392,,0.0
3197,557-5,제주특별자치도 서귀포시 토평동,포레스타,548535443,,0.0
3198,594,제주특별자치도 제주시 구좌읍 김녕리,월정리인카페,1098065316,,0.0
3199,3229-4,제주특별자치도 서귀포시 표선면 성읍리,보롬왓카페,6325127,http://t1.daumcdn.net/place/E6C769CCEA524C52A50DE8F1EB36A4C3,0.0
3200,1993-3,제주특별자치도 제주시 이도2동,동네,21566288,,0.0
3201,910-1,제주특별자치도 제주시 노형동,레트르,84507802,http://t1.daumcdn.net/localfiy/6E8900DC7E744E4F8E100E1E79FF6E02,0.0
3202,794,제주특별자치도 서귀포시 남원읍 의귀리,블레스가든,1923266961,,0.0
3203,408-17,제주특별자치도 제주시 이도2동,예전에,10636099,,0.0
3204,1972-2,제주특별자치도 제주시 이도2동,헤븐스도어,23944620,,0.0
3205,1778-1,제주특별자치도 제주시 이도2동,마카롱,14610835,,0.0
3206,1369-4,제주특별자치도 제주시 이도1동,투엑스라지커피랩,27335469,,0.0
3207,867,제주특별자치도 제주시 우도면 연평리,우도하영,914906312,http://t1.daumcdn.net/place/8CA1E23F890141C2A463A068951D0335,0.0
3208,317-4,제주특별자치도 제주시 우도면 연평리,대니스카페,26891735,http://t1.daumcdn.net/place/D5067C5F778D40129F6DD246293D4F43,0.0
3209,643,제주특별자치도 제주시 한림읍 옹포리,컴컴제주,233743673,http://t1.daumcdn.net/place/7823D76C362644F4BE1159E9B2F560CB,0.0
3210,1722-6,제주특별자치도 제주시 구좌읍 종달리,엘예그리나,17232405,,0.0
3211,338-4,제주특별자치도 서귀포시 성산읍 오조리,블랙업커피 제주성산점,290382977,http://t1.daumcdn.net/place/AD7934C315A646F487F4D4A674A9DB98,0.0
3212,1997-1,제주특별자치도 제주시 이도2동,카페띠아모 제주법원점,17900540,,1.0
3214,551,제주특별자치도 제주시 구좌읍 월정리,월정리에서브런치,26915541,http://t1.daumcdn.net/place/74E119F4FA4B46E1BB6D16321451DEFF,0.0
3215,1768-22,제주특별자치도 제주시 이도2동,카페봄봄 제주시청점,553377015,,0.0
3216,505,제주특별자치도 제주시 구좌읍 월정리,카페무늬,850195096,http://t1.daumcdn.net/place/93D102FC96E04CA0A6E13B8E662412D9,0.0
