,addrbunho,address,cafe,cafe_id,image_url,franchise,si,address1,town,ri,final_address,lat,lng
370,2021-10,제주특별자치도 제주시 이도이동,주르르커피,1648639350,http://t1.daumcdn.net/place/ED1728CC84774E88BF7D9DBED8A66030,0.0,제주시,"['제주특별자치도', '제주시', '이도이동']",제주시,제주시,제주특별자치도 제주시 이도이동 2021-10,33.48666883514439,126.5374983544706
485,1068-3,제주특별자치도 제주시 노형동,소이재,807371912,http://t1.daumcdn.net/place/80A3240BD16E4132BBE1F8D06D822228,0.0,제주시,"['제주특별자치도', '제주시', '노형동']",제주시,제주시,제주특별자치도 제주시 노형동 1068-3,33.489089177664084,126.47856723977578
3129,244-1,제주특별자치도 제주시 노형동,브릭캠퍼스 카페,1818096037,,0.0,제주시,"['제주특별자치도', '제주시', '노형동']",제주시,제주시,제주특별자치도 제주시 노형동 244-1,33.45835876064807,126.48535135783426
2851,189-2,제주특별자치도 서귀포시 성산읍 고성리,라메종베니 위드 로컬푸드,1844211343,,0.0,서귀포시,"['제주특별자치도', '서귀포시', '성산읍', '고성리']",성산읍,고성리,제주특별자치도 서귀포시 성산읍 고성리 189-2,33.435848623848926,126.9219021521337
1145,3813-6,제주특별자치도 제주시 노형동,홍콩,650335330,,0.0,제주시,"['제주특별자치도', '제주시', '노형동']",제주시,제주시,제주특별자치도 제주시 노형동 3813-6,33.4785442635529,126.47517468802532
1960,2596-1,제주특별자치도 서귀포시 표선면 표선리,보타니카170,14079983,http://t1.daumcdn.net/place/3AB2A4C7EAAF40B08FD210AFDA4509D5,0.0,서귀포시,"['제주특별자치도', '서귀포시', '표선면', '표선리']",표선면,표선리,제주특별자치도 서귀포시 표선면 표선리 2596-1,33.329642795794115,126.81455619145852
571,105-6,제주특별자치도 서귀포시 남원읍 남원리,플로리안,12768992,,0.0,서귀포시,"['제주특별자치도', '서귀포시', '남원읍', '남원리']",남원읍,남원리,제주특별자치도 서귀포시 남원읍 남원리 105-6,33.27918737178643,126.71846518490675
599,1,제주특별자치도 제주시 구좌읍 하도리,토끼썸,851584544,http://t1.daumcdn.net/place/AC369246E7BD42C2A530A770F5221798,0.0,제주시,"['제주특별자치도', '제주시', '구좌읍', '하도리']",구좌읍,하도리,제주특별자치도 제주시 구좌읍 하도리 1,33.52184154861842,126.89871174328368
2709,2632,제주특별자치도 제주시 한경면 고산리,슈가램프,566806168,,0.0,제주시,"['제주특별자치도', '제주시', '한경면', '고산리']",한경면,고산리,제주특별자치도 제주시 한경면 고산리 2632,33.30657865301524,126.17766520597327
233,1045-19,제주특별자치도 제주시 건입동,대지,15995114,,0.0,제주시,"['제주특별자치도', '제주시', '건입동']",제주시,제주시,제주특별자치도 제주시 건입동 1045-19,33.51413423531533,126.53730490839506
2977,1368,제주특별자치도 제주시 구좌읍 세화리,드리머스카페,1612106388,,0.0,제주시,"['제주특별자치도', '제주시', '구좌읍', '세화리']",구좌읍,세화리,제주특별자치도 제주시 구좌읍 세화리 1368,33.52124496369004,126.86009884240528
1950,1088-3,제주특별자치도 제주시 오라일동,우노박스도스커피,1030031481,,0.0,제주시,"['제주특별자치도', '제주시', '오라일동']",제주시,제주시,제주특별자치도 제주시 오라일동 1088-3,33.495623787421934,126.52050437530914
791,1192-17,제주특별자치도 제주시 삼도이동,에이팩토리 베이커리카페,26098534,http://t1.daumcdn.net/place/1342090C0AAB4633BA50C1F1EB8C253D,0.0,제주시,"['제주특별자치도', '제주시', '삼도이동']",제주시,제주시,제주특별자치도 제주시 삼도이동 1192-17,33.51695216683922,126.52339624267101
47,285-3,제주특별자치도 서귀포시 서홍동,메가커피 제주서홍점,1094176770,,0.0,서귀포시,"['제주특별자치도', '서귀포시', '서홍동']",서귀포시,서귀포시,제주특별자치도 서귀포시 서홍동 285-3,33.26259033578929,126.55852043146461
1945,1073,제주특별자치도 제주시 한림읍 한림리,소라카페앤음식,1462122525,,0.0,제주시,"['제주특별자치도', '제주시', '한림읍', '한림리']",한림읍,한림리,제주특별자치도 제주시 한림읍 한림리 1073,33.41466807328885,126.2649758022303
2169,2582,제주특별자치도 제주시 한경면 판포리,홀리가든,1423811026,http://t1.daumcdn.net/localfiy/2A6A33C83D434D2C98220257F9F2902B,0.0,제주시,"['제주특별자치도', '제주시', '한경면', '판포리']",한경면,판포리,제주특별자치도 제주시 한경면 판포리 2582,33.35971810013526,126.20248703072082
1104,1877-6,제주특별자치도 서귀포시 표선면 가시리,뚜르셀프카페,2035112788,http://t1.daumcdn.net/localfiy/864D996CBF8D464598D8450C31E22D71,0.0,서귀포시,"['제주특별자치도', '서귀포시', '표선면', '가시리']",표선면,가시리,제주특별자치도 서귀포시 표선면 가시리 1877-6,33.35360888455557,126.7717803431739
1534,1726-5,제주특별자치도 제주시 애월읍 납읍리,애월후식,2138824476,http://t1.daumcdn.net/localfiy/D6288E6BF4364D50B4CF05E83A28F47B,0.0,제주시,"['제주특별자치도', '제주시', '애월읍', '납읍리']",애월읍,납읍리,제주특별자치도 제주시 애월읍 납읍리 1726-5,33.43905565917551,126.33018344507826
58,2435,제주특별자치도 제주시 조천읍 조천리,듀블라썸,1464121620,,0.0,제주시,"['제주특별자치도', '제주시', '조천읍', '조천리']",조천읍,조천리,제주특별자치도 제주시 조천읍 조천리 2435,33.53908190613899,126.63642514274163
1385,3012-3,제주특별자치도 제주시 아라이동,빌리엔젤 제주이도점,196225418,http://t1.daumcdn.net/place/2C6D1CF227DA46248B7AC599A000899A,0.0,제주시,"['제주특별자치도', '제주시', '아라이동']",제주시,제주시,제주특별자치도 제주시 아라이동 3012-3,33.49330145787306,126.54151341591448
72,1174-13,제주특별자치도 제주시 이도2동,카페무세띠,425490754,,0.0,제주시,"['제주특별자치도', '제주시', '이도2동']",제주시,제주시,제주특별자치도 제주시 이도2동 1174-13,,
2655,1046-12,제주특별자치도 제주시 오라일동,비트카페,1693716472,,0.0,제주시,"['제주특별자치도', '제주시', '오라일동']",제주시,제주시,제주특별자치도 제주시 오라일동 1046-12,33.4926923346257,126.51785190567819
2921,450,제주특별자치도 제주시 용담2동,예그리나,24768798,http://t1.daumcdn.net/place/A47FE8A49ACC4085B4BD1A6920E9DC92,0.0,제주시,"['제주특별자치도', '제주시', '용담2동']",제주시,제주시,제주특별자치도 제주시 용담2동 450,33.51555645980472,126.51318294567498
2099,584-2,제주특별자치도 서귀포시 상예동,어썸,185339038,http://t1.daumcdn.net/place/E85B7DFBCFEA4CE39B9E3EE7EC8AC379,0.0,서귀포시,"['제주특별자치도', '서귀포시', '상예동']",서귀포시,서귀포시,제주특별자치도 서귀포시 상예동 584-2,33.25655813503048,126.40260446926928
635,312-1,제주특별자치도 제주시 연동,아이갓에브리씽,409597351,,0.0,제주시,"['제주특별자치도', '제주시', '연동']",제주시,제주시,제주특별자치도 제주시 연동 312-1,33.488899314172876,126.49809151892869
555,1965-3,제주특별자치도 제주시 삼양이동,이솔라,1995771772,http://t1.daumcdn.net/localfiy/searchregister_1503588823,0.0,제주시,"['제주특별자치도', '제주시', '삼양이동']",제주시,제주시,제주특별자치도 제주시 삼양이동 1965-3,33.525660197949605,126.58408722175912
2431,3283-2,제주특별자치도 제주시 구좌읍 평대리,놀놀 플레이그라운드,1608544288,http://t1.daumcdn.net/localfiy/00A87AC7974C40D3B3363AE572042D18,0.0,제주시,"['제주특별자치도', '제주시', '구좌읍', '평대리']",구좌읍,평대리,제주특별자치도 제주시 구좌읍 평대리 3283-2,33.49445358839842,126.80689247607428
2546,288,제주특별자치도 서귀포시 안덕면 감산리,카페차롱,2039811828,http://t1.daumcdn.net/place/91930B7DFC604855999C3E5BC18B7726,0.0,서귀포시,"['제주특별자치도', '서귀포시', '안덕면', '감산리']",안덕면,감산리,제주특별자치도 서귀포시 안덕면 감산리 288,33.259692228530874,126.35427698817402
3096,1957-5,제주특별자치도 제주시 이도2동,더치립,17766800,http://t1.daumcdn.net/place/4C49DB7025514B268BC7CFF7CD64A919,0.0,제주시,"['제주특별자치도', '제주시', '이도2동']",제주시,제주시,제주특별자치도 제주시 이도2동 1957-5,33.49372564211092,126.5470249837503
1794,745-3,제주특별자치도 서귀포시 법환동,투썸플레이스 서귀포신시가지점,845460888,http://t1.daumcdn.net/place/54C10641998D4FA29ABA9757371313D9,1.0,서귀포시,"['제주특별자치도', '서귀포시', '법환동']",서귀포시,서귀포시,제주특별자치도 서귀포시 법환동 745-3,33.25179280962878,126.51044841961412
2986,409-7,제주특별자치도 제주시 아라일동,팩토리소란,24856805,http://t1.daumcdn.net/cfile/212BE047539D04BF2E,0.0,제주시,"['제주특별자치도', '제주시', '아라일동']",제주시,제주시,제주특별자치도 제주시 아라일동 409-7,33.45583512276508,126.5494980869231
335,311-7,제주특별자치도 서귀포시 서귀동,전통란찻집,251816842,,0.0,서귀포시,"['제주특별자치도', '서귀포시', '서귀동']",서귀포시,서귀포시,제주특별자치도 서귀포시 서귀동 311-7,33.248139431806294,126.55965328090811
1962,2421-18,제주특별자치도 서귀포시 안덕면 덕수리,커피에반하다 제주덕수점,1682263918,http://t1.daumcdn.net/place/49917BA007794AED8F4140CEAC9C3F07,1.0,서귀포시,"['제주특별자치도', '서귀포시', '안덕면', '덕수리']",안덕면,덕수리,제주특별자치도 서귀포시 안덕면 덕수리 2421-18,33.252131401775884,126.30383312295741
533,2837-7,제주특별자치도 제주시 애월읍 하귀2리,수웨기,2130671964,http://t1.daumcdn.net/localfiy/D0EF219D569C4E858DD9BECFEA9AB61F,0.0,제주시,"['제주특별자치도', '제주시', '애월읍', '하귀2리']",애월읍,하귀2리,제주특별자치도 제주시 애월읍 하귀2리 2837-7,33.48860364853202,126.388887420701
2457,3009-1,제주특별자치도 제주시 아라이동,픽스커피,310452204,http://t1.daumcdn.net/place/038916B3E625471D8B7407573FEE6471,0.0,제주시,"['제주특별자치도', '제주시', '아라이동']",제주시,제주시,제주특별자치도 제주시 아라이동 3009-1,33.49144239622843,126.5439636854523
636,663-9,제주특별자치도 제주시 도남동,제주설심당 도남점,386345472,http://t1.daumcdn.net/localfiy/74FF36E26CE74FB28C63B2887A8D2406,0.0,제주시,"['제주특별자치도', '제주시', '도남동']",제주시,제주시,제주특별자치도 제주시 도남동 663-9,33.490292434526594,126.52772164376809
180,917-28,제주특별자치도 제주시 도남동,지오,27563856,http://t1.daumcdn.net/cfile/2478AC3C570C591408,0.0,제주시,"['제주특별자치도', '제주시', '도남동']",제주시,제주시,제주특별자치도 제주시 도남동 917-28,33.49791380572851,126.52612203480147
1496,887-1,제주특별자치도 제주시 삼도이동,첫사랑,23584976,http://t1.daumcdn.net/place/EB1A739A4BB34D16911D87EFD470EDFE,0.0,제주시,"['제주특별자치도', '제주시', '삼도이동']",제주시,제주시,제주특별자치도 제주시 삼도이동 887-1,33.512858726925096,126.5196042468805
3130,1954-2,제주특별자치도 제주시 이도이동,브런치카페 앨리,1398000881,http://t1.daumcdn.net/place/E6F044FC3C03455DA7A0E64F075E029C,0.0,제주시,"['제주특별자치도', '제주시', '이도이동']",제주시,제주시,제주특별자치도 제주시 이도이동 1954-2,33.494470334327424,126.54751179992834
1036,2033-1,제주특별자치도 제주시 구좌읍 평대리,카페마니,27167180,http://t1.daumcdn.net/place/F058B71904BC477094EC86DF235234B0,0.0,제주시,"['제주특별자치도', '제주시', '구좌읍', '평대리']",구좌읍,평대리,제주특별자치도 제주시 구좌읍 평대리 2033-1,33.53735597034537,126.83748096824743
120,1119,제주특별자치도 서귀포시 성산읍 온평리,미오,18775659,,0.0,서귀포시,"['제주특별자치도', '서귀포시', '성산읍', '온평리']",성산읍,온평리,제주특별자치도 서귀포시 성산읍 온평리 1119,33.39952987992855,126.9041167086038
2979,1979-18,제주특별자치도 제주시 이도2동,젤라또&에스프레소 제주지점,26061965,,0.0,제주시,"['제주특별자치도', '제주시', '이도2동']",제주시,제주시,제주특별자치도 제주시 이도2동 1979-18,33.489990010240646,126.54032571661617
1698,2090-1,제주특별자치도 서귀포시 안덕면 상창리,숨비나리카페,26892272,http://t1.daumcdn.net/place/FD6BDD929EE448B687D220C2F01ABF58,0.0,서귀포시,"['제주특별자치도', '서귀포시', '안덕면', '상창리']",안덕면,상창리,제주특별자치도 서귀포시 안덕면 상창리 2090-1,33.2820728472799,126.34854314916612
2345,267,제주특별자치도 제주시 한경면 신창리,메리오가닉,1794837189,,0.0,제주시,"['제주특별자치도', '제주시', '한경면', '신창리']",한경면,신창리,제주특별자치도 제주시 한경면 신창리 267,33.34972282759122,126.18276004992741
3368,936-7,제주특별자치도 제주시 한림읍 한림리,남궁누들앤카페,1189207447,,0.0,제주시,"['제주특별자치도', '제주시', '한림읍', '한림리']",한림읍,한림리,제주특별자치도 제주시 한림읍 한림리 936-7,33.41058657562692,126.26512628623352
241,380,제주특별자치도 서귀포시 안덕면 상천리,본태카페,1524395459,,0.0,서귀포시,"['제주특별자치도', '서귀포시', '안덕면', '상천리']",안덕면,상천리,제주특별자치도 서귀포시 안덕면 상천리 380,33.30382961426006,126.3925028778814
1364,1945-5,제주특별자치도 제주시 구좌읍 평대리,바당봉봉,26626980,http://t1.daumcdn.net/place/278BDCAAD79A4A86809AF829429BB572,0.0,제주시,"['제주특별자치도', '제주시', '구좌읍', '평대리']",구좌읍,평대리,제주특별자치도 제주시 구좌읍 평대리 1945-5,33.53448115720895,126.83985054028382
1467,200-1,제주특별자치도 서귀포시 표선면 세화리,십이계절,118647398,http://t1.daumcdn.net/place/56D6F73F85694B6C8AEAD2CE8576F192,0.0,서귀포시,"['제주특별자치도', '서귀포시', '표선면', '세화리']",표선면,세화리,제주특별자치도 서귀포시 표선면 세화리 200-1,33.30441312646879,126.8061011780933
2597,1977-1,제주특별자치도 제주시 이도2동,타임앤 스타일,18033536,,0.0,제주시,"['제주특별자치도', '제주시', '이도2동']",제주시,제주시,제주특별자치도 제주시 이도2동 1977-1,33.4916567274359,126.54145321708668
2607,320-42,제주특별자치도 제주시 연동,쿠루미,1871405688,,0.0,제주시,"['제주특별자치도', '제주시', '연동']",제주시,제주시,제주특별자치도 제주시 연동 320-42,33.49270943576276,126.50121593295927
3091,484,제주특별자치도 서귀포시 표선면 표선리,커넥,912342726,,0.0,서귀포시,"['제주특별자치도', '서귀포시', '표선면', '표선리']",표선면,표선리,제주특별자치도 서귀포시 표선면 표선리 484,33.32710144574043,126.83594771631934
3144,1723-2,제주특별자치도 제주시 구좌읍 평대리,오늘은와플데이,29208296,,0.0,제주시,"['제주특별자치도', '제주시', '구좌읍', '평대리']",구좌읍,평대리,제주특별자치도 제주시 구좌읍 평대리 1723-2,33.52943410279042,126.83853356272347
1805,2016,제주특별자치도 서귀포시 대포동,에리두카페n베즈,25161760,http://t1.daumcdn.net/cfile/217F244A53C4FC1C08,0.0,서귀포시,"['제주특별자치도', '서귀포시', '대포동']",서귀포시,서귀포시,제주특별자치도 서귀포시 대포동 2016,33.241729661010666,126.43453385745521
783,725-2,제주특별자치도 제주시 노형동,비밀,11053335,,0.0,제주시,"['제주특별자치도', '제주시', '노형동']",제주시,제주시,제주특별자치도 제주시 노형동 725-2,33.48165258644969,126.4854073166891
3134,66-6,제주특별자치도 서귀포시 안덕면 서광리,느영나영감귤창고,1922855572,http://t1.daumcdn.net/place/5DE19194921B495BBC20595223D09257,0.0,서귀포시,"['제주특별자치도', '서귀포시', '안덕면', '서광리']",안덕면,서광리,제주특별자치도 서귀포시 안덕면 서광리 66-6,33.28859996656393,126.33012003837483
2001,1012-8,제주특별자치도 제주시 오라일동,2월22일,311468079,,0.0,제주시,"['제주특별자치도', '제주시', '오라일동']",제주시,제주시,제주특별자치도 제주시 오라일동 1012-8,33.4940927359846,126.51721571482574
415,266-4,제주특별자치도 제주시 용담1동,카페요기,19048342,http://t1.daumcdn.net/place/F2B06FF9184D4FCE9BF8C4C19F26FA24,0.0,제주시,"['제주특별자치도', '제주시', '용담1동']",제주시,제주시,제주특별자치도 제주시 용담1동 266-4,33.50469970527166,126.51369144017482
1943,163-5,제주특별자치도 서귀포시 대정읍 보성리,미스터북,141199343,http://t1.daumcdn.net/localfiy/searchregister_1242536319,0.0,서귀포시,"['제주특별자치도', '서귀포시', '대정읍', '보성리']",대정읍,보성리,제주특별자치도 서귀포시 대정읍 보성리 163-5,33.277692741507174,126.27895506021372
3330,109-1,제주특별자치도 제주시 구좌읍 김녕리,N109,608502314,http://t1.daumcdn.net/place/D3D621A216514D0BA956B87770189F71,0.0,제주시,"['제주특별자치도', '제주시', '구좌읍', '김녕리']",구좌읍,김녕리,제주특별자치도 제주시 구좌읍 김녕리 109-1,33.55182847351869,126.7693825864463
1044,362-1,제주특별자치도 서귀포시 성산읍 성산리,카페브로떼,834428289,http://t1.daumcdn.net/localfiy/searchregister_1264659230,0.0,서귀포시,"['제주특별자치도', '서귀포시', '성산읍', '성산리']",성산읍,성산리,제주특별자치도 서귀포시 성산읍 성산리 362-1,33.46876897848369,126.92912338594472
1747,1089-52,제주특별자치도 제주시 건입동,문희다방,21520937,,0.0,제주시,"['제주특별자치도', '제주시', '건입동']",제주시,제주시,제주특별자치도 제주시 건입동 1089-52,33.51388478116473,126.53521386413858
1351,1371-5,제주특별자치도 제주시 연동,공차 제주연동신시가지점,1106707328,http://t1.daumcdn.net/localfiy/A51E40613549422F8F0B334B28C26374,1.0,제주시,"['제주특별자치도', '제주시', '연동']",제주시,제주시,제주특별자치도 제주시 연동 1371-5,33.4815402174438,126.48962989047891
1128,1049-7,제주특별자치도 제주시 이도2동,카페주파수,1356521728,,0.0,제주시,"['제주특별자치도', '제주시', '이도2동']",제주시,제주시,제주특별자치도 제주시 이도2동 1049-7,33.49747580507033,126.53617537905126
846,550-65,제주특별자치도 제주시 일도2동,동성다방,23309877,,0.0,제주시,"['제주특별자치도', '제주시', '일도2동']",제주시,제주시,제주특별자치도 제주시 일도2동 550-65,33.513860639496286,126.53743552351835
664,2210-1,제주특별자치도 제주시 한경면 고산리,고산다방,21477661,,0.0,제주시,"['제주특별자치도', '제주시', '한경면', '고산리']",한경면,고산리,제주특별자치도 제주시 한경면 고산리 2210-1,33.30333932374774,126.17972704898156
1026,1482-2,제주특별자치도 제주시 구좌읍 행원리,주네가네 키친앤카페,26919759,http://t1.daumcdn.net/place/6CBB73DF019C405A9C57F8508D277412,0.0,제주시,"['제주특별자치도', '제주시', '구좌읍', '행원리']",구좌읍,행원리,제주특별자치도 제주시 구좌읍 행원리 1482-2,33.5562957647678,126.80671190600013
1333,600-1,제주특별자치도 제주시 애월읍 구엄리,바다보는날,1099481075,http://t1.daumcdn.net/place/52B06DB92D4D469AB6523982A2A9947F,0.0,제주시,"['제주특별자치도', '제주시', '애월읍', '구엄리']",애월읍,구엄리,제주특별자치도 제주시 애월읍 구엄리 600-1,33.48388288344688,126.37800192391198
1621,1459-5,제주특별자치도 서귀포시 서호동,시간당킬로미터,551202880,http://t1.daumcdn.net/localfiy/D019DF654E5647A88037F5477D1DED4F,0.0,서귀포시,"['제주특별자치도', '서귀포시', '서호동']",서귀포시,서귀포시,제주특별자치도 서귀포시 서호동 1459-5,33.25486883041501,126.51219979175302
2177,918-11,제주특별자치도 제주시 도남동,돌랑펜고,1627955915,,0.0,제주시,"['제주특별자치도', '제주시', '도남동']",제주시,제주시,제주특별자치도 제주시 도남동 918-11,33.496907529447284,126.52704006059113
2188,1373-1,제주특별자치도 제주시 구좌읍 송당리,풍림다방,23579370,http://t1.daumcdn.net/place/7522B805AEC04EF6BBAAE580EC64E569,0.0,제주시,"['제주특별자치도', '제주시', '구좌읍', '송당리']",구좌읍,송당리,제주특별자치도 제주시 구좌읍 송당리 1373-1,33.47158641540143,126.78356368489843
3319,69-6,제주특별자치도 제주시 일도2동,엠버라이브,1903420610,,0.0,제주시,"['제주특별자치도', '제주시', '일도2동']",제주시,제주시,제주특별자치도 제주시 일도2동 69-6,33.501310355929704,126.54421327197002
3156,2864-10,제주특별자치도 서귀포시 색달동,옐로우카페,571719196,http://t1.daumcdn.net/place/CBA7D0537C68423E9A506A2F7928C080,0.0,서귀포시,"['제주특별자치도', '서귀포시', '색달동']",서귀포시,서귀포시,제주특별자치도 서귀포시 색달동 2864-10,33.25080786899717,126.41364908235934
1316,2996,제주특별자치도 제주시 한림읍 협재리,비주비주,169198683,http://t1.daumcdn.net/localfiy/A9D1383676784E15BF2060D15BFECF97,0.0,제주시,"['제주특별자치도', '제주시', '한림읍', '협재리']",한림읍,협재리,제주특별자치도 제주시 한림읍 협재리 2996,33.40507958780196,126.22828445177277
931,670,제주특별자치도 제주시 구좌읍 월정리,카페콧수염,2108983746,http://t1.daumcdn.net/place/08F344A6EE00455FAB4080CD4E5D9C1E,0.0,제주시,"['제주특별자치도', '제주시', '구좌읍', '월정리']",구좌읍,월정리,제주특별자치도 제주시 구좌읍 월정리 670,33.55924150507555,126.79291675976025
1391,1206,제주특별자치도 제주시 애월읍 유수암리,에코소랑꼬라지오카페2호점,207957792,,0.0,제주시,"['제주특별자치도', '제주시', '애월읍', '유수암리']",애월읍,유수암리,제주특별자치도 제주시 애월읍 유수암리 1206,33.40752251883795,126.39864918191198
2947,1772-27,제주특별자치도 제주시 이도2동,랩툰,106738699,http://t1.daumcdn.net/place/2FD14C8D727E4716935E4D4824A186D1,0.0,제주시,"['제주특별자치도', '제주시', '이도2동']",제주시,제주시,제주특별자치도 제주시 이도2동 1772-27,33.49974048587167,126.52944813906507
3258,2019-17,제주특별자치도 제주시 한림읍 대림리,카페비양,27598048,,0.0,제주시,"['제주특별자치도', '제주시', '한림읍', '대림리']",한림읍,대림리,제주특별자치도 제주시 한림읍 대림리 2019-17,33.41924123504459,126.26259778261702
1664,1977-1,제주특별자치도 제주시 해안동,73st,1500989680,http://t1.daumcdn.net/place/A2936B7227664042A8E8681064878A54,0.0,제주시,"['제주특별자치도', '제주시', '해안동']",제주시,제주시,제주특별자치도 제주시 해안동 1977-1,33.457236789042845,126.45488356796619
1610,1089-1,제주특별자치도 제주시 조천읍 와산리,하이안나,818893665,,0.0,제주시,"['제주특별자치도', '제주시', '조천읍', '와산리']",조천읍,와산리,제주특별자치도 제주시 조천읍 와산리 1089-1,33.4900572069029,126.6783243325601
527,272-25,제주특별자치도 제주시 조천읍 함덕리,세피베이글,158772406,http://t1.daumcdn.net/place/7A403F8ABA484C999620B158757F3C94,0.0,제주시,"['제주특별자치도', '제주시', '조천읍', '함덕리']",조천읍,함덕리,제주특별자치도 제주시 조천읍 함덕리 272-25,33.542392320641916,126.67253182743691
773,315-2,제주특별자치도 서귀포시 서귀동,백패커스홈카페,1216705871,,0.0,서귀포시,"['제주특별자치도', '서귀포시', '서귀동']",서귀포시,서귀포시,제주특별자치도 서귀포시 서귀동 315-2,33.24728627017343,126.55908240737023
1680,1768-20,제주특별자치도 제주시 이도2동,어린왕자의다락방,19172468,http://t1.daumcdn.net/place/D5EF6F106EEC4B9B8E7FB30126E3E49C,0.0,제주시,"['제주특별자치도', '제주시', '이도2동']",제주시,제주시,제주특별자치도 제주시 이도2동 1768-20,33.49843781602025,126.53019556549883
2753,4521-3,제주특별자치도 서귀포시 강정동,피스아일랜드,1744813827,http://t1.daumcdn.net/localfiy/E3E4558ADB7A4835BDF90495AFC58D69,0.0,서귀포시,"['제주특별자치도', '서귀포시', '강정동']",서귀포시,서귀포시,제주특별자치도 서귀포시 강정동 4521-3,33.23534965696303,126.4799711481954
3067,904-7,제주특별자치도 제주시 한림읍 귀덕리,민수민수,1950228127,,0.0,제주시,"['제주특별자치도', '제주시', '한림읍', '귀덕리']",한림읍,귀덕리,제주특별자치도 제주시 한림읍 귀덕리 904-7,33.444885454123146,126.29666192491683
2194,1766-5,제주특별자치도 서귀포시 상예동,그레이1766,27418865,http://t1.daumcdn.net/cfile/234F214656A0703029,0.0,서귀포시,"['제주특별자치도', '서귀포시', '상예동']",서귀포시,서귀포시,제주특별자치도 서귀포시 상예동 1766-5,33.26800796623737,126.39425362456247
688,674-2,제주특별자치도 서귀포시 서귀동,파크관광호텔다방,21473253,,0.0,서귀포시,"['제주특별자치도', '서귀포시', '서귀동']",서귀포시,서귀포시,제주특별자치도 서귀포시 서귀동 674-2,33.24026591339362,126.56361120516729
181,755-2,제주특별자치도 제주시 노형동,쥬씨 제주한라대점,27577933,,0.0,제주시,"['제주특별자치도', '제주시', '노형동']",제주시,제주시,제주특별자치도 제주시 노형동 755-2,33.47736094736767,126.47763480065352
341,1152-10,제주특별자치도 제주시 노형동,트레블카페 제주지사,391060169,,0.0,제주시,"['제주특별자치도', '제주시', '노형동']",제주시,제주시,제주특별자치도 제주시 노형동 1152-10,33.49294174477583,126.4745282920539
2229,508-1,제주특별자치도 제주시 삼도일동,정농다방,11256999,,0.0,제주시,"['제주특별자치도', '제주시', '삼도일동']",제주시,제주시,제주특별자치도 제주시 삼도일동 508-1,33.50429415759647,126.51696106088916
177,611-2,제주특별자치도 제주시 구좌읍 종달리,종달이야기,320724600,,0.0,제주시,"['제주특별자치도', '제주시', '구좌읍', '종달리']",구좌읍,종달리,제주특별자치도 제주시 구좌읍 종달리 611-2,33.49145185109343,126.9100457560157
1201,705-4,제주특별자치도 서귀포시 신효동,베라벨,1146670427,,0.0,서귀포시,"['제주특별자치도', '서귀포시', '신효동']",서귀포시,서귀포시,제주특별자치도 서귀포시 신효동 705-4,33.26414834299424,126.61378080000702
984,286-16,제주특별자치도 서귀포시 서귀동,초연,397550442,,0.0,서귀포시,"['제주특별자치도', '서귀포시', '서귀동']",서귀포시,서귀포시,제주특별자치도 서귀포시 서귀동 286-16,33.25146699301202,126.56236225577818
1563,1054-11,제주특별자치도 제주시 노형동,노리터 노형점,21527650,,0.0,제주시,"['제주특별자치도', '제주시', '노형동']",제주시,제주시,제주특별자치도 제주시 노형동 1054-11,33.48899894120694,126.47683755425582
553,253-5,제주특별자치도 제주시 연동,에이바우트커피 신라신성점,1800067564,http://t1.daumcdn.net/localfiy/searchregister_18206334,0.0,제주시,"['제주특별자치도', '제주시', '연동']",제주시,제주시,제주특별자치도 제주시 연동 253-5,33.48577288628114,126.48671715654633
2226,2065-7,제주특별자치도 서귀포시 안덕면 상창리,미니파라다이스,1423809046,http://t1.daumcdn.net/localfiy/CBD23362595B412E9E01670AFCD32013,0.0,서귀포시,"['제주특별자치도', '서귀포시', '안덕면', '상창리']",안덕면,상창리,제주특별자치도 서귀포시 안덕면 상창리 2065-7,33.285198246756245,126.35311018761237
1208,675,제주특별자치도 서귀포시 표선면 표선리,우리의세계,27581004,,0.0,서귀포시,"['제주특별자치도', '서귀포시', '표선면', '표선리']",표선면,표선리,제주특별자치도 서귀포시 표선면 표선리 675,33.32441866888422,126.83091783092402
2253,2624-1,제주특별자치도 제주시 도두일동,해즈빈 도두점,17022482,,0.0,제주시,"['제주특별자치도', '제주시', '도두일동']",제주시,제주시,제주특별자치도 제주시 도두일동 2624-1,33.503337114395826,126.46568378599915
285,1551-10,제주특별자치도 서귀포시 서호동,더심플,999989618,http://t1.daumcdn.net/place/519A349977D74992A1E114D278E40706,0.0,서귀포시,"['제주특별자치도', '서귀포시', '서호동']",서귀포시,서귀포시,제주특별자치도 서귀포시 서호동 1551-10,33.24963612495773,126.51505318730587
990,1993,제주특별자치도 제주시 삼양이동,제주SUP카페&펍,1401542278,,0.0,제주시,"['제주특별자치도', '제주시', '삼양이동']",제주시,제주시,제주특별자치도 제주시 삼양이동 1993,33.525084417223454,126.58231165862253
1417,1301-4,제주특별자치도 제주시 일도1동,차의향기,9430490,,0.0,제주시,"['제주특별자치도', '제주시', '일도1동']",제주시,제주시,제주특별자치도 제주시 일도1동 1301-4,33.514567406984625,126.52596668144422
