,Unnamed: 0,Unnamed: 0.1,cafe_id,cafe,address,addrbunho,image_url
225,225,24,27167225,돌코롬허니,제주특별자치도 제주시 구좌읍 김녕리,1705,http://t1.daumcdn.net/place/E2A649465C4B4A92951FEFB935DC7B8A
226,226,25,127048653,마리웨일237 제주노형점,제주특별자치도 제주시 노형동,3779-3,
227,227,26,23440244,미녀들의수다,제주특별자치도 제주시 오라이동,1236-3,http://t1.daumcdn.net/cfile/24024C41556FE2D11B
228,228,27,1396941120,더블에스,제주특별자치도 제주시 연동,283-46,
229,229,28,535097779,혼디,제주특별자치도 제주시 노형동,739,http://t1.daumcdn.net/localfiy/7EE726FC86AB41B69BF0C136B674AC22
230,230,29,499863986,봄뜨랑,제주특별자치도 서귀포시 성산읍 고성리,1197-7,http://t1.daumcdn.net/localfiy/23C7CF8A2AE445E89C32AD55B5D5D585
231,231,30,1632499645,귀리공장,제주특별자치도 제주시 이도일동,1690-6,
232,232,31,1314653330,카페소소한,제주특별자치도 제주시 삼양일동,1580-1,
233,233,32,15995114,대지,제주특별자치도 제주시 건입동,1045-19,
234,234,33,25117847,칼디,제주특별자치도 제주시 아라일동,6050-1,
235,235,34,14515907,카페티맑은 연동점,제주특별자치도 제주시 연동,1533,
236,236,35,1642124500,조금만천천히,제주특별자치도 제주시 조천읍 조천리,3134,http://t1.daumcdn.net/place/648344B401DD452E8964F5AEAC083913
237,237,36,552093138,비브레이브 서호점,제주특별자치도 서귀포시 서호동,1470,http://t1.daumcdn.net/place/F9FE583C4AA1492298A7A2FCC53AB839
238,238,37,220356796,피시야 카페,제주특별자치도 제주시 조천읍 함덕리,215-6,http://t1.daumcdn.net/place/6793F81895054BF389D16B8FC04B78D3
239,239,38,1394100322,퍼펫,제주특별자치도 제주시 이도일동,1774-19,
240,240,39,1419063288,에바다웨이마린,제주특별자치도 제주시 애월읍 신엄리,2715,
241,241,40,1524395459,본태카페,제주특별자치도 서귀포시 안덕면 상천리,380,
242,242,41,806052506,달달한청춘,제주특별자치도 제주시 아라일동,6097-4,
243,243,42,1190668208,카페봄봄 연동점,제주특별자치도 제주시 노형동,726-1,
244,244,43,634457668,매일더탐나,제주특별자치도 서귀포시 표선면 토산리,426-6,http://t1.daumcdn.net/localfiy/676FA02EA9984747832107738A32002D
245,245,44,1086180376,샨티,제주특별자치도 서귀포시 중문동,2073-32,
246,246,45,1931938764,봉봉,제주특별자치도 서귀포시 남원읍 남원리,128-30,http://t1.daumcdn.net/localfiy/A7FB10422AF04E41AC51ABE50AB87428
247,247,46,791617298,더리트리브,제주특별자치도 서귀포시 안덕면 화순리,241,http://t1.daumcdn.net/place/11E4B57E327B46B39B8C6CE9AB729D19
248,248,47,1515077439,킨포크,제주특별자치도 제주시 노형동,3803-17,http://t1.daumcdn.net/place/3A776E7FF8EB4F0DBB69358F96282764
249,249,48,17016247,로티팜스,제주특별자치도 제주시 아라이동,1344-1,
250,250,49,2118086325,카페비고르,제주특별자치도 서귀포시 안덕면 사계리,2294-20,
251,251,50,1417581558,청춘감성쌀핫도그 한림점,제주특별자치도 제주시 한림읍 동명리,1597-7,http://t1.daumcdn.net/place/2C32504894EC412F87F34C10036C6E36
252,252,51,1191437352,까페 하,제주특별자치도 서귀포시 표선면 하천리,2011,http://t1.daumcdn.net/localfiy/A239DE6AB2D34D17BE4BEE372BB8A1CD
253,253,52,27401717,엔젤리쉬 삼화신촌점,제주특별자치도 제주시 조천읍 신촌리,2717-4,
254,254,53,21456492,콩,제주특별자치도 서귀포시 서홍동,397-96,
255,255,54,9465162,커피피플 시청점,제주특별자치도 제주시 이도2동,1180-2,http://t1.daumcdn.net/cfile/20385E0F4C3BB1695C
256,256,55,20032876,감성팥쥐,제주특별자치도 제주시 노형동,938-4,http://t1.daumcdn.net/place/345118C54666473AA70C581E6EC6CBF8
257,257,56,2117685418,쉬멍카페,제주특별자치도 서귀포시 서귀동,277-2,http://t1.daumcdn.net/place/7A78A800E1174607AB9BFDD1CD91F883
258,258,57,1362462523,제주봄카페&스테이 전기차충전소,제주특별자치도 서귀포시 토평동,329-1,
259,259,58,9963177,처음처럼,제주특별자치도 제주시 연동,253-46,
260,260,59,12757724,커피볶는집 e브엘세바 서귀포동홍본점,제주특별자치도 서귀포시 동홍동,135-4,http://t1.daumcdn.net/place/5A4DB7B7B17F4C48A765AE00CFBD7140
261,261,60,2007964275,에그프라이,제주특별자치도 제주시 일도2동,357-10,
262,262,61,2040765880,1004카페,제주특별자치도 서귀포시 대정읍 구억리,1004,http://t1.daumcdn.net/place/8CD9A3964D874126BF96FF99D4159DD6
263,263,62,24876533,레이지카페,제주특별자치도 서귀포시 색달동,2242,
264,264,63,27445546,달보드레카페,제주특별자치도 서귀포시 표선면 표선리,40-3,http://t1.daumcdn.net/place/6D6C4FE73A1C44B68B6CC75426F80C7B
265,265,64,22407333,가배,제주특별자치도 서귀포시 강정동,710,http://t1.daumcdn.net/place/D61FC67F67204C168FECD42E6B4A0529
266,266,65,19737274,꽃피는커피,제주특별자치도 제주시 노형동,2533-1,http://t1.daumcdn.net/place/11E4895CEE7347A59942B2A7704A7A20
267,267,66,1893805090,코코부코 제주본점,제주특별자치도 서귀포시 안덕면 사계리,2147-30,
268,268,67,1460475575,할리스커피 제주협재해수욕장점,제주특별자치도 제주시 한림읍 협재리,2514-2,http://t1.daumcdn.net/place/FA27280109E541CEB4BA1AA4ACAAB81A
269,269,68,1229685652,서홍정원,제주특별자치도 서귀포시 서홍동,449-8,http://t1.daumcdn.net/place/DEA2705B47FE4142B9380D97F94DD4E6
270,270,69,1658038483,로빙화,제주특별자치도 서귀포시 남원읍 남원리,1398-7,http://t1.daumcdn.net/localfiy/695259663D114D3CAEDD3595CB3143AD
271,271,70,27609926,까망고띠,제주특별자치도 제주시 조천읍 선흘리,2040-1,http://t1.daumcdn.net/place/04EBEB1A68E84E07B0D88D44B00FBB5F
272,272,71,623343843,커피니 제주공항국내선점,제주특별자치도 제주시 용담이동,2002,
273,273,72,973636144,금화다방,제주특별자치도 서귀포시 대정읍 하모리,931-10,
274,274,73,1945810138,윤비자,제주특별자치도 제주시 한림읍 협재리,1416-1,
275,275,74,1834770525,카페제드 본점,제주특별자치도 서귀포시 색달동,2864-10,http://t1.daumcdn.net/place/31EFA882201545BC9A9DE5B7423D4169
276,276,75,8961009,리베라떼,제주특별자치도 제주시 삼도1동,571-1,http://t1.daumcdn.net/place/40686B0678624A57A8731A9734A5295A
277,277,76,1337042932,작은토끼,제주특별자치도 제주시 외도이동,235-2,
278,278,77,21654712,담담,제주특별자치도 제주시 한경면 저지리,3263-2,http://t1.daumcdn.net/place/0ADDBE72B78A4984BAACF70DBCC68EC6
279,279,78,18394154,춤추는염소들,제주특별자치도 제주시 연동,287-14,http://t1.daumcdn.net/place/E036E4CD6A53474D81ADD6C10C965365
280,280,79,1091922425,툭탁,제주특별자치도 서귀포시 강정동,207-1,
281,281,80,23688005,대평에오면,제주특별자치도 서귀포시 안덕면 창천리,777-5,http://t1.daumcdn.net/place/6EE7EF56777942E2A373D59A145F9B14
282,282,81,547444722,프롬더힐,제주특별자치도 서귀포시 대정읍 구억리,1008,http://t1.daumcdn.net/place/4E9BB3009C7A46BFA475D4859468C898
283,283,82,1350133038,No Lone Zone,제주특별자치도 제주시 노형동,906-1,http://t1.daumcdn.net/place/EA6741EE03444C32B49A28DCC06AF094
284,284,83,16266441,미로,제주특별자치도 제주시 구좌읍 김녕리,3322,
285,285,84,999989618,더심플,제주특별자치도 서귀포시 서호동,1551-10,http://t1.daumcdn.net/place/519A349977D74992A1E114D278E40706
286,286,85,941345504,미스터힐링 중문점,제주특별자치도 서귀포시 중문동,2059-7,
287,287,86,17574018,제주아트랜드 커피숍,제주특별자치도 제주시 구좌읍 송당리,2764-1,
288,288,87,11277880,대림카페,제주특별자치도 제주시 한림읍 한림리,1584,
289,289,88,1006508481,봄길,제주특별자치도 제주시 조천읍 북촌리,626-1,
290,290,89,1166334921,슈퍼키즈스카이방방,제주특별자치도 서귀포시 강정동,208-4,http://t1.daumcdn.net/cfile/277F064057A9288722
291,291,90,703484233,빅웨이브,제주특별자치도 서귀포시 성산읍 오조리,13,
292,292,91,21510014,귤림,제주특별자치도 제주시 용담1동,231-8,
293,293,92,708892179,정낭까페,제주특별자치도 제주시 한림읍 상명리,1036,
294,294,93,738749385,커피버튼로스터즈,제주특별자치도 제주시 한경면 신창리,330-6,http://t1.daumcdn.net/localfiy/searchregister_1998252425
295,295,94,17672153,프라우스타 에스프레소,제주특별자치도 제주시 연동,262-34,
296,296,95,1307726606,모뉴에트,제주특별자치도 제주시 구좌읍 종달리,814-24,http://t1.daumcdn.net/place/FD63C1B68C4A406580E221AF5C9211BF
297,297,96,15639202,빠빠라기 신제주점,제주특별자치도 제주시 연동,272-19,http://t1.daumcdn.net/place/C79C450F795244958B80F428ECFCB335
298,298,97,1785500578,해맞이카페,제주특별자치도 제주시 구좌읍 월정리,3,http://t1.daumcdn.net/place/02072F0E55A44045BBDE3D5C0D91DABD
299,299,98,2104442505,펍 배솔트블루,제주특별자치도 제주시 용담삼동,1137-1,http://t1.daumcdn.net/place/49D1A1D2980D471BAEEBC1AD691C1DDA
300,300,99,1271261114,돌고래바다카페,제주특별자치도 서귀포시 대정읍 신도리,2413-3,http://t1.daumcdn.net/place/5E3D1EB158954727B9F2B8973EA23813
301,301,0,38151755,흑화당 제주제원점,제주특별자치도 제주시 연동,262-2,http://t1.daumcdn.net/place/8B7FB83D86764FF3BC07634BCAC21A8E
302,302,1,8730778,가야앤천국,제주특별자치도 제주시 연동,282-28,
303,303,2,9467890,중앙다방,제주특별자치도 서귀포시 대정읍 하모리,930-5,
304,304,3,419551632,쥬씨,제주특별자치도 제주시 도련일동,1940-1,
305,305,4,1685710455,쉬크카페,제주특별자치도 제주시 도남동,917-8,
306,306,5,27608618,레몬칸타타,제주특별자치도 제주시 이도2동,2025-7,http://t1.daumcdn.net/place/A3CD5FFDB5A043AE826BFB35BC369F61
307,307,6,1056724363,모루,제주특별자치도 서귀포시 표선면 표선리,40-76,
308,308,7,26950131,비아제주 카페엔스테이,제주특별자치도 제주시 연동,290-36,http://t1.daumcdn.net/localfiy/0FC6E6D6D2E64B5DBFBF48DE3BB6BDB9
309,309,8,9777310,리베,제주특별자치도 제주시 연동,292-9,
310,310,9,27464029,댕규리네 해수족욕카페,제주특별자치도 서귀포시 하예동,580,http://t1.daumcdn.net/place/BDB2F9DD6D5D41DEBD36CE7DD298C2E2
311,311,10,875974284,카페하이큐,제주특별자치도 제주시 도련일동,1938,
312,312,11,1987232437,하우스터디서귀포센터모임공간,제주특별자치도 서귀포시 서귀동,284-32,
313,313,12,20196364,봉쉡망고 월정점,제주특별자치도 제주시 구좌읍 월정리,541,http://t1.daumcdn.net/place/EE693B76A3A640768ACA9E2974D8C9C8
314,314,13,2067140104,띵꽁빵꽁,제주특별자치도 제주시 이도일동,1709-17,
315,315,14,1032776721,산들티카페,제주특별자치도 서귀포시 안덕면 화순리,1084-7,
316,316,15,1003992664,올록볼록 블럭놀이방,제주특별자치도 제주시 일도2동,357-12,http://t1.daumcdn.net/localfiy/D3A6A85716504A2388CD6FCEA5A9609B
317,317,16,871607839,샤인카페,제주특별자치도 제주시 이도2동,1148-16,
318,318,17,145451396,말랑제주,제주특별자치도 서귀포시 호근동,1821-7,http://t1.daumcdn.net/localfiy/E53C3F40C8814582BE7CD9ADB8D04C64
319,319,18,335320170,악단,제주특별자치도 제주시 외도일동,505-4,
320,320,19,1926302348,의귀리카페,제주특별자치도 서귀포시 남원읍 의귀리,971-9,http://t1.daumcdn.net/localfiy/searchregister_2036116489
321,321,20,21546157,소노벨제주 빠네쿠치나,제주특별자치도 제주시 조천읍 함덕리,274,
322,322,21,733510519,히든클리프호텔 앤 네이쳐 치치라운지,제주특별자치도 서귀포시 상예동,625,
323,323,22,732972914,에밀리파크,제주특별자치도 제주시 조천읍 신촌리,1615-2,http://t1.daumcdn.net/place/993AEAE7484541A9AC89BC55D9C02133
324,324,23,1006007716,더브릿지,제주특별자치도 제주시 용담2동,603-122,
325,325,24,10593342,아라다방,제주특별자치도 서귀포시 대정읍 하모리,1503-4,
326,326,25,1543843449,더롤,제주특별자치도 서귀포시 강정동,207-1,
327,327,26,814388114,에스테틱스오브슬로우,제주특별자치도 제주시 한경면 청수리,1368,
328,328,27,9159454,수궁다방,제주특별자치도 서귀포시 대정읍 하모리,938-17,http://t1.daumcdn.net/place/27557632E47F4AAA9419D362D9288872
329,329,28,14744377,다빈치커피 제주이도점,제주특별자치도 제주시 아라이동,3012-12,http://t1.daumcdn.net/place/2D3662B6776D4BCDA6D16F7018F666C4
330,330,29,27080594,간세라운지,제주특별자치도 제주시 일도일동,1448,http://t1.daumcdn.net/cfile/2154044055F1363A34
331,331,30,25118051,제스토리,제주특별자치도 서귀포시 법환동,209-3,http://t1.daumcdn.net/place/CDFA57011975454D99AA3FC92B4A3634
332,332,31,271841473,홀리데이시즌,제주특별자치도 제주시 삼양이동,2102-13,http://t1.daumcdn.net/localfiy/0C3B1BCD1A734F1F812F6A33F7A35514
333,333,32,1108568093,끌림,제주특별자치도 제주시 삼도일동,529-1,
334,334,33,474867094,디저트39 제주노형점,제주특별자치도 제주시 노형동,3794-5,
335,335,34,251816842,전통란찻집,제주특별자치도 서귀포시 서귀동,311-7,
336,336,35,21545833,로비라운지,제주특별자치도 제주시 이도1동,1691-9,
337,337,36,755265923,카페드숑,제주특별자치도 서귀포시 동홍동,108-5,http://t1.daumcdn.net/place/8624DC7F14D24C25A29C4647FA4948DB
338,338,37,1059256425,휴마루호스텔카페 전기차충전소,제주특별자치도 서귀포시 서홍동,1777-3,
339,339,38,59334207,그계절,제주특별자치도 제주시 구좌읍 한동리,2040,http://t1.daumcdn.net/place/1009C03AD794409E90ECAE5694987558
340,340,39,27598073,바위에서쉬다,제주특별자치도 제주시 한림읍 귀덕리,4141,http://t1.daumcdn.net/place/62724649A8434DAE89BAE6828DDC972F
341,341,40,391060169,트레블카페 제주지사,제주특별자치도 제주시 노형동,1152-10,
342,342,41,1011859675,M1971,제주특별자치도 서귀포시 대정읍 하모리,646-20,http://t1.daumcdn.net/place/9A6B07A636A24D10A27259FCC681F8EB
343,343,42,1799037921,위즈커피,제주특별자치도 제주시 외도일동,550-4,
344,344,43,9076865,칸타빌레,제주특별자치도 제주시 연동,1961-5,
345,345,44,27545188,모랑모랑,제주특별자치도 제주시 애월읍 소길리,650-1,http://t1.daumcdn.net/place/D8C9223F9541467AAA59EF7C92031263
346,346,45,2021835685,루코도모,제주특별자치도 제주시 구좌읍 평대리,687,
347,347,46,775745381,우주라이크앤 제주노형점,제주특별자치도 제주시 노형동,2579-1,
348,348,47,413368800,커피밸런스,제주특별자치도 제주시 월평동,747,http://t1.daumcdn.net/localfiy/DF223E3A22984FD7828FF149117D88E0
349,349,48,1044133186,농업회사법인한스,제주특별자치도 제주시 조천읍 함덕리,2255,http://t1.daumcdn.net/localfiy/1A6D33F69956415C91B7FE77104E042E
350,350,49,1347414054,W3075,제주특별자치도 제주시 구좌읍 하도리,3075,http://t1.daumcdn.net/place/AD4EDE9513A64D6A957B26D5DC924D97
351,351,50,27094314,림벅와플 제주점,제주특별자치도 서귀포시 성산읍 성산리,158-2,http://t1.daumcdn.net/place/38FAE8F7110A4E9AA2C1BA03C89B60DB
352,352,51,639029672,차차신창,제주특별자치도 제주시 한경면 신창리,1371-3,http://t1.daumcdn.net/place/A9BCAF4C2D59467482FB4567FDA6E03A
353,353,52,611667902,썬셋클리프,제주특별자치도 제주시 애월읍 애월리,2477,http://t1.daumcdn.net/place/99EEE4C723274F2786F1A3BC2690F21F
354,354,53,113696011,세성로영화인카페,제주특별자치도 서귀포시 표선면 세화리,2162-1,
355,355,54,1077807233,브라보유어라이프,제주특별자치도 제주시 아라일동,358-9,http://t1.daumcdn.net/localfiy/37B3FEF0860A4A7E97102B39357A5CCC
356,356,55,21501817,네스트힐,제주특별자치도 제주시 한림읍 협재리,598-1,
357,357,56,1680422322,망고홀릭성산일출봉점,제주특별자치도 서귀포시 성산읍 성산리,126-2,http://t1.daumcdn.net/place/9FE75978BADF41938D04AAEE371ED6EC
358,358,57,22284064,카페18번가,제주특별자치도 제주시 조천읍 신촌리,2303-1,
359,359,58,1497607830,하도조은펜션&카페,제주특별자치도 제주시 구좌읍 하도리,53-48,
360,360,59,159833969,황우럭만화카페,제주특별자치도 제주시 한림읍 한림리,1055,
361,361,60,21513011,현다방,제주특별자치도 제주시 조천읍 함덕리,963-1,
362,362,61,1586281697,과달루페,제주특별자치도 제주시 한림읍 협재리,1398,
363,363,62,26532312,쪼끌락,제주특별자치도 제주시 구좌읍 김녕리,1223-20,http://t1.daumcdn.net/place/5806758ECDDB4AE58B38C84C9329D72E
364,364,63,21513135,까페드메종,제주특별자치도 제주시 구좌읍 동복리,827,
365,365,64,734958063,노리파크 제주함덕점,제주특별자치도 제주시 조천읍 함덕리,2887-10,
366,366,65,1909855412,예당뜰카페,제주특별자치도 제주시 오라이동,1204-1,
367,367,66,9131916,소담,제주특별자치도 서귀포시 서귀동,648-13,http://t1.daumcdn.net/place/10A31DF519C140F592662B32228BC91C
368,368,67,10081492,지인,제주특별자치도 제주시 연동,274-35,
369,369,68,190369119,마로네,제주특별자치도 제주시 일도2동,149-21,http://t1.daumcdn.net/localfiy/E8DC6435FF6D4C4DAB7BBCB145DA62FE
370,370,69,1648639350,주르르커피,제주특별자치도 제주시 이도이동,2021-10,http://t1.daumcdn.net/place/ED1728CC84774E88BF7D9DBED8A66030
371,371,70,1055250555,트로피컬하이드어웨이 브런치카페,제주특별자치도 서귀포시 대정읍 상모리,77-2,http://t1.daumcdn.net/localfiy/2470683DCC21416A81B814247C769529
372,372,71,1103357890,플로리 카페,제주특별자치도 제주시 영평동,2689-1,http://t1.daumcdn.net/localfiy/searchregister_1856760841
373,373,72,1843991420,글라스믹,제주특별자치도 제주시 애월읍 하귀1리,192-9,
374,374,73,1587636406,조천끗집,제주특별자치도 제주시 조천읍 조천리,2769-2,
375,375,74,554718434,더시크릿하모니,제주특별자치도 제주시 노형동,3794-4,
376,376,75,646967712,오끼416갤러리,제주특별자치도 서귀포시 남원읍 의귀리,416,http://t1.daumcdn.net/place/16A271CBB8724703B1F822A1E6446E5C
377,377,76,17101568,해적카페,제주특별자치도 제주시 용담삼동,2378,http://t1.daumcdn.net/cfile/157B7B394F45C2D91B
378,378,77,818988612,월정리인카페,제주특별자치도 제주시 구좌읍 월정리,594,
379,379,78,25865205,카노푸스,제주특별자치도 서귀포시 중문동,2654-2,http://t1.daumcdn.net/place/50A286E78C964C1EBC6F7EE20608F21F
380,380,79,1362051346,카페이호동,제주특별자치도 제주시 이호일동,1665-1,http://t1.daumcdn.net/localfiy/searchregister_1356285136
381,381,80,27537304,엘가커피 제주연동점,제주특별자치도 제주시 연동,1372-3,http://t1.daumcdn.net/place/92D3550E2526433DA65B285113A0D8A9
382,382,81,1537748035,화용다방,제주특별자치도 서귀포시 서귀동,275-7,
383,383,82,1604142577,부러워커피,제주특별자치도 제주시 일도1동,1154-3,http://t1.daumcdn.net/localfiy/6988B0681960428B8C0C6905D51F99F6
384,384,83,23737547,로이셀,제주특별자치도 제주시 이도2동,1959-1,http://t1.daumcdn.net/place/336746AB1C3845528EECEC823BD4003F
385,385,84,24506425,카페바라기,제주특별자치도 서귀포시 하효동,1068,http://t1.daumcdn.net/cfile/230AC74A53830B9E06
386,386,85,1649787455,에이바우트커피아라초점,제주특별자치도 제주시 아라일동,6103-7,
387,387,86,13006148,비어박스,제주특별자치도 제주시 일도2동,392-5,
388,388,87,1710030150,한라산아래첫마을 영농조합법인,제주특별자치도 서귀포시 안덕면 광평리,211,http://t1.daumcdn.net/localfiy/0F758A0704B14185B3971E3D8F810C61
389,389,88,1337451103,커피바리카페,제주특별자치도 제주시 조천읍 교래리,276,http://t1.daumcdn.net/localfiy/searchregister_1503197954
390,390,89,841049510,데일리오아시스 제주공항점,제주특별자치도 제주시 용담삼동,993-16,http://t1.daumcdn.net/place/1AF19D35373240E795796E0D37E05637
391,391,90,27398681,빽다방 제주삼화부영점,제주특별자치도 제주시 삼양이동,2332-5,http://t1.daumcdn.net/place/939FC019273840C591A1D4050D56ADCE
392,392,91,37915239,카페코코,제주특별자치도 제주시 조천읍 함덕리,1010,
393,393,92,2032789771,커피팀버 노형점,제주특별자치도 제주시 노형동,1291-16,
394,394,93,172397542,제주의봄,제주특별자치도 서귀포시 서호동,1232-4,
395,395,94,1542447692,안녕구움,제주특별자치도 제주시 한경면 두모리,2726,
396,396,95,21497912,헤이데이,제주특별자치도 제주시 외도이동,334-5,http://t1.daumcdn.net/cfile/184F96044CB13D1B00
397,397,96,25644570,리치망고 대정점,제주특별자치도 서귀포시 대정읍 하모리,656,http://t1.daumcdn.net/place/4308A6EEAC1E4EE99103B9660CDAC380
398,398,97,830081272,열두달,제주특별자치도 제주시 한경면 용수리,4348-8,
399,399,98,1570389741,핑크핑크,제주특별자치도 제주시 연동,251-7,
400,400,99,1414456906,넘버138,제주특별자치도 서귀포시 하효동,996-1,http://t1.daumcdn.net/place/03B10AE7BA544E7398CA93BF663CCA9C
401,401,0,1989308227,모우카파,제주특별자치도 서귀포시 대정읍 영락리,1335-1,http://t1.daumcdn.net/localfiy/A1D5E542EBD8480489A6E1E6843E011D
402,402,1,1234666141,카페인링거,제주특별자치도 제주시 조천읍 조천리,2361,http://t1.daumcdn.net/place/B69662786BA24F1DB165FEDAC41D8DAC
403,403,2,10213366,금빛다화,제주특별자치도 제주시 내도동,475,
404,404,3,11788711,이브닝카페,제주특별자치도 제주시 이도2동,1179-14,
405,405,4,1172906738,이제이,제주특별자치도 제주시 용담이동,359-16,
406,406,5,1308664252,사뿐,제주특별자치도 제주시 도두일동,1249-7,
407,407,6,11643824,바바부단 신제주점,제주특별자치도 제주시 연동,261-9,
408,408,7,27391688,플레이케이팝 별이빛나는밤에,제주특별자치도 서귀포시 색달동,2864-36,
409,409,8,1795725103,디어마이퍼피,제주특별자치도 제주시 노형동,3702-2,http://t1.daumcdn.net/localfiy/06671CD495AC4F24B21E6797A615C4A1
410,410,9,780042001,모아다방,제주특별자치도 제주시 구좌읍 세화리,1419-2,
411,411,10,22512755,섬오름카페앤레스토랑,제주특별자치도 서귀포시 법환동,1514-1,http://t1.daumcdn.net/place/829506597AF64FF6BB645416B3A8B5EA
412,412,11,116654608,아지트,제주특별자치도 제주시 연동,274-22,
413,413,12,788239844,잼잼팩토리,제주특별자치도 제주시 조천읍 와산리,1559-18,http://t1.daumcdn.net/localfiy/searchregister_2006869266
414,414,13,9561505,파도다방,제주특별자치도 제주시 조천읍 함덕리,1002-45,
415,415,14,19048342,카페요기,제주특별자치도 제주시 용담1동,266-4,http://t1.daumcdn.net/place/F2B06FF9184D4FCE9BF8C4C19F26FA24
416,416,15,26940766,돌돌,제주특별자치도 제주시 애월읍 애월리,2527-3,http://t1.daumcdn.net/place/6CBB53B4F8D94F5C8791E2E4F5FB2FEC
417,417,16,132566301,모모제이,제주특별자치도 제주시 아라일동,6112-6,http://t1.daumcdn.net/place/791328ADF7AE4C2B9F0176C793F693C1
418,418,17,2080549056,북촌에 가면,제주특별자치도 제주시 조천읍 북촌리,1262-1,http://t1.daumcdn.net/place/1C8FCDF83A1942C5BF6A1EDB59C9947C
419,419,18,879217912,베디아올다,제주특별자치도 제주시 아라일동,6094-1,http://t1.daumcdn.net/localfiy/2DE1A279CD7C4D2BBB06F6E20F627880
420,420,19,83691382,수마,제주특별자치도 서귀포시 성산읍 성산리,142,http://t1.daumcdn.net/localfiy/2143D62C5F98405987C607618D166F6F
421,421,20,2055749024,구닮,제주특별자치도 서귀포시 안덕면 사계리,177-1,
422,422,21,2065132848,스테이솔티,제주특별자치도 제주시 구좌읍 월정리,33-11,http://t1.daumcdn.net/place/FB070C86B27E4EA18B7F23265A91C51E
423,423,22,2083642598,커피비,제주특별자치도 제주시 한림읍 옹포리,881,
424,424,23,27447806,홈카페앤,제주특별자치도 서귀포시 서귀동,644-10,
425,425,24,860479742,더벤티 서귀포신시가지점,제주특별자치도 서귀포시 서호동,1477-3,http://t1.daumcdn.net/localfiy/24860FC2911342CBA100346B463D2A47
426,426,25,14974263,시인의집,제주특별자치도 제주시 조천읍 조천리,3086-1,http://t1.daumcdn.net/place/F8B2F8F889654CD7A2D007F393E647D1
427,427,26,866481320,빵인,제주특별자치도 제주시 노형동,3798-12,http://t1.daumcdn.net/place/2E6FFFF6D47A47789530E8253BB3B604
428,428,27,1778985786,과일하다,제주특별자치도 제주시 애월읍 신엄리,3063-1,http://t1.daumcdn.net/localfiy/8CE88C67FF5F41968D0EB99ACB6911A2
429,429,28,1790483202,새소년,제주특별자치도 제주시 구좌읍 평대리,1989-1,
430,430,29,25507301,현대모비스카페 제주아쿠엠,제주특별자치도 제주시 오라이동,2147-3,
431,431,30,24987313,제주공감,제주특별자치도 서귀포시 성산읍 성산리,298-4,http://t1.daumcdn.net/place/059BD113065749959AEA3EC57566C649
432,432,31,307240389,이디,제주특별자치도 제주시 구좌읍 세화리,1476-5,
433,433,32,10297126,동신다방,제주특별자치도 제주시 이도1동,1789-10,
434,434,33,1884308278,몽니몽리,제주특별자치도 서귀포시 표선면 표선리,1469-4,
435,435,34,1317988879,제이카페,제주특별자치도 제주시 노형동,719-4,
436,436,35,539274828,토프레소 제주중문점,제주특별자치도 서귀포시 중문동,1665-5,
437,437,36,26826910,달빛머금은,제주특별자치도 제주시 건입동,1399-10,http://t1.daumcdn.net/place/DB75ABF3358648139B078159588D38B1
438,438,37,26041232,해그린까페,제주특별자치도 제주시 용담1동,232-8,
439,439,38,1679756496,꼬라지오,제주특별자치도 서귀포시 서홍동,1153-6,http://t1.daumcdn.net/place/ABEFDEA9447E4D0084270F019531C6EC
440,440,39,26309045,오델로,제주특별자치도 서귀포시 상효동,756-3,
441,441,40,2110820294,킹콩쥬스&커피 제주아라점,제주특별자치도 제주시 아라일동,6117-1,
442,442,41,1507788040,멍하니,제주특별자치도 제주시 삼도1동,500-5,http://t1.daumcdn.net/localfiy/07994041529942B68EAAED3BECCA7D70
443,443,42,657055154,가비오타카페,제주특별자치도 제주시 구좌읍 종달리,1419,http://t1.daumcdn.net/localfiy/D36FAF670F2D4608ACAD75BEF32531AD
444,444,43,1937894800,키친로브,제주특별자치도 서귀포시 성산읍 성산리,175-4,http://t1.daumcdn.net/place/453088955D5048139AC914F2D26CEAA6
445,445,44,418407294,메탈리코,제주특별자치도 제주시 애월읍 유수암리,1031-20,http://t1.daumcdn.net/localfiy/F8C8971C8A734614A5CC3888587E4AE0
446,446,45,9944858,이삭커피숍,제주특별자치도 서귀포시 정방동,417-17,
447,447,46,762783399,투썸플레이스 제주엠제이벤처오름점,제주특별자치도 제주시 영평동,2169-4,
448,448,47,19622998,어리석은물고기,제주특별자치도 서귀포시 남원읍 위미리,1883-12,
449,449,48,263132825,타임카페,제주특별자치도 제주시 도남동,54,
450,450,49,935880608,그시절그바다,제주특별자치도 제주시 구좌읍 평대리,1981,http://t1.daumcdn.net/localfiy/E1AEEB2CEC0A438494E2589E2131A481
451,451,50,1715239271,카페인,제주특별자치도 제주시 노형동,755-3,
452,452,51,1021606300,땡큐미 제주점,제주특별자치도 제주시 아라일동,6152-10,http://t1.daumcdn.net/place/E8DF4C04FD6149B4858004A861C110F7
453,453,52,295099561,그라시아스,제주특별자치도 서귀포시 서귀동,782-3,
454,454,53,18206749,타로스토리,제주특별자치도 제주시 이도2동,1180-3,
455,455,54,280371245,엘리,제주특별자치도 제주시 연동,1489-3,
456,456,55,26306984,팩토리카페,제주특별자치도 제주시 삼도2동,1192-17,
