,cafe_id,cafe,address,addrbunho,image_url
0,1989308227,모우카파,제주특별자치도 서귀포시 대정읍 영락리,1335-1,http://t1.daumcdn.net/localfiy/A1D5E542EBD8480489A6E1E6843E011D
1,1234666141,카페인링거,제주특별자치도 제주시 조천읍 조천리,2361,http://t1.daumcdn.net/place/B69662786BA24F1DB165FEDAC41D8DAC
2,10213366,금빛다화,제주특별자치도 제주시 내도동,475,
3,11788711,이브닝카페,제주특별자치도 제주시 이도2동,1179-14,
4,1172906738,이제이,제주특별자치도 제주시 용담이동,359-16,
5,1308664252,사뿐,제주특별자치도 제주시 도두일동,1249-7,
6,11643824,바바부단 신제주점,제주특별자치도 제주시 연동,261-9,
7,27391688,플레이케이팝 별이빛나는밤에,제주특별자치도 서귀포시 색달동,2864-36,
8,1795725103,디어마이퍼피,제주특별자치도 제주시 노형동,3702-2,http://t1.daumcdn.net/localfiy/06671CD495AC4F24B21E6797A615C4A1
9,780042001,모아다방,제주특별자치도 제주시 구좌읍 세화리,1419-2,
10,22512755,섬오름카페앤레스토랑,제주특별자치도 서귀포시 법환동,1514-1,http://t1.daumcdn.net/place/829506597AF64FF6BB645416B3A8B5EA
11,116654608,아지트,제주특별자치도 제주시 연동,274-22,
12,788239844,잼잼팩토리,제주특별자치도 제주시 조천읍 와산리,1559-18,http://t1.daumcdn.net/localfiy/searchregister_2006869266
13,9561505,파도다방,제주특별자치도 제주시 조천읍 함덕리,1002-45,
14,19048342,카페요기,제주특별자치도 제주시 용담1동,266-4,http://t1.daumcdn.net/place/F2B06FF9184D4FCE9BF8C4C19F26FA24
15,26940766,돌돌,제주특별자치도 제주시 애월읍 애월리,2527-3,http://t1.daumcdn.net/place/6CBB53B4F8D94F5C8791E2E4F5FB2FEC
16,132566301,모모제이,제주특별자치도 제주시 아라일동,6112-6,http://t1.daumcdn.net/place/791328ADF7AE4C2B9F0176C793F693C1
17,2080549056,북촌에 가면,제주특별자치도 제주시 조천읍 북촌리,1262-1,http://t1.daumcdn.net/place/1C8FCDF83A1942C5BF6A1EDB59C9947C
18,879217912,베디아올다,제주특별자치도 제주시 아라일동,6094-1,http://t1.daumcdn.net/localfiy/2DE1A279CD7C4D2BBB06F6E20F627880
19,83691382,수마,제주특별자치도 서귀포시 성산읍 성산리,142,http://t1.daumcdn.net/localfiy/2143D62C5F98405987C607618D166F6F
20,2055749024,구닮,제주특별자치도 서귀포시 안덕면 사계리,177-1,
21,2065132848,스테이솔티,제주특별자치도 제주시 구좌읍 월정리,33-11,http://t1.daumcdn.net/place/FB070C86B27E4EA18B7F23265A91C51E
22,2083642598,커피비,제주특별자치도 제주시 한림읍 옹포리,881,
23,27447806,홈카페앤,제주특별자치도 서귀포시 서귀동,644-10,
24,860479742,더벤티 서귀포신시가지점,제주특별자치도 서귀포시 서호동,1477-3,http://t1.daumcdn.net/localfiy/24860FC2911342CBA100346B463D2A47
25,14974263,시인의집,제주특별자치도 제주시 조천읍 조천리,3086-1,http://t1.daumcdn.net/place/F8B2F8F889654CD7A2D007F393E647D1
26,866481320,빵인,제주특별자치도 제주시 노형동,3798-12,http://t1.daumcdn.net/place/2E6FFFF6D47A47789530E8253BB3B604
27,1778985786,과일하다,제주특별자치도 제주시 애월읍 신엄리,3063-1,http://t1.daumcdn.net/localfiy/8CE88C67FF5F41968D0EB99ACB6911A2
28,1790483202,새소년,제주특별자치도 제주시 구좌읍 평대리,1989-1,
29,25507301,현대모비스카페 제주아쿠엠,제주특별자치도 제주시 오라이동,2147-3,
30,24987313,제주공감,제주특별자치도 서귀포시 성산읍 성산리,298-4,http://t1.daumcdn.net/place/059BD113065749959AEA3EC57566C649
31,307240389,이디,제주특별자치도 제주시 구좌읍 세화리,1476-5,
32,10297126,동신다방,제주특별자치도 제주시 이도1동,1789-10,
33,1884308278,몽니몽리,제주특별자치도 서귀포시 표선면 표선리,1469-4,
34,1317988879,제이카페,제주특별자치도 제주시 노형동,719-4,
35,539274828,토프레소 제주중문점,제주특별자치도 서귀포시 중문동,1665-5,
36,26826910,달빛머금은,제주특별자치도 제주시 건입동,1399-10,http://t1.daumcdn.net/place/DB75ABF3358648139B078159588D38B1
37,26041232,해그린까페,제주특별자치도 제주시 용담1동,232-8,
38,1679756496,꼬라지오,제주특별자치도 서귀포시 서홍동,1153-6,http://t1.daumcdn.net/place/ABEFDEA9447E4D0084270F019531C6EC
39,26309045,오델로,제주특별자치도 서귀포시 상효동,756-3,
40,2110820294,킹콩쥬스&커피 제주아라점,제주특별자치도 제주시 아라일동,6117-1,
41,1507788040,멍하니,제주특별자치도 제주시 삼도1동,500-5,http://t1.daumcdn.net/localfiy/07994041529942B68EAAED3BECCA7D70
42,657055154,가비오타카페,제주특별자치도 제주시 구좌읍 종달리,1419,http://t1.daumcdn.net/localfiy/D36FAF670F2D4608ACAD75BEF32531AD
43,1937894800,키친로브,제주특별자치도 서귀포시 성산읍 성산리,175-4,http://t1.daumcdn.net/place/453088955D5048139AC914F2D26CEAA6
44,418407294,메탈리코,제주특별자치도 제주시 애월읍 유수암리,1031-20,http://t1.daumcdn.net/localfiy/F8C8971C8A734614A5CC3888587E4AE0
45,9944858,이삭커피숍,제주특별자치도 서귀포시 정방동,417-17,
46,762783399,투썸플레이스 제주엠제이벤처오름점,제주특별자치도 제주시 영평동,2169-4,
47,19622998,어리석은물고기,제주특별자치도 서귀포시 남원읍 위미리,1883-12,
48,263132825,타임카페,제주특별자치도 제주시 도남동,54,
49,935880608,그시절그바다,제주특별자치도 제주시 구좌읍 평대리,1981,http://t1.daumcdn.net/localfiy/E1AEEB2CEC0A438494E2589E2131A481
50,1715239271,카페인,제주특별자치도 제주시 노형동,755-3,
51,1021606300,땡큐미 제주점,제주특별자치도 제주시 아라일동,6152-10,http://t1.daumcdn.net/place/E8DF4C04FD6149B4858004A861C110F7
52,295099561,그라시아스,제주특별자치도 서귀포시 서귀동,782-3,
53,18206749,타로스토리,제주특별자치도 제주시 이도2동,1180-3,
54,280371245,엘리,제주특별자치도 제주시 연동,1489-3,
55,26306984,팩토리카페,제주특별자치도 제주시 삼도2동,1192-17,
56,13566035,platanus,제주특별자치도 제주시 연동,680-7,
57,400946709,공백,제주특별자치도 제주시 구좌읍 김녕리,1568-1,
58,2077442456,커피동동사무소,제주특별자치도 서귀포시 서귀동,291-6,
59,26236036,모던다이브,제주특별자치도 제주시 도남동,698-5,
60,26792268,키친오즈,제주특별자치도 제주시 한림읍 협재리,958-1,http://t1.daumcdn.net/place/76D3D109F5724B898229F5F7F22814CC
61,1916858642,박지광헤어카페,제주특별자치도 제주시 한림읍 동명리,1594-10,http://t1.daumcdn.net/localfiy/130B1BBB544540C0B9935C1D240A14BC
62,738625487,사랑가게 옹기종기,제주특별자치도 제주시 우도면 연평리,92-2,
63,1062435894,어반가라지,제주특별자치도 서귀포시 성산읍 고성리,1547-1,http://t1.daumcdn.net/place/ECDE18C16C6748489B4E5649ECF21DA2
64,10229448,귀빈다방,제주특별자치도 서귀포시 남원읍 남원리,100-1,
65,9444065,천사다방,제주특별자치도 서귀포시 성산읍 고성리,1113-3,
66,627048284,알라카르테,제주특별자치도 제주시 도남동,384,
67,417118251,제이팩토리,제주특별자치도 서귀포시 토평동,1797,http://t1.daumcdn.net/place/4170022BD6994011BE3D2E72D4ED62AD
68,1813048818,오엘즈엘,제주특별자치도 제주시 아라일동,6066-9,
69,167921675,북촌카페,제주특별자치도 제주시 조천읍 북촌리,1656-5,
70,19392070,청춘다락,제주특별자치도 제주시 애월읍 신엄리,757-4,http://t1.daumcdn.net/place/578D843A686746089CD04D67982AC7E8
71,730563598,카페뉴욕빈티지샵,제주특별자치도 서귀포시 표선면 토산리,430-3,http://t1.daumcdn.net/localfiy/B2E41787381948B9A42F22F585914281
72,1305206409,제주맘C,제주특별자치도 제주시 애월읍 신엄리,2806-2,
73,1812567283,시작독서실앤스터디카페제주노형본점,제주특별자치도 제주시 노형동,3779-5,
74,1282696428,메가커피 연동점,제주특별자치도 제주시 연동,1495-1,http://t1.daumcdn.net/place/F645DF975C5940D9BA70EF67280E1824
75,1711116308,크레프트카페 가배,제주특별자치도 제주시 이도2동,1979-22,
76,2137039503,카페온,제주특별자치도 제주시 일도1동,1139-3,
77,1536403197,몽마르카부덴,제주특별자치도 서귀포시 안덕면 사계리,171,http://t1.daumcdn.net/localfiy/E7FF450505134081A3F42E64CAFC1775
78,1242750756,밀테이블가든,제주특별자치도 제주시 애월읍 수산리,965-1,http://t1.daumcdn.net/place/A19F14D68444459DB93668EBC822B618
79,1303257427,카사제주928,제주특별자치도 제주시 한경면 저지리,2965-3,http://t1.daumcdn.net/localfiy/searchregister_1193401869
80,23386394,고래성,제주특별자치도 제주시 연동,291-24,
81,25819115,끌림앤이룸,제주특별자치도 제주시 이도2동,2015-20,http://t1.daumcdn.net/cfile/2659CD35542A40142C
82,2066122038,향이좋은카페유리,제주특별자치도 제주시 한림읍 한림리,1328-57,
83,7857277,뜰방다방,제주특별자치도 제주시 삼도1동,516-10,
84,807371912,소이재,제주특별자치도 제주시 노형동,1068-3,http://t1.daumcdn.net/place/80A3240BD16E4132BBE1F8D06D822228
85,15891603,돌체커피,제주특별자치도 제주시 이도2동,1957-7,http://t1.daumcdn.net/place/5F0F48EB5E994588879FFBB2A135B4F8
86,18765095,데이앤나이트,제주특별자치도 제주시 연동,282-2,
87,1806440605,카페바티,제주특별자치도 서귀포시 서귀동,341,
88,1609989496,주민상회 서귀포동홍점,제주특별자치도 서귀포시 동홍동,107-10,
89,1975015812,뜨락,제주특별자치도 제주시 애월읍 하귀1리,214-1,
90,9406746,오젠,제주특별자치도 서귀포시 대정읍 상모리,6-6,http://t1.daumcdn.net/place/B928C95C08A844D0BE8E2F27026FC917
