,0
2034,24661378
2035,27128687
2036,284718590
2037,820334664
2038,2043162168
2039,9534263
2040,1023605932
2041,27598073
2042,24994852
2043,27582995
2044,26301545
2045,26869545
2046,21511066
2047,118647398
2048,242368968
2049,21546157
2050,1790483202
2051,25081546
2052,1878148134
2053,152666632
2054,13602059
2055,501338844
2056,209885443
2057,20176607
2058,2039785579
2059,22838105
2060,11256999
2061,649549236
2062,1966575765
2063,1444298172
2064,27149644
2065,1223163581
2066,21542002
2067,56646187
2068,11327203
2069,1055250555
2070,2106887048
2071,865338108
2072,562394462
2073,2065132848
2074,531183470
2075,1365247194
2076,1233024350
2077,17272985
2078,2052698459
2079,2144722432
2080,1098530020
2081,747267087
2082,1613900075
2083,603124678
2084,901554745
2085,1006322797
2086,9430490
2087,2118086325
2088,172397542
2089,239978643
2090,944644946
2091,410969655
2092,15566586
2093,1391568257
2094,2054874307
2095,26264322
2096,25458704
2097,756799226
2098,27598301
2099,1016652171
2100,21546648
2101,10462941
2102,1006955790
2103,25644570
2104,973305898
2105,27418865
2106,1555102696
2107,11173923
2108,1486047880
2109,309401367
2110,18287961
2111,19974848
2112,1574752972
2113,10406061
2114,517602886
2115,1926302348
2116,18484278
2117,1978042460
2118,1830339195
2119,1491226326
2120,623343843
2121,1624310743
2122,841887322
2123,26944414
2124,85690115
2125,26885645
2126,2106909178
2127,454445122
2128,812451551
2129,1818656089
2130,21556089
2131,15788593
2132,761181833
2133,1766646437
2134,27127352
2135,166623372
2136,973503549
2137,2014263446
2138,220356796
2139,1898200066
2140,131787039
2141,12414889
2142,2143256923
2143,1122537517
2144,2002632309
2145,860516838
2146,1191356724
2147,26885600
2148,1693150085
2149,13571332
2150,26306984
2151,582214423
2152,27422781
2153,1361203949
2154,204842289
2155,950853175
2156,1971639400
2157,11003199
2158,25771881
2159,1396414230
2160,9882032
2161,630048082
2162,2084177486
2163,427669200
2164,22890719
2165,9561505
2166,9762406
2167,13113428
2168,2058522387
2169,371491242
2170,23690572
2171,26987151
2172,27413848
2173,159378662
2174,1778003439
2175,9416824
2176,1956506936
2177,58891985
2178,80778995
2179,276957303
2180,1630713791
2181,1663041096
2182,121125177
2183,1471342241
2184,1595124840
2185,2020231452
2186,408753711
2187,26098534
2188,1407871842
2189,8067491
2190,1501515694
2191,535831991
2192,1297338139
2193,18742934
2194,11200376
2195,21489085
2196,915340178
2197,310705633
2198,760301938
2199,10593342
2200,25068937
2201,1343252834
2202,27447056
2203,400946709
2204,1315710148
2205,1704706310
2206,22854241
2207,182270139
