cafe,cafe_id,name,price,category
펭귄부인,1221695,따뜻한 홍차,"5,000",논커피
펭귄부인,1221695,냉침홍차,"5,000",논커피
펭귄부인,1221695,바닐라 밀크티(ice),"6,000",논커피
펭귄부인,1221695,블루베리 에이드,"6,000",논커피
보롬왓카페,6325127,딸바,"7,000",논커피
메르블루,7860278,아메리카노,,커피
메르블루,7860278,에스프레소,,커피
메르블루,7860278,카페모카,,커피
메르블루,7860278,카페라떼,,커피
메르블루,7860278,카푸치노,,커피
샤라의정원,7930874,미친닭 (2인용),"30,000",기타
샤라의정원,7930874,허니문 (2인용),"30,000",기타
샤라의정원,7930874,샤라의 정원 (2인용),"30,000",기타
샤라의정원,7930874,표고버섯 스파게티 (1인용),"15,000",기타
샤라의정원,7930874,해산물 스파게티 (1인용),"15,000",기타
어린왕자 제주점,7993351,카페라떼,,커피
에스프레사멘테 일리 제주다음점,8004071,라떼 마끼아또,"4,700",커피
이디야커피 제주노형점,8040757,니트로커피,,커피
이디야커피 제주노형점,8040757,민트모카,,커피
이디야커피 제주노형점,8040757,바닐라 라떼,,커피
이디야커피 제주노형점,8040757,카라멜 마끼아또,,커피
이디야커피 제주노형점,8040757,카페 라떼,,커피
이디야커피 제주노형점,8040757,카페 아메리카노,,커피
이디야커피 제주노형점,8040757,카페모카,,커피
이디야커피 제주노형점,8040757,카푸치노,,커피
이디야커피 제주노형점,8040757,화이트 초콜릿 모카,,커피
이디야커피 제주노형점,8040757,콜드브루 화이트 비엔나,,커피
이디야커피 제주노형점,8040757,흑당밀크티빙수,,빙수/아이스크림
이디야커피 제주노형점,8040757,콜드브루라떼,,커피
이디야커피 제주시청점,8042333,니트로커피,,커피
이디야커피 제주시청점,8042333,민트모카,,커피
이디야커피 제주시청점,8042333,바닐라 라떼,,커피
이디야커피 제주시청점,8042333,카라멜 마끼아또,,커피
이디야커피 제주시청점,8042333,카페 라떼,,커피
이디야커피 제주시청점,8042333,카페 아메리카노,,커피
이디야커피 제주시청점,8042333,카페모카,,커피
이디야커피 제주시청점,8042333,카푸치노,,커피
이디야커피 제주시청점,8042333,화이트 초콜릿 모카,,커피
이디야커피 제주시청점,8042333,콜드브루 화이트 비엔나,,커피
이디야커피 제주시청점,8042333,흑당밀크티빙수,,빙수/아이스크림
이디야커피 제주시청점,8042333,콜드브루라떼,,커피
이디야커피 제주중앙점,8047503,니트로커피,,커피
이디야커피 제주중앙점,8047503,민트모카,,커피
이디야커피 제주중앙점,8047503,바닐라 라떼,,커피
이디야커피 제주중앙점,8047503,카라멜 마끼아또,,커피
이디야커피 제주중앙점,8047503,카페 라떼,,커피
이디야커피 제주중앙점,8047503,카페 아메리카노,,커피
이디야커피 제주중앙점,8047503,카페모카,,커피
이디야커피 제주중앙점,8047503,카푸치노,,커피
이디야커피 제주중앙점,8047503,화이트 초콜릿 모카,,커피
이디야커피 제주중앙점,8047503,콜드브루 화이트 비엔나,,커피
이디야커피 제주중앙점,8047503,흑당밀크티빙수,,빙수/아이스크림
이디야커피 제주중앙점,8047503,콜드브루라떼,,커피
이디야커피 제주연동점,8047772,니트로커피,,커피
이디야커피 제주연동점,8047772,민트모카,,커피
이디야커피 제주연동점,8047772,바닐라 라떼,,커피
이디야커피 제주연동점,8047772,카라멜 마끼아또,,커피
이디야커피 제주연동점,8047772,카페 라떼,,커피
이디야커피 제주연동점,8047772,카페 아메리카노,,커피
이디야커피 제주연동점,8047772,카페모카,,커피
이디야커피 제주연동점,8047772,카푸치노,,커피
이디야커피 제주연동점,8047772,화이트 초콜릿 모카,,커피
이디야커피 제주연동점,8047772,콜드브루 화이트 비엔나,,커피
이디야커피 제주연동점,8047772,흑당밀크티빙수,,빙수/아이스크림
이디야커피 제주연동점,8047772,콜드브루라떼,,커피
플로리체,8124559,카페라떼,,커피
노을언덕,8225315,아메리카노,"2,500",커피
노을언덕,8225315,카페라떼,"3,000",커피
노을언덕,8225315,카푸치노,"3,000",커피
노을언덕,8225315,유자차,"2,500",논커피
노을언덕,8225315,허브티,"2,000",논커피
바그다드,8315618,램 코르마,"14,800",기타
바그다드,8315618,램 삭,"14,800",기타
바그다드,8315618,팔락 파니르,"14,500",기타
바그다드,8315618,램 마살라,"14,500",기타
바그다드,8315618,라즈와리고스트,"13,800",기타
바그다드,8315618,달마크니,"13,000",기타
바그다드,8315618,파니르 버터 마살라,"12,000",기타
바그다드,8315618,알루고비,"11,500",기타
바그다드,8315618,마살라 파파드,"6,000",기타
바그다드,8315618,사모사,"5,000",기타
바그다드,8315618,차나 마살라,"12,000",기타
바그다드,8315618,치킨 코르마,"13,500",기타
바그다드,8315618,치킨 마크니,"13,000",기타
바그다드,8315618,치킨 마살라,"13,500",기타
바그다드,8315618,치킨 삭,"14,500",기타
바그다드,8315618,탄두리 치킨,"18,000",기타
바그다드,8315618,치킨 탕그리 케밥,"16,500",기타
바그다드,8315618,과일 샐러드,"6,000",기타
바그다드,8315618,그린 샐러드,"6,500",기타
바그다드,8315618,치킨과 머쉬룸 스프,"5,000",기타
반디,8316946,카페라떼,,커피
새벽이슬,8359940,카푸치노,,커피
새벽이슬,8359940,에스프레소,,커피
새벽이슬,8359940,카페모카,,커피
새벽이슬,8359940,카페라떼,,커피
새벽이슬,8359940,아메리카노,,커피
솔빛바다,8451183,핸드드립 아메리카노,"3,000",커피
두남자이야기,8522836,빙수,,빙수/아이스크림
두남자이야기,8522836,요거트스무디,,논커피
두남자이야기,8522836,아메리카노,,커피
두남자이야기,8522836,카푸치노,,커피
두남자이야기,8522836,카페라떼,,커피
두남자이야기,8522836,팥빙수,,빙수/아이스크림
두남자이야기,8522836,예가체프 핸드드립,,커피
두남자이야기,8522836,뉴욕치즈케이크,,베이커리
이디야커피 서귀포이마트점,8535503,니트로커피,,커피
이디야커피 서귀포이마트점,8535503,민트모카,,커피
이디야커피 서귀포이마트점,8535503,바닐라 라떼,,커피
이디야커피 서귀포이마트점,8535503,카라멜 마끼아또,,커피
이디야커피 서귀포이마트점,8535503,카페 라떼,,커피
이디야커피 서귀포이마트점,8535503,카페 아메리카노,,커피
이디야커피 서귀포이마트점,8535503,카페모카,,커피
이디야커피 서귀포이마트점,8535503,카푸치노,,커피
이디야커피 서귀포이마트점,8535503,화이트 초콜릿 모카,,커피
이디야커피 서귀포이마트점,8535503,콜드브루 화이트 비엔나,,커피
이디야커피 서귀포이마트점,8535503,흑당밀크티빙수,,빙수/아이스크림
이디야커피 서귀포이마트점,8535503,콜드브루라떼,,커피
커피쟁이,8558014,더치 라떼,"5,000",커피
커피쟁이,8558014,케냐 Ihithe AA Plus (HOT),"6,000",커피
커피쟁이,8558014,과테말라 San Lorenzo (HOT),"6,000",커피
커피쟁이,8558014,과테말라 San Lorenzo (ICED),"6,500",커피
커피쟁이,8558014,콜롬비아 Vuelta Bonita (HOT),"6,000",커피
커피쟁이,8558014,우간다 Chanzo ToH 2nd (HOT),"6,000",커피
커피쟁이,8558014,더치커피 (500ml),"15,000",커피
커피쟁이,8558014,에스프레소 (HOT),"3,500",커피
커피쟁이,8558014,에스프레소 (ICED),"4,000",커피
커피쟁이,8558014,아메리카노 (HOT),"3,500",커피
커피쟁이,8558014,아메리카노 (ICED),"4,000",커피
커피쟁이,8558014,롱블랙 (HOT),"4,000",커피
커피쟁이,8558014,롱블랙 (ICED),"4,500",커피
커피쟁이,8558014,카푸치노 (HOT),"4,000",커피
커피쟁이,8558014,카푸치노 (ICED),"4,500",커피
커피쟁이,8558014,플랫 화이트 (HOT),"4,500",커피
커피쟁이,8558014,플랫 화이트 (ICED),"5,000",커피
커피쟁이,8558014,바닐라 라떼 (HOT),"4,200",커피
커피쟁이,8558014,바닐라 라떼 (ICED),"4,700",커피
커피쟁이,8558014,카페모카 (HOT),"4,200",커피
커피쟁이,8558014,카페모카 (ICED),"4,900",커피
커피쟁이,8558014,더치 아메리카노,"4,500",커피
커피쟁이,8558014,아포가또 (ICE),"6,000",빙수/아이스크림
커피쟁이,8558014,복숭아 아이스티,"4,000",논커피
커피쟁이,8558014,레몬 아이스티,"4,000",논커피
커피쟁이,8558014,초코라떼 (HOT),"4,200",논커피
커피쟁이,8558014,초코라떼 (ICED),"4,900",논커피
커피쟁이,8558014,생레몬차 (HOT),"4,200",논커피
커피쟁이,8558014,생레몬차 (ICED),"4,600",논커피
커피쟁이,8558014,유자차 (HOT),"4,200",논커피
커피쟁이,8558014,유자차 (ICED),"4,600",논커피
커피쟁이,8558014,수제딸기 에이드,"5,000",논커피
커피쟁이,8558014,생 레몬에이드,"5,000",논커피
커피쟁이,8558014,눈꽃 쑥떡 빙수,"17,000",빙수/아이스크림
커피쟁이,8558014,얼그레이 (HOT),"4,200",논커피
커피쟁이,8558014,얼그레이 (ICED),"4,700",논커피
커피쟁이,8558014,페퍼민트 (HOT),"4,200",논커피
커피쟁이,8558014,페퍼민트 (ICED),"4,700",논커피
커피쟁이,8558014,루이보스 (HOT),"4,200",논커피
커피쟁이,8558014,루이보스 (ICED),"4,700",논커피
커피쟁이,8558014,아쌈 (HOT),"5,200",논커피
커피쟁이,8558014,비스초코젤라또,"5,500",논커피
커피쟁이,8558014,요거트 아이스크림,"5,500",빙수/아이스크림
커피쟁이,8558014,케냐 Ihithe AA Plus (ICED),"6,500",커피
커피쟁이,8558014,콜롬비아 Vuelta Bonita (ICE),"6,500",커피
커피쟁이,8558014,우간다 Chanzo ToH 2nd (ICE),"6,500",논커피
커피쟁이,8558014,팥라떼 (HOT),"4,200",논커피
커피쟁이,8558014,팥라떼 (ICED),"4,600",논커피
커피쟁이,8558014,브라또,"5,500",베이커리
라뮤즈,8946313,에스프레소 (HOT),"3,200",커피
명가헌,9024564,생강차,,논커피
명가헌,9024564,홍차,,논커피
명가헌,9024564,유자차,,논커피
명가헌,9024564,녹차,,논커피
명가헌,9024564,오미자차,,논커피
브라운카페,9060022,에스프레소,"3,500",커피
브라운카페,9060022,아메리카노,"4,000",커피
브라운카페,9060022,카페라떼,"5,000",커피
브라운카페,9060022,브라운 브런치,"12,000",브런치
브라운카페,9060022,아보카도 브런치,"14,000",브런치
칸타빌레,9076865,깔루아라떼,"5,800",커피
칸타빌레,9076865,아이리쉬 커피,"5,800",커피
칸타빌레,9076865,허니브레드,"5,500",베이커리
칸타빌레,9076865,더치아이스,"4,000",커피
이디야커피 서귀포점,9323646,니트로커피,,커피
이디야커피 서귀포점,9323646,민트모카,,커피
이디야커피 서귀포점,9323646,바닐라 라떼,,커피
이디야커피 서귀포점,9323646,카라멜 마끼아또,,커피
이디야커피 서귀포점,9323646,카페 라떼,,커피
이디야커피 서귀포점,9323646,카페 아메리카노,,커피
이디야커피 서귀포점,9323646,카페모카,,커피
이디야커피 서귀포점,9323646,카푸치노,,커피
이디야커피 서귀포점,9323646,화이트 초콜릿 모카,,커피
이디야커피 서귀포점,9323646,콜드브루 화이트 비엔나,,커피
이디야커피 서귀포점,9323646,흑당밀크티빙수,,빙수/아이스크림
이디야커피 서귀포점,9323646,콜드브루라떼,,커피
차의향기,9430490,전통비빔밥,"9,000",기타
차의향기,9430490,들깨수제비,"9,000",기타
차의향기,9430490,Danpatjuk,"5,000",기타
차의향기,9430490,대추차,"7,000",논커피
차의향기,9430490,매실차,"7,000",논커피
차의향기,9430490,오미자차,"7,000",논커피
차의향기,9430490,유자차,"7,000",논커피
차의향기,9430490,보이차,"7,000",논커피
차의향기,9430490,녹차,"7,000",논커피
차의향기,9430490,국화차,,논커피
차의향기,9430490,아메리카노,,커피
차의향기,9430490,카페라떼,,커피
차의향기,9430490,카페모카,,커피
차의향기,9430490,카라멜마끼아또,,커피
차의향기,9430490,핫쵸코,,논커피
차의향기,9430490,열무국수,,기타
카페띠아모 제주대점,9462116,바닐라라떼,,커피
카페띠아모 제주대점,9462116,모카라떼,,커피
카페띠아모 제주대점,9462116,아메리카노,,커피
카페띠아모 제주대점,9462116,카푸치노,,커피
카페띠아모 제주대점,9462116,카페라떼,,커피
카페띠아모 제주대점,9462116,에스프레소,,커피
커피피플 시청점,9465162,아메리카노,,커피
커피피플 시청점,9465162,카라멜마까아또,,커피
커피피플 시청점,9465162,카페라떼,,커피
커피피플 시청점,9465162,카페모카,,커피
파랑도 다방,9510988,안심스테이크,"20,000",기타
파랑도 다방,9510988,돈가스,"4,000",기타
학고재,9569142,해물파전,"15,000",기타
학고재,9569142,동태찌개,"15,000",기타
학고재,9569142,봉황주,"10,000",알코올
학고재,9569142,골뱅이무침,"15,000",기타
피오레,9649100,카페라떼,,커피
피오레,9649100,밀크팥빙수,,빙수/아이스크림
피오레,9649100,허니브레드,,베이커리
도토루커피숍 제주점,9725457,카페라떼,,커피
장호다방,9981658,양념통닭,"10,000",기타
장호다방,9981658,후라이드,"10,000",기타
커피트리,10104554,카페라떼,,커피
꼬엥,10205092,꼬엥덕,"4,000",기타
꼬엥,10205092,아메리카노,"3,000",커피
꼬엥,10205092,카페라떼,"3,500",커피
꼬엥,10205092,팥빙수(4인기준),"15,000",빙수/아이스크림
금빛다화,10213366,들깨죽,,기타
다소니,10267331,단팥죽,"7,000",기타
다소니,10267331,도토리묵,"10,000",기타
다소니,10267331,연잎밥,"10,000",기타
다소니,10267331,들깨메밀칼국수,"8,000",기타
다소니,10267331,메밀칼국수,"8,000",기타
다소니,10267331,열무국수,"7,000",기타
다소니,10267331,비빔밥,"8,000",기타
다소니,10267331,십전대보탕,"7,000",논커피
다소니,10267331,냉과일쥬스,"7,000",논커피
다소니,10267331,대추차,"7,000",논커피
다소니,10267331,오룡차,"5,000",논커피
다소니,10267331,보이차,"7,000",논커피
다소니,10267331,이슬차,"5,000",논커피
다소니,10267331,매실차 (냉),"6,000",논커피
다소니,10267331,매실차,"5,000",논커피
다소니,10267331,유자차 (냉),"6,000",논커피
다소니,10267331,유자차,"5,000",논커피
다소니,10267331,오미자차 (냉),"6,000",논커피
다소니,10267331,오미자차,"5,000",논커피
다소니,10267331,말차,"5,000",논커피
다소니,10267331,녹차,"5,000",논커피
다소니,10267331,들깨죽,"8,000",기타
다소니,10267331,들깨수제비,"8,000",기타
미루나무,10414188,녹차,,논커피
미루나무,10414188,아이스커피,,커피
미루나무,10414188,유자차,,논커피
미루나무,10414188,쟈스민차,,논커피
미루나무,10414188,홍차,,논커피
BBQ 제주삼도점,10812866,뱀파이어 치킨,"20,000",기타
BBQ 제주삼도점,10812866,극한매운왕갈비치킨,"21,000",기타
BBQ 제주삼도점,10812866,뱀파이어 치킨 한마리 세트,"25,000",기타
BBQ 제주삼도점,10812866,황금올리브반반+황금알치즈볼,"24,000",기타
BBQ 제주삼도점,10812866,극한매운왕갈비치킨+황금알치즈볼,"26,000",기타
BBQ 제주삼도점,10812866,마라핫치킨+황금알치즈볼,"23,900",기타
BBQ 제주삼도점,10812866,허니버터갈릭스,"21,000",기타
BBQ 제주삼도점,10812866,극한왕갈비치킨,"21,000",기타
BBQ 제주삼도점,10812866,황금올리브치킨순살,"20,000",기타
BBQ 제주삼도점,10812866,황금올리브치킨양념순살,"21,500",기타
BBQ 제주삼도점,10812866,황금올리브속안심,"17,000",기타
BBQ 제주삼도점,10812866,순살바삭칸,"18,000",기타
BBQ 제주삼도점,10812866,순살 크래커,"18,000",기타
BBQ 제주삼도점,10812866,소이갈릭스한마리,"18,900",기타
BBQ 제주삼도점,10812866,소이갈릭스윙,"18,900",기타
BBQ 제주삼도점,10812866,치즐링,"19,000",기타
커피볶는집 오즈비,10821669,홍차,"4,000",논커피
토방속에장독대,10895086,고등어조림,,기타
토방속에장독대,10895086,두부김치,,기타
토방속에장독대,10895086,골뱅이무침,,기타
토방속에장독대,10895086,해물파전,,기타
빠빠라기 시청점,11053803,아메리카노,"3,500",커피
빠빠라기 시청점,11053803,아이스 아메리카노,"4,000",커피
빠빠라기 시청점,11053803,아이스카페라떼,"4,000",커피
빠빠라기 시청점,11053803,아이스초코라떼,"4,000",논커피
빠빠라기 시청점,11053803,바나나쥬스,"5,000",논커피
빠빠라기 시청점,11053803,키위쥬스,"5,000",논커피
빠빠라기 시청점,11053803,팥빙수 (대),"18,000",빙수/아이스크림
빠빠라기 시청점,11053803,팥빙수 (중),"14,000",빙수/아이스크림
빠빠라기 시청점,11053803,요거트빙수 (대),"19,000",빙수/아이스크림
빠빠라기 시청점,11053803,요거트빙수 (중),"15,000",빙수/아이스크림
빠빠라기 시청점,11053803,녹차빙수 (대),"19,000",빙수/아이스크림
빠빠라기 시청점,11053803,녹차빙수 (중),"15,000",빙수/아이스크림
빠빠라기 시청점,11053803,초코빙수 (대),"18,000",빙수/아이스크림
빠빠라기 시청점,11053803,초코빙수 (중),"14,000",빙수/아이스크림
빠빠라기 시청점,11053803,카라멜마까아또,,커피
빠빠라기 시청점,11053803,카페모카,,커피
큰마루,11226629,보리밥뷔페,,기타
탐앤탐스 제주시청점,11266063,갈릭 버터 브레드,,베이커리
탐앤탐스 제주시청점,11266063,카페 아메리카노,,커피
탐앤탐스 제주시청점,11266063,카페라떼,,커피
탐앤탐스 제주시청점,11266063,허니 버터 브레드,,베이커리
탐앤탐스 제주시청점,11266063,싱글오리진 커피,,커피
탐앤탐스 제주시청점,11266063,헤이즐넛 라떼,,커피
하우스레서피 당근케이크,11539852,당근착즙,"10,000",논커피
하우스레서피 당근케이크,11539852,루이보스티 (HOT),"5,000",논커피
하우스레서피 당근케이크,11539852,루이보스티 (ICE),"6,000",논커피
하우스레서피 당근케이크,11539852,아메리카노 커피 (HOT),"4,000",커피
하우스레서피 당근케이크,11539852,아메리카노 커피 (ICE),"5,000",커피
커피애,11649322,눈꽃팥빙수,"6,000",빙수/아이스크림
커피애,11649322,눈꽃녹차빙수,"7,000",빙수/아이스크림
커피애,11649322,통큰팥빙수,"14,000",빙수/아이스크림
커피애,11649322,치아바타 파니니,"6,000",베이커리
커피애,11649322,치아바타 샌드위치,"6,000",베이커리
커피애,11649322,치아바타 치즈딥,"4,000",베이커리
커피애,11649322,생크림 토스트,"3,000",베이커리
커피애,11649322,스윗트 갈릭브레드,"5,000",베이커리
신비의사랑,11988145,아메리카노,"4,000",커피
신비의사랑,11988145,카페라떼,"5,000",커피
신비의사랑,11988145,핸드드립,"6,000",커피
신비의사랑,11988145,더치커피,"7,000",커피
쉴만한물가,12020471,손내림,"4,000",커피
쉴만한물가,12020471,카페콘파나,"3,000",커피
쉴만한물가,12020471,오메리떡,"1,000",기타
쉴만한물가,12020471,라떼마끼아또,"3,000",커피
쉴만한물가,12020471,미숫가루,"3,000",논커피
쉴만한물가,12020471,블루베리요거트,"3,000",논커피
쉴만한물가,12020471,아메리카노,"2,000",커피
쉴만한물가,12020471,에스프레소,"2,000",커피
쉴만한물가,12020471,카페라떼,"3,000",커피
쉴만한물가,12020471,카페모카,"3,000",커피
쉴만한물가,12020471,카페비엔나,"3,000",커피
쉴만한물가,12020471,카푸치노,"3,000",커피
쉴만한물가,12020471,키위요거트,"3,000",논커피
쉴만한물가,12020471,팥빙수,"5,000",빙수/아이스크림
쉴만한물가,12020471,플레인요거트,"3,000",논커피
쉴만한물가,12020471,호박죽,"3,000",기타
죽이야기 카페제주점,12135268,전복죽,"12,000",기타
죽이야기 카페제주점,12135268,특전복죽,"20,000",기타
죽이야기 카페제주점,12135268,자연송이죽,"12,000",기타
죽이야기 카페제주점,12135268,매생이굴죽,"9,000",기타
죽이야기 카페제주점,12135268,치킨치즈죽,"9,500",기타
죽이야기 카페제주점,12135268,바다치즈죽,"9,500",기타
죽이야기 카페제주점,12135268,커리치킨죽,"9,000",기타
죽이야기 카페제주점,12135268,게살날치알죽,"10,000",기타
죽이야기 카페제주점,12135268,브로콜리새우죽,"9,000",기타
죽이야기 카페제주점,12135268,모듬해물죽,"9,000",기타
죽이야기 카페제주점,12135268,버섯굴죽,"9,000",기타
죽이야기 카페제주점,12135268,인삼닭죽,"9,000",기타
죽이야기 카페제주점,12135268,버섯들깨죽,"8,500",기타
죽이야기 카페제주점,12135268,한우야채죽,"9,000",기타
죽이야기 카페제주점,12135268,홍합미역죽,"8,500",기타
죽이야기 카페제주점,12135268,얼큰김치죽,"8,000",기타
죽이야기 카페제주점,12135268,황태콩나물죽,"8,000",기타
죽이야기 카페제주점,12135268,버섯야채죽,"8,000",기타
죽이야기 카페제주점,12135268,참치야채죽,"8,000",기타
죽이야기 카페제주점,12135268,야채죽,"7,000",기타
죽이야기 카페제주점,12135268,흑임자죽,"8,500",기타
죽이야기 카페제주점,12135268,녹두죽,"8,500",기타
죽이야기 카페제주점,12135268,호박죽,"8,500",기타
죽이야기 카페제주점,12135268,낙지김치죽,"8,500",기타
죽이야기 카페제주점,12135268,전복인삼닭죽,"15,000",기타
죽이야기 카페제주점,12135268,치킨데리야끼볶음밥,"7,000",기타
죽이야기 카페제주점,12135268,해물볶음밥,"7,500",기타
죽이야기 카페제주점,12135268,햄야채볶음밥,"7,000",기타
죽이야기 카페제주점,12135268,팥죽,"8,500",기타
카페베네 제주연동점,12283785,녹차,,논커피
카페베네 제주연동점,12283785,아메리카노,,커피
카페베네 제주연동점,12283785,아포가토,,빙수/아이스크림
카페베네 제주연동점,12283785,에스프레소,,커피
카페베네 제주연동점,12283785,초코칩프라페노,,논커피
하얀성,12360051,A코스 (1KG),"150,000",알코올
메이비,12591043,에스프레소,"4,000",커피
메이비,12591043,아메리카노,"4,000",커피
메이비,12591043,카페라떼,"4,500",커피
메이비,12591043,홍차,"4,000",논커피
메이비,12591043,유자차,"4,000",논커피
바람,12629614,에디도피아 하라 롱베리,"7,000",커피
커피볶는집 e브엘세바 서귀포동홍본점,12757724,카페라떼,,커피
빈스와플,12768122,자스민,"3,000",논커피
빈스와플,12768122,캐모마일,"3,000",논커피
빈스와플,12768122,페퍼민트,"3,000",논커피
빈스와플,12768122,얼그레이,"3,000",논커피
빈스와플,12768122,스트로베리민트,"3,000",베이커리
빈스와플,12768122,루이보스슈가플럼,"3,000",논커피
빈스와플,12768122,청귤차,"4,500",논커피
빈스와플,12768122,유자차,"3,000",논커피
빈스와플,12768122,레몬차,"3,000",논커피
빈스와플,12768122,생강차,"3,000",논커피
빈스와플,12768122,우유,"3,000",논커피
빈스와플,12768122,초코,"4,000",논커피
빈스와플,12768122,녹차라떼,"4,500",논커피
빈스와플,12768122,고구마라떼,"4,500",논커피
빈스와플,12768122,하겐다즈아이스크림,"4,000",빙수/아이스크림
빈스와플,12768122,에스프레소 (HOT),"3,000",커피
빈스와플,12768122,아메리카노 (HOT),"3,000",커피
빈스와플,12768122,아메리카노 (ICE),"3,500",커피
빈스와플,12768122,카페라떼 (HOT),"3,500",커피
빈스와플,12768122,카페라떼 (ICE),"4,000",커피
빈스와플,12768122,카푸치노 (HOT),"4,000",커피
빈스와플,12768122,카푸치노 (ICE),"4,500",커피
빈스와플,12768122,바닐라라떼 (HOT),"4,000",커피
빈스와플,12768122,바닐라라떼 (ICE),"4,500",커피
빈스와플,12768122,카라멜마끼아또 (HOT),"4,000",커피
빈스와플,12768122,카라멜마끼아또 (ICE),"4,500",커피
빈스와플,12768122,카페모카 (HOT),"4,000",커피
빈스와플,12768122,카페모카 (ICE),"4,500",커피
빈스와플,12768122,아포가토 (HOT),"5,000",커피
빈스와플,12768122,레몬에이드,"4,000",논커피
빈스와플,12768122,자몽에이드,"4,000",논커피
빈스와플,12768122,블루레몬에이드,"4,500",논커피
빈스와플,12768122,블루베리에이드,"4,500",논커피
빈스와플,12768122,청귤에이드,"5,000",논커피
빈스와플,12768122,복숭아아이스티 (ICE),"3,000",논커피
빈스와플,12768122,플레인 요거트스무디 (ICE),"5,000",논커피
빈스와플,12768122,딸기 요거트스무디 (ICE),"5,000",논커피
빈스와플,12768122,망고 요거트스무디 (ICE),"5,000",논커피
빈스와플,12768122,블루베리 요거트스무디 (ICE),"5,000",논커피
빈스와플,12768122,키위주스 (ICE),"5,000",논커피
빈스와플,12768122,토마토주스 (ICE),"5,000",논커피
빈스와플,12768122,딸기쉐이크 (ICE),"5,000",논커피
빈스와플,12768122,바나나쉐이크 (ICE),"5,000",논커피
빈스와플,12768122,치즈케이크,"4,000",베이커리
빈스와플,12768122,고구마케이크,"4,500",베이커리
빈스와플,12768122,벨기에와플,"3,000",베이커리
빈스와플,12768122,조각케이크,,베이커리
로즈마린,12815448,참치 김치찌개,"12,000",기타
할리스커피 제주이도점,13109630,그린티 할라치노(G),"6,400",논커피
할리스커피 제주이도점,13109630,그린티 할라치노(R),"5,900",논커피
할리스커피 제주이도점,13109630,아이스 티(복숭아/유자 블러썸)(G),"5,300",논커피
할리스커피 제주이도점,13109630,아이스 티(복숭아/유자 블러썸)(R),"4,800",논커피
할리스커피 제주이도점,13109630,아이요떼(G),"6,200",논커피
할리스커피 제주이도점,13109630,아이요떼(R),"5,700",논커피
할리스커피 제주이도점,13109630,스위트 크림라떼(G),"6,000",커피
할리스커피 제주이도점,13109630,스위트 크림라떼(R),"5,500",커피
할리스커피 제주이도점,13109630,콜드브루 라떼(G),"5,500",커피
할리스커피 제주이도점,13109630,콜드브루 라떼(R),"5,000",커피
할리스커피 제주이도점,13109630,고구마 라떼(G),"6,000",논커피
할리스커피 제주이도점,13109630,고구마 라떼(R),"5,500",논커피
할리스커피 제주이도점,13109630,고흥 유자차,"4,800",논커피
할리스커피 제주이도점,13109630,과일스무디(G),"6,000",논커피
할리스커피 제주이도점,13109630,과일스무디(R),"5,500",논커피
할리스커피 제주이도점,13109630,그린티 라떼(G),"6,300",논커피
할리스커피 제주이도점,13109630,그린티 라떼(R),"5,800",논커피
할리스커피 제주이도점,13109630,그린티/밀크티 크림라떼(G),"6,400",논커피
할리스커피 제주이도점,13109630,그린티/밀크티 크림라떼(R),"5,900",논커피
할리스커피 제주이도점,13109630,다크 초코칩 할라치노(G),"6,400",논커피
할리스커피 제주이도점,13109630,다크 초코칩 할라치노(R),"5,900",논커피
할리스커피 제주이도점,13109630,더블베리 치즈케익 할라치노(G),"6,400",베이커리
할리스커피 제주이도점,13109630,더블베리 치즈케익 할라치노(R),"5,900",베이커리
할리스커피 제주이도점,13109630,딸기 치즈케익 할라치노(G),"6,400",베이커리
할리스커피 제주이도점,13109630,딸기 치즈케익 할라치노(R),"5,900",베이커리
할리스커피 제주이도점,13109630,리얼 벨지안 초코(G),"6,200",논커피
할리스커피 제주이도점,13109630,리얼 벨지안 초코(R),"5,700",논커피
할리스커피 제주이도점,13109630,리얼 벨지안 카페 모카(G),"6,400",커피
할리스커피 제주이도점,13109630,리얼 벨지안 카페 모카(R),"5,900",커피
할리스커피 제주이도점,13109630,모카 할라치노(G),"6,200",커피
할리스커피 제주이도점,13109630,모카 할라치노(R),"5,700",커피
할리스커피 제주이도점,13109630,민트 초코 할리치노(G),"6,000",논커피
할리스커피 제주이도점,13109630,민트 초코 할리치노(R),"5,500",논커피
할리스커피 제주이도점,13109630,민트 초코(G),"5,800",논커피
할리스커피 제주이도점,13109630,민트 초코(R),"5,300",논커피
할리스커피 제주이도점,13109630,밀크티 라떼(G),"6,300",논커피
할리스커피 제주이도점,13109630,밀크티 라떼(R),"5,800",논커피
할리스커피 제주이도점,13109630,밀크티 할라치노(G),"6,400",논커피
할리스커피 제주이도점,13109630,밀크티 할라치노(R),"5,900",논커피
할리스커피 제주이도점,13109630,스퀴즈 레몬차/홍자몽차,"5,300",논커피
할리스커피 제주이도점,13109630,아포가토,"5,800",빙수/아이스크림
할리스커피 제주이도점,13109630,에스프레소/꼰빠냐/마키아또(G),"4,100",커피
할리스커피 제주이도점,13109630,에스프레소/꼰빠냐/마키아또(R),"3,600",커피
할리스커피 제주이도점,13109630,유자 크러쉬(G),"6,200",논커피
할리스커피 제주이도점,13109630,유자 크러쉬(R),"5,700",논커피
할리스커피 제주이도점,13109630,제주 한라봉 감귤차,"4,800",논커피
