,cafe_id,cafe,name,price
0,26353548,망고식스 신제주점,고구마라떼,"5,200"
1,26353548,망고식스 신제주점,그린티라뗴,"5,500"
2,26353548,망고식스 신제주점,다즐링,"4,300"
3,26353548,망고식스 신제주점,다크/그린티/라즈베리,"6,300"
4,26353548,망고식스 신제주점,라즈베리&바닐라,"4,300"
5,26353548,망고식스 신제주점,레몬&오렌지,"4,300"
6,26353548,망고식스 신제주점,망고&젤리,"5,700"
7,26353548,망고식스 신제주점,망고&코코넛,"5,900"
8,26353548,망고식스 신제주점,망고&타피오카,"5,900"
9,26353548,망고식스 신제주점,망고&후르츠,"5,900"
10,26353548,망고식스 신제주점,망고/베리/키위/플레인요거트 스무디,"5,800"
11,26353548,망고식스 신제주점,망고스무디,"6,200"
12,26353548,망고식스 신제주점,밀크/후르츠/타로/그린버블,"4,500"
13,26353548,망고식스 신제주점,바닐라 프라페,"5,600"
14,26353548,망고식스 신제주점,블랙베리&엘더플라워,"4,300"
15,26353548,망고식스 신제주점,블루/핑크/청포도 레몬에이드,"5,500"
16,26353548,망고식스 신제주점,아메리카노,"3,900"
17,26353548,망고식스 신제주점,얼그레이,"4,300"
18,26353548,망고식스 신제주점,에스프레소,"3,600"
19,26353548,망고식스 신제주점,요크셔 골드티라뗴,"6,000"
20,26353548,망고식스 신제주점,유자차,"4,300"
21,26353548,망고식스 신제주점,잉글리쉬 블랙퍼스트,"4,300"
22,26353548,망고식스 신제주점,자몽/오렌지/레몬,"5,800"
23,26353548,망고식스 신제주점,초코 민트프라페,"5,700"
24,26353548,망고식스 신제주점,카라멜마끼아또,"4,300"
25,26353548,망고식스 신제주점,카페라뗴,"4,500"
26,26353548,망고식스 신제주점,카페모카,"4,900"
27,26353548,망고식스 신제주점,카푸치노,"4,500"
28,26353548,망고식스 신제주점,코나 아메리카노,"6,000"
29,26353548,망고식스 신제주점,코나 에스프레소,"5,500"
30,26353548,망고식스 신제주점,코나 카라멜마끼아또,"6,800"
31,26353548,망고식스 신제주점,코나 카페라떼,"6,300"
32,26353548,망고식스 신제주점,코나 카페모카,"6,800"
33,26353548,망고식스 신제주점,코나 카푸치노,"6,300"
34,26353548,망고식스 신제주점,코코/초코버블,"5,000"
35,26353548,망고식스 신제주점,코코넛/바나나/키위/토마토,"5,800"
36,26353548,망고식스 신제주점,쿠키 앤 크림/카라멜프라페,"5,800"
37,1585655885,카페데바,아메리카노,"4,000"
38,1585655885,카페데바,레몬커피,"6,000"
39,1585655885,카페데바,데바 구름 라떼,"5,000"
40,1585655885,카페데바,용운동 비엔나 커피,"6,000"
41,1585655885,카페데바,핫초코더럽 (HOT),"7,000"
42,27446173,하도리1091,아메리카노,"4,500"
43,27446173,하도리1091,카페라떼,"5,500"
44,27446173,하도리1091,아보카도새우명란덮밥,"16,000"
45,27446173,하도리1091,새우떡볶이,"8,000"
46,27446173,하도리1091,허니레몬티 (HOT),"6,500"
47,27446173,하도리1091,자몽 에이드 (ICE),"6,500"
48,27149644,애월더선셋,아메리카노,"6,500"
49,27149644,애월더선셋,카페라떼,"7,000"
50,27149644,애월더선셋,선셋라떼,"8,000"
51,27149644,애월더선셋,썸머라떼,"9,000"
52,27149644,애월더선셋,선셋블라썸,"8,000"
53,27149644,애월더선셋,생과일프렌치토스트,"15,000"
54,27149644,애월더선셋,토마토치즈스튜,"20,000"
55,27149644,애월더선셋,흑돼지떡갈비 브런치세트+아메리카노,"19,500"
56,27149644,애월더선셋,치즈오믈렛 브런치세트+아메리카노,"17,500"
57,27149644,애월더선셋,오늘의 계절샐러드+아메리카노,"18,000"
58,27149644,애월더선셋,고르골졸라 피자+아메리카노,"18,000"
59,27149644,애월더선셋,리코타시금치 피자+아메리카노,"21,000"
60,27149644,애월더선셋,소고기버섯 파스타+아메리카노,"19,500"
61,27149644,애월더선셋,토마토 치즈 스튜+아메리카노,"23,000"
62,1613854186,카페내콩가,아메리카노,"4,500"
63,1613854186,카페내콩가,카페라떼,"5,000"
64,1613854186,카페내콩가,카푸치노,"5,000"
65,1613854186,카페내콩가,말차라떼,"5,500"
66,1613854186,카페내콩가,밀크티,"5,500"
67,445133179,에릭스에스프레소,에릭스 시그니처스,"6,500"
68,445133179,에릭스에스프레소,티,"6,000"
69,445133179,에릭스에스프레소,에스프레소,"3,800"
70,445133179,에릭스에스프레소,아메리카노,"4,500"
71,445133179,에릭스에스프레소,카페라떼,"5,000"
72,445133179,에릭스에스프레소,플렛화이트,"6,000"
73,445133179,에릭스에스프레소,카푸치노,"5,000"
74,445133179,에릭스에스프레소,아포가토,"6,500"
75,445133179,에릭스에스프레소,콜드브루,"5,000"
76,445133179,에릭스에스프레소,콜드브루라떼,"5,500"
77,445133179,에릭스에스프레소,사이폰커피,"7,500"
78,445133179,에릭스에스프레소,에이드,"6,500"
79,445133179,에릭스에스프레소,밀크&핫밀크,"3,000"
80,445133179,에릭스에스프레소,핫코코아,"4,500"
81,24351128,하이앤바이,아메리카노,
82,953331000,스테이굿무드,아메리카노,"5,000"
83,953331000,스테이굿무드,플랫화이트,"5,500"
84,953331000,스테이굿무드,카페라떼,"6,000"
85,953331000,스테이굿무드,바닐라라떼,"6,500"
86,953331000,스테이굿무드,비엔나커피,"6,500"
87,953331000,스테이굿무드,오렌지 자몽 주스,"6,500"
88,953331000,스테이굿무드,쇼콜라쇼,"6,500"
89,953331000,스테이굿무드,오리지널 티라미수,"6,000"
90,953331000,스테이굿무드,딸기티라미수,"8,000"
91,953331000,스테이굿무드,딸기요거트,"8,000"
92,953331000,스테이굿무드,스테이굿무드 에코백,"20,000"
93,8558014,커피쟁이,브라또,"5,500"
94,8558014,커피쟁이,케냐 Ihithe AA Plus (HOT),"6,000"
95,8558014,커피쟁이,케냐 Ihithe AA Plus (ICED),"6,500"
96,8558014,커피쟁이,과테말라 San Lorenzo (HOT),"6,000"
97,8558014,커피쟁이,과테말라 San Lorenzo (ICED),"6,500"
98,8558014,커피쟁이,콜롬비아 Vuelta Bonita (HOT),"6,000"
99,8558014,커피쟁이,콜롬비아 Vuelta Bonita (ICE),"6,500"
100,8558014,커피쟁이,우간다 Chanzo ToH 2nd (HOT),"6,000"
101,8558014,커피쟁이,우간다 Chanzo ToH 2nd (ICE),"6,500"
102,8558014,커피쟁이,더치커피 (500ml),"15,000"
103,8558014,커피쟁이,에스프레소 (HOT),"3,500"
104,8558014,커피쟁이,에스프레소 (ICED),"4,000"
105,8558014,커피쟁이,아메리카노 (HOT),"3,500"
106,8558014,커피쟁이,아메리카노 (ICED),"4,000"
107,8558014,커피쟁이,롱블랙 (HOT),"4,000"
