,cafe_id,cafe_x,address_x,addrbunho_x,final_address,si,town,ri,franchise_y,image_url_x,lat,lng
25,1928999614,카페이안갤러리,제주특별자치도 제주시 영평동,2170-2,제주특별자치도 제주시 영평동 2170-2,제주시,제주시,제주시,0.0,,33.452959463696274,126.57254308809445
26,8580336,레몬트리,제주특별자치도 제주시 연동,1501,제주특별자치도 제주시 연동 1501,제주시,제주시,제주시,0.0,,33.47968549529144,126.49025187628651
27,571671874,써니의놀이터in카페,제주특별자치도 제주시 한림읍 협재리,2872-18,제주특별자치도 제주시 한림읍 협재리 2872-18,제주시,한림읍,협재리,0.0,http://t1.daumcdn.net/place/8CBFB92CC9FE4C359452A3C9850AC9A3,33.38819976094441,126.24910318876057
28,26942351,마실디,제주특별자치도 서귀포시 서귀동,271-28,제주특별자치도 서귀포시 서귀동 271-28,서귀포시,서귀포시,서귀포시,0.0,http://t1.daumcdn.net/place/26229D800F644F13B08FCB3133BF97CA,33.249579647567685,126.56409287236649
29,11847647,고려다방,제주특별자치도 서귀포시 중앙동,276-30,제주특별자치도 서귀포시 중앙동 276-30,서귀포시,서귀포시,서귀포시,0.0,,,
30,13608624,흙집사랑,제주특별자치도 서귀포시 동홍동,1316-3,제주특별자치도 서귀포시 동홍동 1316-3,서귀포시,서귀포시,서귀포시,0.0,,33.26377537928133,126.56217638660576
31,1956506936,카페아트진,제주특별자치도 서귀포시 하예동,1830-7,제주특별자치도 서귀포시 하예동 1830-7,서귀포시,서귀포시,서귀포시,0.0,http://t1.daumcdn.net/localfiy/D3932580A39C443FAB4F1D543213BD0F,33.235391032509234,126.36959193973527
32,26786520,카페더비어,제주특별자치도 제주시 아라이동,3001-14,제주특별자치도 제주시 아라이동 3001-14,제주시,제주시,제주시,0.0,,33.492563134037816,126.5437339899703
33,1998428715,만나요만나,제주특별자치도 제주시 조천읍 함덕리,966-7,제주특별자치도 제주시 조천읍 함덕리 966-7,제주시,조천읍,함덕리,0.0,,33.54036704849389,126.669029559658
34,30139815,이스트포레스트,제주특별자치도 제주시 구좌읍 종달리,1027,제주특별자치도 제주시 구좌읍 종달리 1027,제주시,구좌읍,종달리,0.0,http://t1.daumcdn.net/place/1102BC46AD314272B05E0C8E303F12D1,33.49593314309576,126.89876774952415
35,27608618,레몬칸타타,제주특별자치도 제주시 이도2동,2025-7,제주특별자치도 제주시 이도2동 2025-7,제주시,제주시,제주시,0.0,http://t1.daumcdn.net/place/A3CD5FFDB5A043AE826BFB35BC369F61,33.48683527538308,126.53571563300517
36,1307831887,공차 제주한라대점,제주특별자치도 제주시 노형동,3813-5,제주특별자치도 제주시 노형동 3813-5,제주시,제주시,제주시,1.0,,33.47865192338646,126.47504923639696
37,380232525,테이크썸윌리,제주특별자치도 제주시 이도2동,1995-3,제주특별자치도 제주시 이도2동 1995-3,제주시,제주시,제주시,0.0,,33.491540344140226,126.53730889845413
38,20906398,구름언덕,제주특별자치도 제주시 조천읍 대흘리,2250-6,제주특별자치도 제주시 조천읍 대흘리 2250-6,제주시,조천읍,대흘리,0.0,http://t1.daumcdn.net/place/879F11E581CF46719C75B710AEF9A790,33.49841904708427,126.65501438435598
39,24879322,조랑말체험공원 마음카페,제주특별자치도 서귀포시 표선면 가시리,3149-33,제주특별자치도 서귀포시 표선면 가시리 3149-33,서귀포시,표선면,가시리,0.0,,33.38319400319738,126.7359793906072
40,1222953050,굿모닝카페,제주특별자치도 제주시 우도면 연평리,36,제주특별자치도 제주시 우도면 연평리 36,제주시,우도면,연평리,0.0,,33.51282224281168,126.96470088461977
41,1675972774,여섯번의보름,제주특별자치도 서귀포시 호근동,1310-1,제주특별자치도 서귀포시 호근동 1310-1,서귀포시,서귀포시,서귀포시,0.0,http://t1.daumcdn.net/localfiy/searchregister_1715000296,33.25693672657061,126.53035476019116
42,20032311,아멩이나,제주특별자치도 제주시 이도2동,1186-3,제주특별자치도 제주시 이도2동 1186-3,제주시,제주시,제주시,0.0,,33.497752782758816,126.5302423107061
43,23571929,바다는안보여요,제주특별자치도 제주시 구좌읍 종달리,884-1,제주특별자치도 제주시 구좌읍 종달리 884-1,제주시,구좌읍,종달리,0.0,http://t1.daumcdn.net/place/55B18650857541ACA076D309F66E7BEA,33.493391153169576,126.89942496600784
44,115388983,담그멍족욕카페,제주특별자치도 제주시 일도일동,1276-26,제주특별자치도 제주시 일도일동 1276-26,제주시,제주시,제주시,0.0,http://t1.daumcdn.net/localfiy/578C329E9937468BAB8B33FF3EFF09EA,33.51522007695961,126.52688877352205
45,26948116,망고레이 송악산점,제주특별자치도 서귀포시 대정읍 상모리,133-1,제주특별자치도 서귀포시 대정읍 상모리 133-1,서귀포시,대정읍,상모리,0.0,http://t1.daumcdn.net/place/F1C29F69139A4159B42396B48ED84D7F,33.20720493581545,126.29030179341338
46,1191127342,카페더불어,제주특별자치도 서귀포시 하효동,152,제주특별자치도 서귀포시 하효동 152,서귀포시,서귀포시,서귀포시,0.0,,33.26350113213734,126.61557811578683
47,72822449,더치박스,제주특별자치도 제주시 노형동,2578-4,제주특별자치도 제주시 노형동 2578-4,제주시,제주시,제주시,0.0,http://t1.daumcdn.net/localfiy/A1756CF6FB044D2FAABD9595308C8896,33.48944293216445,126.47437726222643
48,1940356147,커피516,제주특별자치도 서귀포시 동홍동,417-13,제주특별자치도 서귀포시 동홍동 417-13,서귀포시,서귀포시,서귀포시,0.0,,33.2561060513133,126.57726883579764
49,15264554,스테이위드커피,제주특별자치도 서귀포시 안덕면 사계리,2147-1,제주특별자치도 서귀포시 안덕면 사계리 2147-1,서귀포시,안덕면,사계리,0.0,http://t1.daumcdn.net/place/C6D4D07500F24F90AB89F2EE177BC5A4,33.227755906081306,126.30329251320696
50,25548687,유나카페,제주특별자치도 서귀포시 남원읍 신례리,57-1,제주특별자치도 서귀포시 남원읍 신례리 57-1,서귀포시,남원읍,신례리,0.0,http://t1.daumcdn.net/place/4560E2D7115643659B3DA6E99E7F36F1,33.266039204624015,126.64184083626313
51,26423460,카페아꼬떼,제주특별자치도 제주시 조천읍 선흘리,468-2,제주특별자치도 제주시 조천읍 선흘리 468-2,제주시,조천읍,선흘리,0.0,,33.4572433524083,126.71089087798288
52,21456492,콩,제주특별자치도 서귀포시 서홍동,397-96,제주특별자치도 서귀포시 서홍동 397-96,서귀포시,서귀포시,서귀포시,0.0,,33.25440874301001,126.55998670064032
53,27048565,해인의정제,제주특별자치도 제주시 한림읍 한림리,1202-2,제주특별자치도 제주시 한림읍 한림리 1202-2,제주시,한림읍,한림리,0.0,,33.41299134422092,126.26440509700213
54,21489085,메이즈,제주특별자치도 제주시 구좌읍 평대리,3322,제주특별자치도 제주시 구좌읍 평대리 3322,제주시,구좌읍,평대리,0.0,,33.488479001853825,126.8008412879293
55,27453944,아씨갤러리,제주특별자치도 제주시 한경면 저지리,2120-115,제주특별자치도 제주시 한경면 저지리 2120-115,제주시,한경면,저지리,0.0,,33.33940009118992,126.26690629205044
56,24484623,블리케이크,제주특별자치도 제주시 아라이동,3002-12,제주특별자치도 제주시 아라이동 3002-12,제주시,제주시,제주시,0.0,http://t1.daumcdn.net/place/16729F71AC6C4FA2A98E1FCD97E8F390,33.49346798839114,126.54266178177136
57,1082954673,나포리카페,제주특별자치도 제주시 우도면 연평리,5,제주특별자치도 제주시 우도면 연평리 5,제주시,우도면,연평리,0.0,,33.51482850847338,126.96880741614014
58,104832990,외도339,제주특별자치도 제주시 외도이동,339,제주특별자치도 제주시 외도이동 339,제주시,제주시,제주시,0.0,http://t1.daumcdn.net/place/70ED803972D04686929894B4EB0B856D,33.493647285383894,126.43173959871271
59,1943501358,희다방,제주특별자치도 제주시 건입동,1089-8,제주특별자치도 제주시 건입동 1089-8,제주시,제주시,제주시,0.0,,33.51391435821664,126.5354074442013
60,754928909,소스테이,제주특별자치도 서귀포시 서귀동,480-6,제주특별자치도 서귀포시 서귀동 480-6,서귀포시,서귀포시,서귀포시,0.0,,33.24529885486339,126.5641355831631
61,1824865454,하올람커피,제주특별자치도 서귀포시 서귀동,80-2,제주특별자치도 서귀포시 서귀동 80-2,서귀포시,서귀포시,서귀포시,0.0,,33.24432822936385,126.56813628619514
62,1391971921,고구마카페,제주특별자치도 제주시 애월읍 곽지리,1557,제주특별자치도 제주시 애월읍 곽지리 1557,제주시,애월읍,곽지리,0.0,,33.454191802268205,126.30791037335483
63,295099561,그라시아스,제주특별자치도 서귀포시 서귀동,782-3,제주특별자치도 서귀포시 서귀동 782-3,서귀포시,서귀포시,서귀포시,0.0,,33.24051991531705,126.56508204758094
64,1574963073,커피산책,제주특별자치도 제주시 애월읍 광령리,1312,제주특별자치도 제주시 애월읍 광령리 1312,제주시,애월읍,광령리,0.0,http://t1.daumcdn.net/place/99D0E3A66692477781AFA9508509681D,33.4620113587788,126.4402546149025
65,814024450,카페깡,제주특별자치도 서귀포시 표선면 가시리,1900-1,제주특별자치도 서귀포시 표선면 가시리 1900-1,서귀포시,표선면,가시리,0.0,,33.35337845702815,126.77199151786621
66,1305206409,제주맘C,제주특별자치도 제주시 애월읍 신엄리,2806-2,제주특별자치도 제주시 애월읍 신엄리 2806-2,제주시,애월읍,신엄리,0.0,,33.476662270269365,126.35389422708828
67,1593096070,cafe110,제주특별자치도 제주시 아라일동,2082-1,제주특별자치도 제주시 아라일동 2082-1,제주시,제주시,제주시,0.0,http://t1.daumcdn.net/localfiy/1038AB7B12FF48CB9DB6828FDF213E6B,33.46873430114996,126.53943965288954
68,703484233,빅웨이브,제주특별자치도 서귀포시 성산읍 오조리,13,제주특별자치도 서귀포시 성산읍 오조리 13,서귀포시,성산읍,오조리,0.0,,33.468489529345426,126.92029795413656
69,26943770,네스카페 제주성산리조트점,제주특별자치도 서귀포시 성산읍 시흥리,195-1,제주특별자치도 서귀포시 성산읍 시흥리 195-1,서귀포시,성산읍,시흥리,0.0,http://t1.daumcdn.net/place/88B1AB1B65A345B99BBA8A168835EFFA,33.47331547759049,126.91052065405455
70,26885574,아이스크림연구소카페,제주특별자치도 제주시 우도면 연평리,343-2,제주특별자치도 제주시 우도면 연평리 343-2,제주시,우도면,연평리,0.0,http://t1.daumcdn.net/place/00CB8F9F060F4472ACD50A62BDBA8C59,33.49356244674611,126.95966401354582
71,1208953462,동백,제주특별자치도 제주시 조천읍 선흘리,922,제주특별자치도 제주시 조천읍 선흘리 922,제주시,조천읍,선흘리,0.0,http://t1.daumcdn.net/place/19045D51225A4ED984EA1A7CAB4E4D07,33.508989466756766,126.71458488522251
72,17434117,스토리텔링,제주특별자치도 서귀포시 성산읍 성산리,196-2,제주특별자치도 서귀포시 성산읍 성산리 196-2,서귀포시,성산읍,성산리,0.0,http://t1.daumcdn.net/cfile/151C23334F90F61821,33.4638922186813,126.93410577990849
73,1830339195,드카페,제주특별자치도 제주시 애월읍 하귀1리,200-10,제주특별자치도 제주시 애월읍 하귀1리 200-10,제주시,애월읍,하귀1리,0.0,,33.48264904737164,126.41417049476536
74,27418367,망고레이 제주함덕점,제주특별자치도 제주시 조천읍 함덕리,1269-19,제주특별자치도 제주시 조천읍 함덕리 1269-19,제주시,조천읍,함덕리,0.0,http://t1.daumcdn.net/place/0B0BBADB962649ECBBCD5F9ECAD591B3,33.542395257638695,126.6668727692532
75,9981658,장호다방,제주특별자치도 제주시 삼도1동,565-4,제주특별자치도 제주시 삼도1동 565-4,제주시,제주시,제주시,0.0,,33.49968410672603,126.51852770867904
76,684628891,문빵9 공항본점,제주특별자치도 제주시 용담1동,2814-5,제주특별자치도 제주시 용담1동 2814-5,제주시,제주시,제주시,0.0,http://t1.daumcdn.net/localfiy/AA9CC5B669914B889768736357B659B3,33.50392620230136,126.51324806760124
77,24927052,하루이수다,제주특별자치도 제주시 조천읍 신촌리,2204,제주특별자치도 제주시 조천읍 신촌리 2204,제주시,조천읍,신촌리,0.0,,33.53737211455247,126.6194949296838
78,161216814,썬샤인코스트,제주특별자치도 서귀포시 서홍동,753-2,제주특별자치도 서귀포시 서홍동 753-2,서귀포시,서귀포시,서귀포시,0.0,,33.24203459714044,126.55285973614036
79,1525465944,교래카페,제주특별자치도 제주시 조천읍 교래리,552-2,제주특별자치도 제주시 조천읍 교래리 552-2,제주시,조천읍,교래리,0.0,http://t1.daumcdn.net/localfiy/70659556D83B472A9DBB661E68B0511D,33.437045110151985,126.68058050808844
80,556270938,미녀들의수다 아라스위첸점,제주특별자치도 제주시 아라일동,6093-7,제주특별자치도 제주시 아라일동 6093-7,제주시,제주시,제주시,0.0,,33.47358804569125,126.54419494221105
81,14610835,마카롱,제주특별자치도 제주시 이도2동,1778-1,제주특별자치도 제주시 이도2동 1778-1,제주시,제주시,제주시,0.0,,33.49975316382766,126.5280404692527
82,145451396,말랑제주,제주특별자치도 서귀포시 호근동,1821-7,제주특별자치도 서귀포시 호근동 1821-7,서귀포시,서귀포시,서귀포시,0.0,http://t1.daumcdn.net/localfiy/E53C3F40C8814582BE7CD9ADB8D04C64,33.256146938577515,126.5237269117143
83,27080594,간세라운지,제주특별자치도 제주시 일도일동,1448,제주특별자치도 제주시 일도일동 1448,제주시,제주시,제주시,0.0,http://t1.daumcdn.net/cfile/2154044055F1363A34,33.5126064797769,126.5243284734586
84,1694795313,DP513,제주특별자치도 제주시 화북일동,15-2,제주특별자치도 제주시 화북일동 15-2,제주시,제주시,제주시,0.0,,33.51764741839907,126.57680193469223
85,445133179,에릭스에스프레소,제주특별자치도 제주시 구좌읍 세화리,1397-6,제주특별자치도 제주시 구좌읍 세화리 1397-6,제주시,구좌읍,세화리,0.0,http://t1.daumcdn.net/place/B3C2924C190241359781DA77D9B80199,33.52143112868001,126.85889294202236
86,20621853,비자나무숲카페,제주특별자치도 제주시 구좌읍 평대리,3164,제주특별자치도 제주시 구좌읍 평대리 3164,제주시,구좌읍,평대리,0.0,http://t1.daumcdn.net/place/A8DFAB2EBD4C4062809010983C58C4E5,33.49158833598991,126.81042400453384
87,1202641851,앤타르트,제주특별자치도 제주시 조천읍 함덕리,272-35,제주특별자치도 제주시 조천읍 함덕리 272-35,제주시,조천읍,함덕리,0.0,http://t1.daumcdn.net/localfiy/1DF38741E0D84252BA884376EDC0EEDD,33.540678025616764,126.67341684872996
88,1134224386,슈퍼윙스키즈카페 제주점,제주특별자치도 제주시 오라삼동,2401-46,제주특별자치도 제주시 오라삼동 2401-46,제주시,제주시,제주시,0.0,,33.49976351346061,126.50844162029301
89,27536761,다희연포르테,제주특별자치도 제주시 노형동,931,제주특별자치도 제주시 노형동 931,제주시,제주시,제주시,0.0,http://t1.daumcdn.net/place/AF40A349F78E4277BE32BE10C3B613E5,33.485350009881465,126.48302262922986
90,25429740,월정역,제주특별자치도 제주시 구좌읍 월정리,501-1,제주특별자치도 제주시 구좌읍 월정리 501-1,제주시,구좌읍,월정리,0.0,,33.55532443940863,126.79475674821812
91,1609166877,지니어스키즈카페,제주특별자치도 제주시 일도2동,416-15,제주특별자치도 제주시 일도2동 416-15,제주시,제주시,제주시,0.0,http://t1.daumcdn.net/localfiy/C86E004D60AE42FFA1ADE322ADD7CEB5,33.50415211304878,126.54223968748042
92,814556793,인판포,제주특별자치도 제주시 한경면 판포리,2881-1,제주특별자치도 제주시 한경면 판포리 2881-1,제주시,한경면,판포리,0.0,,33.36557908769325,126.19810991098377
93,21527083,머들,제주특별자치도 제주시 조천읍 교래리,342-2,제주특별자치도 제주시 조천읍 교래리 342-2,제주시,조천읍,교래리,0.0,,33.43499816897173,126.68826174539194
94,26784906,project064다방,제주특별자치도 제주시 연동,261-59,제주특별자치도 제주시 연동 261-59,제주시,제주시,제주시,0.0,http://t1.daumcdn.net/place/80FF1046A8404EC9AE846CDE63467E05,33.4887953525813,126.48854145464064
95,21455106,스위트호텔 커피숍,제주특별자치도 서귀포시 색달동,2812-10,제주특별자치도 서귀포시 색달동 2812-10,서귀포시,서귀포시,서귀포시,0.0,,33.24933228795411,126.40820779319651
96,19974848,지니의뜰에 커피나리다,제주특별자치도 제주시 한림읍 귀덕리,1293-1,제주특별자치도 제주시 한림읍 귀덕리 1293-1,제주시,한림읍,귀덕리,0.0,http://t1.daumcdn.net/place/BE06F0C08DD742809BCC52AB19EDD922,33.43854159359213,126.29597325847952
97,85293537,미리로,제주특별자치도 제주시 이호일동,1795,제주특별자치도 제주시 이호일동 1795,제주시,제주시,제주시,0.0,http://t1.daumcdn.net/localfiy/29E62F76447E4DEE87684A4DC2C51099,33.49766800437532,126.44841895525978
98,1502880648,아모렉스7080,제주특별자치도 제주시 도두일동,1742,제주특별자치도 제주시 도두일동 1742,제주시,제주시,제주시,0.0,,33.507489574098365,126.4702430484678
99,730657517,카페더문,제주특별자치도 제주시 내도동,640-1,제주특별자치도 제주시 내도동 640-1,제주시,제주시,제주시,0.0,http://t1.daumcdn.net/place/AFBFB3FC1A764B279C6E20DD4CB31A14,33.492864941396505,126.43732298461573
100,767876049,비브레이브 혁신도시점,제주특별자치도 서귀포시 서호동,1525-2,제주특별자치도 서귀포시 서호동 1525-2,서귀포시,서귀포시,서귀포시,0.0,http://t1.daumcdn.net/place/8C44E3971E2746CF99B9C46C18166ADB,33.254935401809995,126.518174640789
101,818388437,아꼬아,제주특별자치도 제주시 삼도2동,832,제주특별자치도 제주시 삼도2동 832,제주시,제주시,제주시,0.0,,33.511644677760295,126.51993814963028
102,501338313,공드리,제주특별자치도 서귀포시 성산읍 수산리,657,제주특별자치도 서귀포시 성산읍 수산리 657,서귀포시,성산읍,수산리,0.0,,,
103,2117416011,케렌시아카페,제주특별자치도 서귀포시 하효동,1305,제주특별자치도 서귀포시 하효동 1305,서귀포시,서귀포시,서귀포시,0.0,http://t1.daumcdn.net/place/87F80024C0104FBAB25B753C14AF618A,33.24947914098021,126.61915491167778
104,26885624,카페다금바리스타,제주특별자치도 제주시 한경면 고산리,3610-4,제주특별자치도 제주시 한경면 고산리 3610-4,제주시,한경면,고산리,0.0,http://t1.daumcdn.net/place/45C3EBCB17884BF19DF7E56B761B9B6A,33.308792977217536,126.16522739704928
105,9398816,제주명품,제주특별자치도 제주시 오라삼동,2319-8,제주특별자치도 제주시 오라삼동 2319-8,제주시,제주시,제주시,0.0,,33.49809897912412,126.50703054181494
106,1184824906,슈가갤러리,제주특별자치도 제주시 일도1동,1338,제주특별자치도 제주시 일도1동 1338,제주시,제주시,제주시,0.0,http://t1.daumcdn.net/place/9AF23E6876774B6FBC9ED7109AB04B25,33.51432700455578,126.5262865855932
107,816844811,돌카롱 사려니숲길본점,제주특별자치도 제주시 조천읍 교래리,732-2,제주특별자치도 제주시 조천읍 교래리 732-2,제주시,조천읍,교래리,0.0,http://t1.daumcdn.net/place/86569FDC9B3144848993FAF210D9A9AF,33.425838274836806,126.65700494321312
108,1637085501,카페공유,제주특별자치도 서귀포시 대정읍 신도리,3092-1,제주특별자치도 서귀포시 대정읍 신도리 3092-1,서귀포시,대정읍,신도리,0.0,,33.27645585926643,126.17243921344804
109,2012124390,마스터클래식 이중섭점,제주특별자치도 서귀포시 서귀동,478-5,제주특별자치도 서귀포시 서귀동 478-5,서귀포시,서귀포시,서귀포시,0.0,,33.244959907666505,126.56415443372921
110,299502916,담앙족욕카페,제주특별자치도 제주시 한경면 저지리,2848-2,제주특별자치도 제주시 한경면 저지리 2848-2,제주시,한경면,저지리,0.0,,33.322984517305606,126.2633751614452
111,2081719694,달리다방,제주특별자치도 제주시 구좌읍 종달리,572-10,제주특별자치도 제주시 구좌읍 종달리 572-10,제주시,구좌읍,종달리,0.0,,33.49340572779677,126.90894613099329
112,1351245165,카페소바니,제주특별자치도 제주시 노형동,2590-3,제주특별자치도 제주시 노형동 2590-3,제주시,제주시,제주시,0.0,http://t1.daumcdn.net/localfiy/searchregister_1338091425,33.48246567610776,126.4703911249178
113,1936856046,투썸플레이스 제주루마인점,제주특별자치도 제주시 구좌읍 종달리,624,제주특별자치도 제주시 구좌읍 종달리 624,제주시,구좌읍,종달리,1.0,http://t1.daumcdn.net/place/0AB57C9D3E7B4ED2A3A6EC5FABEEE6FD,33.48426485038828,126.90135504512831
114,2113185266,새빌,제주특별자치도 제주시 애월읍 봉성리,4554,제주특별자치도 제주시 애월읍 봉성리 4554,제주시,애월읍,봉성리,0.0,http://t1.daumcdn.net/place/FC8F731ED68745129B27E2761D7DF66C,33.3630629617417,126.36395385929472
115,25746672,바람벽에흰당나귀,제주특별자치도 제주시 구좌읍 동복리,1645-1,제주특별자치도 제주시 구좌읍 동복리 1645-1,제주시,구좌읍,동복리,0.0,http://t1.daumcdn.net/place/1E5779539D08430CBB1AEA8236BD0637,33.55374257202945,126.70750735214159
116,427669200,리듬,제주특별자치도 제주시 삼도이동,1073,제주특별자치도 제주시 삼도이동 1073,제주시,제주시,제주시,0.0,http://t1.daumcdn.net/localfiy/0A406FA8EDE6404AB31353349E8D9026,33.513836780681984,126.51979257938991
117,1062435894,어반가라지,제주특별자치도 서귀포시 성산읍 고성리,1547-1,제주특별자치도 서귀포시 성산읍 고성리 1547-1,서귀포시,성산읍,고성리,0.0,http://t1.daumcdn.net/place/ECDE18C16C6748489B4E5649ECF21DA2,33.44822575402469,126.90601201316493
118,1440596180,카페그라나다,제주특별자치도 제주시 이호일동,292-4,제주특별자치도 제주시 이호일동 292-4,제주시,제주시,제주시,0.0,http://t1.daumcdn.net/place/1E2B9C83DA3C43E38776913A22D7B7AF,33.499421088372486,126.46412376891851
119,27384817,요거프레소 바오젠점,제주특별자치도 제주시 연동,272-43,제주특별자치도 제주시 연동 272-43,제주시,제주시,제주시,0.0,,33.4880915298771,126.49190701914357
120,27376769,갈치카페,제주특별자치도 서귀포시 색달동,2507-1,제주특별자치도 서귀포시 색달동 2507-1,서귀포시,서귀포시,서귀포시,0.0,http://t1.daumcdn.net/place/B675DED170884504830C5EA8DD767330,33.25558866975782,126.41488345100578
121,18392685,카페블룸,제주특별자치도 제주시 오라이동,3103-1,제주특별자치도 제주시 오라이동 3103-1,제주시,제주시,제주시,0.0,,33.48115198664714,126.50505649410273
