,cafe_id,cafe,address,addrbunho,image_url
0,11877497,여정다방,제주특별자치도 서귀포시 서귀동,294-24,
1,1263620627,아장아장 베이비카페,제주특별자치도 제주시 외도일동,475-8,http://t1.daumcdn.net/place/83909D95B967478D8024DC12AB200F22
2,368243275,소소희,제주특별자치도 서귀포시 대정읍 보성리,175-6,http://t1.daumcdn.net/place/8395E365EA5B4F04BB9B12AAA3B0F4BF
3,1571310600,항구다방,제주특별자치도 제주시 건입동,1325,
4,13571332,두모악무인찻집,제주특별자치도 서귀포시 성산읍 삼달리,437-5,http://t1.daumcdn.net/place/2535E720C72A4A5B9D06BF6EBCC9831D
5,1343252834,24,제주특별자치도 제주시 한경면 고산리,2162-12,http://t1.daumcdn.net/localfiy/7A4F353282924D72B79662A317278564
6,18756214,템푸스,제주특별자치도 제주시 구좌읍 월정리,27,http://t1.daumcdn.net/place/385683FE6034429AB09767D980F3DC28
7,1082954673,나포리카페,제주특별자치도 제주시 우도면 연평리,5,
8,23933670,커피가게쉬고가게,제주특별자치도 서귀포시 표선면 표선리,40-71,http://t1.daumcdn.net/place/8C1542130B1E4DA2B686606B1C00D8CE
9,15521226,슬로우,제주특별자치도 제주시 이도2동,1766-1,
10,969286213,방방파티 제주삼화점,제주특별자치도 제주시 삼양이동,2176-12,
11,27495099,뽀요요카페,제주특별자치도 제주시 우도면 연평리,2652,http://t1.daumcdn.net/place/CF76BFDD3BA743C29334DA163C7E6D01
12,25127127,행복한차실,제주특별자치도 서귀포시 성산읍 오조리,398-10,
13,26423460,카페아꼬떼,제주특별자치도 제주시 조천읍 선흘리,468-2,
14,1411458986,카페일상,제주특별자치도 제주시 아라일동,6126-13,http://t1.daumcdn.net/localfiy/8933047E9B6842C785770C8AC71B79CB
15,1776764094,제주신화월드 풀사이드카페,제주특별자치도 서귀포시 안덕면 서광리,산 24,
16,1569358885,오스모시스,제주특별자치도 제주시 구좌읍 한동리,1338-8,http://t1.daumcdn.net/place/3A185A49B53F4602A9A674E9D947ABBE
17,29367180,르카페하도,제주특별자치도 제주시 구좌읍 종달리,1422-2,http://t1.daumcdn.net/localfiy/EF3F22B234E546D487290B0E6E33479E
18,523593877,제주이도작심스페이스,제주특별자치도 제주시 아라이동,3012-3,
19,1734125423,탑동로17,제주특별자치도 제주시 삼도이동,1192-14,
20,14794664,하늘정원,제주특별자치도 서귀포시 서홍동,445-11,http://t1.daumcdn.net/place/9228276A2A98437D975BC2488A159BFC
21,2146177384,이디야커피 제주성읍점,제주특별자치도 서귀포시 표선면 성읍리,2381,
22,423785095,런던아이,제주특별자치도 제주시 영평동,2169-3,http://t1.daumcdn.net/place/9F1ED7D7CE4E46DEB87096446B1E5C1F
23,1763917939,아라커피,제주특별자치도 제주시 아라일동,2605-8,
24,899167314,언니앤누나,제주특별자치도 서귀포시 성산읍 고성리,557-9,http://t1.daumcdn.net/localfiy/searchregister_1947480252
25,77169837,카페8길,제주특별자치도 서귀포시 하예동,706-12,http://t1.daumcdn.net/place/9BA0B34F4A6746EDA48FB9CA705B3AC7
26,21500110,세유카페,제주특별자치도 제주시 이도2동,1009,
27,10529356,신데렐라,제주특별자치도 제주시 연동,262-33,
28,2019227130,달보드레,제주특별자치도 제주시 조천읍 와흘리,385-1,
29,243570162,미닝풀모먼츠,제주특별자치도 제주시 노형동,3801-10,
30,1566296022,분홍분홍해,제주특별자치도 서귀포시 표선면 성읍리,2045-1,
31,450635424,블루오션,제주특별자치도 서귀포시 안덕면 사계리,2166-3,
32,221879692,망고홀릭 애월해안도로점,제주특별자치도 제주시 애월읍 고내리,459,http://t1.daumcdn.net/place/6C09B8E7B1084BCC8485977A7D7E25A2
33,23680552,제주 다이어트카페,제주특별자치도 서귀포시 남원읍 남원리,92-2,
34,2048608010,함와로580,제주특별자치도 제주시 조천읍 와산리,905-1,
35,15609127,술탄왕자,제주특별자치도 제주시 연동,303-8,http://t1.daumcdn.net/place/C8575D115CB24E4F8A3365F29E235699
36,572095611,프레쉬모먼트,제주특별자치도 제주시 아라일동,6119-2,
37,1863718416,카페유블레스,제주특별자치도 제주시 조천읍 함덕리,1269-9,http://t1.daumcdn.net/localfiy/84C5441049B74E858E99FFE209B2408C
38,1041387920,사랑이머무는카페,제주특별자치도 서귀포시 강정동,1339,
39,1249506544,온도커피,제주특별자치도 제주시 노형동,937-5,http://t1.daumcdn.net/localfiy/28AF64D6581E4A93917B0425562F2B07
40,1574963073,커피산책,제주특별자치도 제주시 애월읍 광령리,1312,http://t1.daumcdn.net/place/99D0E3A66692477781AFA9508509681D
41,484703392,바라나시책골목,제주특별자치도 제주시 용담1동,406,http://t1.daumcdn.net/place/C855BF58E7934B93A9AD6E7ED4B83AFA
42,1874740851,베베맘이유식,제주특별자치도 서귀포시 색달동,1939-4,
43,1157034383,사닮과,제주특별자치도 제주시 아라일동,6102-1,http://t1.daumcdn.net/place/EE8574B21833428D9022DB24C874F48B
44,21521006,은주다방,제주특별자치도 제주시 조천읍 조천리,2211-4,
45,392583573,심심푸리만화카페 제주외도점,제주특별자치도 제주시 외도일동,476-1,http://t1.daumcdn.net/place/E04654C565E14FBEBEF19B3106E4BA69
46,565082614,오운커피,제주특별자치도 제주시 아라일동,6061-11,http://t1.daumcdn.net/localfiy/07D18875E521476AA275761FBA036513
47,1094176770,메가커피 제주서홍점,제주특별자치도 서귀포시 서홍동,285-3,
48,27417809,달아래팥,제주특별자치도 제주시 한경면 낙천리,1647-4,http://t1.daumcdn.net/place/8231213DC11449D287A17FEE1ECF59B0
