,cafe_id,cafe,name,price
0,2083166873,바다위에코끼리,아메리카노,"5,000"
1,2083166873,바다위에코끼리,카페라떼,"5,500"
2,2083166873,바다위에코끼리,크림 모카,"6,500"
3,2083166873,바다위에코끼리,밀크티,"6,000"
4,2083166873,바다위에코끼리,얼그레이,"5,000"
5,743701653,풍류,록담만설,"6,000"
6,743701653,풍류,풍류 모카,"6,000"
7,743701653,풍류,아메리카노,"4,300"
8,743701653,풍류,라떼,"4,800"
9,743701653,풍류,촤클릿,"6,000"
10,970199448,카페헬로,수제흑돼지돈가스,"10,000"
11,970199448,카페헬로,삼다수냉모밀,"7,000"
12,970199448,카페헬로,수제흑돼지트리플치즈돈가스,"14,000"
13,877966090,구씨커피로스터스,아메리카노,"4,000"
14,877966090,구씨커피로스터스,카페라떼,"5,000"
15,877966090,구씨커피로스터스,달달라떼,"5,500"
16,877966090,구씨커피로스터스,에스프레소,"4,000"
17,877966090,구씨커피로스터스,아슈라발발타,"6,500"
18,22400644,먹쿠슬낭여행자카페,에스프레소,"1,900"
19,22400644,먹쿠슬낭여행자카페,아메리카노,"1,900"
20,22400644,먹쿠슬낭여행자카페,카페라떼,"3,500"
21,22400644,먹쿠슬낭여행자카페,애플망고빙수 (1인),"12,000"
22,22400644,먹쿠슬낭여행자카페,홍차,"4,000"
23,22400644,먹쿠슬낭여행자카페,애플망고주스,"8,000"
24,27059551,카페드랑,Special Sandwich,"5,900"
25,27059551,카페드랑,아메리카노,"3,900"
26,1006322797,카페쿠이,에스프레소 (HOT),"4,000"
27,1006322797,카페쿠이,플랫화이트 (HOT),"5,000"
28,1006322797,카페쿠이,라떼,"5,000"
29,1006322797,카페쿠이,카푸치노 (HOT),"5,000"
30,1006322797,카페쿠이,리얼 핫 초코 화이트 (HOT),"6,000"
31,440194716,순아,아메리카노,"4,000"
32,440194716,순아,카페라떼,"4,500"
33,440194716,순아,수제 황차,"6,000"
34,440194716,순아,녹차라떼,"5,000"
35,440194716,순아,레몬 에이드,"6,000"
36,614271019,파스쿠찌 제주유수암점,아이스 아메리카노(R),"4,300"
37,614271019,파스쿠찌 제주유수암점,아이스 카페라떼(R),"4,800"
38,614271019,파스쿠찌 제주유수암점,아이스 바닐라라떼 마끼아또(R),"5,400"
39,614271019,파스쿠찌 제주유수암점,아이스 카라멜라떼 마끼아또(R),"5,400"
40,614271019,파스쿠찌 제주유수암점,허니브레드(생크림),"5,700"
41,614271019,파스쿠찌 제주유수암점,아메리카노(R),"4,300"
42,614271019,파스쿠찌 제주유수암점,카페라떼(R),"4,800"
43,614271019,파스쿠찌 제주유수암점,카라멜라떼 마끼아또(R),"5,400"
44,614271019,파스쿠찌 제주유수암점,바닐라라떼 마끼아또(R),"5,400"
45,614271019,파스쿠찌 제주유수암점,에스프레소콘파나 그라니따(R),"5,500"
46,614271019,파스쿠찌 제주유수암점,영그레이,"4,500"
47,614271019,파스쿠찌 제주유수암점,퍼스트브레이크,"4,500"
48,614271019,파스쿠찌 제주유수암점,커즈마인,"4,500"
49,614271019,파스쿠찌 제주유수암점,오렌지보스,"4,500"
50,614271019,파스쿠찌 제주유수암점,민트크루,"4,500"
51,614271019,파스쿠찌 제주유수암점,그린티라떼(R),"5,000"
52,614271019,파스쿠찌 제주유수암점,핫 초콜릿(R),"4,500"
53,614271019,파스쿠찌 제주유수암점,자바칩민트 그라니따(R),"6,000"
54,614271019,파스쿠찌 제주유수암점,플레인요거트 그라니따(R),"6,500"
